episode_id,record_step,item,own_executed,rival_executed,inventory_increments,rival_lower_bound,tight_lower_bound,next_quote,pre_town_quote
112710679,615,STRAWBERRY,2,2,4,2,2,1,1
112710679,625,WOOL,3,3,0,0,0,5,1
112710679,628,STRAWBERRY,0,21,10,10,10,1,1
112710679,645,STRAWBERRY,21,0,12,0,0,7,1
112710679,650,WOOL,4,4,2,0,0,1,1
112710679,674,WOOL,4,4,2,0,1,1,1
112710679,680,STRAWBERRY,17,17,12,0,1,1,1
112710679,696,WOOL,1,1,0,0,0,1,1
112710679,698,WOOL,2,2,0,0,0,1,1
112710679,711,WOOL,1,1,0,0,0,1,1
112710679,719,WOOL,1,1,0,0,0,1,1
112711880,457,WOOL,12,12,6,0,0,18,1
112711880,481,WOOL,12,12,14,2,2,11,1
112711880,505,WOOL,12,12,12,0,0,18,1
112711880,529,WOOL,11,11,14,3,3,11,1
112711880,554,STRAWBERRY,13,13,20,7,7,1,1
112711880,566,WOOL,15,15,16,1,1,1,1
112711880,567,STRAWBERRY,8,8,12,4,4,1,1
112711880,578,STRAWBERRY,18,18,14,0,1,1,1
112711880,578,WOOL,5,5,6,1,1,1,1
112711880,598,WOOL,11,11,10,0,0,1,1
112711880,608,WOOL,4,4,6,2,2,1,1
112711880,619,WOOL,9,9,6,0,1,1,1
112711880,648,WOOL,7,7,14,7,7,1,1
112711880,673,WOOL,11,11,8,0,1,11,1
112711880,694,WOOL,9,9,12,3,3,1,1
112711880,712,WOOL,3,3,2,0,1,1,1
112711880,719,WOOL,3,3,4,1,1,1,1
112713015,344,WOOL,3,3,6,3,3,1,1
112713015,360,WOOL,3,3,0,0,0,1,1
112713015,388,WOOL,5,5,2,0,0,1,1
112713015,400,WOOL,6,6,0,0,0,1,1
112713015,432,WOOL,2,2,2,0,1,1,1
112713015,448,WOOL,2,2,0,0,0,1,1
112713015,470,WOOL,1,1,2,1,1,1,1
112713015,474,WOOL,1,1,0,0,0,1,1
112713015,478,WOOL,1,1,0,0,0,1,1
112713015,488,WOOL,1,1,0,0,0,1,1
112713015,516,WOOL,4,4,2,0,1,1,1
112713015,536,WOOL,1,1,0,0,0,1,1
112713015,537,WOOL,1,1,0,0,0,1,1
112713015,567,WOOL,2,2,2,0,1,1,1
112713015,578,WOOL,2,2,0,0,0,1,1
112713015,596,WOOL,2,2,0,0,0,1,1
112713015,598,WOOL,2,2,0,0,0,1,1
112713015,625,WOOL,3,3,2,0,1,1,1
112713015,650,WOOL,4,4,2,0,1,1,1
112713015,674,WOOL,2,2,0,0,0,1,1
112713015,698,WOOL,3,3,2,0,1,1,1
112713015,711,WOOL,1,1,0,0,0,1,1
112713015,719,WOOL,1,1,0,0,0,1,1
112713547,454,STRAWBERRY,12,12,20,8,8,1,1
112713547,457,WOOL,12,12,18,6,6,31,1
112713547,478,STRAWBERRY,8,8,6,0,0,1,1
112713547,479,STRAWBERRY,2,2,0,0,0,1,1
112713547,492,STRAWBERRY,0,6,4,4,4,1,1
112713547,494,STRAWBERRY,6,0,1,0,0,1,1
112713547,499,STRAWBERRY,10,10,2,0,1,1,1
112713547,503,STRAWBERRY,14,14,0,0,0,1,1
112713547,518,STRAWBERRY,8,8,6,0,1,1,1
112713547,524,STRAWBERRY,16,16,0,0,0,1,1
112713547,530,STRAWBERRY,13,13,4,0,1,1,1
112713547,544,STRAWBERRY,8,8,2,0,0,1,1
112713547,556,STRAWBERRY,13,13,4,0,0,1,1
112713547,558,WOOL,16,0,13,0,0,1,1
112713547,569,STRAWBERRY,8,8,4,0,1,1,1
112713547,577,WOOL,8,8,16,8,8,31,1
112713547,578,STRAWBERRY,18,18,4,0,0,1,1
112713547,619,WOOL,9,9,18,9,9,1,1
112713547,620,STRAWBERRY,7,7,8,1,1,1,1
112713547,625,WOOL,3,3,4,1,1,31,1
112713547,645,STRAWBERRY,18,18,12,0,0,5,1
112713547,673,WOOL,14,14,28,14,14,31,1
112713547,682,STRAWBERRY,20,0,10,0,0,1,1
112713547,694,STRAWBERRY,0,20,6,6,6,1,1
112714306,360,WOOL,3,3,2,0,1,1,1
112714306,374,MILK,6,6,10,4,4,1,1
112714306,390,WOOL,14,0,1,0,0,1,1
112714306,398,WOOL,0,14,0,0,0,1,1
112714306,400,WOOL,6,6,0,0,0,1,1
112714306,409,MILK,3,3,2,0,1,5,1
112714306,430,WOOL,2,0,1,0,0,1,1
112714306,433,MILK,7,7,12,5,5,7,1
112714306,530,MILK,7,7,14,7,7,1,1
112714306,553,STRAWBERRY,4,13,8,4,4,7,1
112714306,554,STRAWBERRY,8,0,3,0,0,1,1
112714306,556,MILK,0,6,6,6,6,1,1
112714306,558,STRAWBERRY,4,4,2,0,0,1,1
112714306,561,MILK,3,0,2,0,0,5,1
112714306,562,MILK,3,0,2,0,0,1,1
112714306,567,STRAWBERRY,4,4,4,0,0,1,1
112714306,578,STRAWBERRY,0,10,7,7,7,1,1
112714306,580,STRAWBERRY,22,0,0,0,0,1,1
112714306,582,STRAWBERRY,0,11,2,2,2,1,1
112714306,601,MILK,0,12,7,7,7,7,1
112714306,604,STRAWBERRY,0,6,4,4,4,1,1
112714306,610,STRAWBERRY,1,3,4,3,3,1,1
112714306,614,STRAWBERRY,1,1,2,1,1,1,1
112714306,615,STRAWBERRY,2,0,0,0,0,1,1
112714306,616,MILK,9,0,5,0,0,1,1
112714306,628,STRAWBERRY,0,21,7,7,7,1,1
112714306,636,STRAWBERRY,21,0,4,0,0,1,1
112714306,670,MILK,9,0,7,0,0,1,1
112714306,674,MILK,3,3,4,1,1,1,1
112714306,678,MILK,1,1,2,1,1,1,1
112714306,684,STRAWBERRY,0,20,14,14,14,1,1
112714306,684,MILK,0,6,1,1,1,1,1
112714306,694,STRAWBERRY,20,0,6,0,0,1,1
112714306,694,MILK,6,0,6,0,0,1,1
112714306,718,MILK,12,12,14,2,2,1,1
112715478,341,MILK,3,3,4,1,1,1,1
112715478,376,MILK,3,3,0,0,0,1,1
112715478,383,MILK,6,6,0,0,0,1,1
112715478,406,MILK,8,8,2,0,1,1,1
112715478,409,MILK,5,5,0,0,0,1,1
112715478,429,MILK,1,1,0,0,0,1,1
112715478,451,MILK,6,6,2,0,1,1,1
112715478,453,STRAWBERRY,12,12,24,12,12,3,1
112715478,454,STRAWBERRY,12,12,2,0,1,1,1
112715478,456,MILK,4,4,0,0,0,1,1
112715478,458,MILK,2,2,0,0,0,1,1
112715478,478,STRAWBERRY,8,8,6,0,0,1,1
112715478,479,STRAWBERRY,2,2,0,0,0,1,1
112715478,480,STRAWBERRY,1,1,0,0,0,1,1
112715478,480,MILK,2,2,0,0,0,1,1
112715478,482,MILK,4,4,2,0,1,1,1
112715478,494,STRAWBERRY,5,5,6,1,1,1,1
112715478,499,STRAWBERRY,10,10,0,0,0,1,1
112715478,503,STRAWBERRY,14,14,2,0,1,1,1
112715478,504,MILK,2,2,0,0,0,1,1
112715478,506,MILK,4,4,0,0,0,1,1
112715478,518,STRAWBERRY,8,8,4,0,0,1,1
112715478,524,STRAWBERRY,16,16,2,0,1,1,1
112715478,530,STRAWBERRY,13,13,2,0,0,1,1
112715478,530,MILK,6,6,2,0,1,1,1
112715478,544,STRAWBERRY,8,8,4,0,1,1,1
112715478,551,STRAWBERRY,2,2,2,0,1,1,1
112715478,556,STRAWBERRY,11,11,2,0,1,1,1
112715478,569,STRAWBERRY,8,8,2,0,0,3,1
112715478,573,MILK,6,6,0,0,0,1,1
112715478,578,STRAWBERRY,18,18,6,0,1,1,1
112715478,588,MILK,6,6,2,0,1,1,1
112715478,620,STRAWBERRY,7,7,6,0,0,1,1
112715478,621,MILK,6,6,0,0,0,1,1
112715478,640,MILK,6,6,2,0,1,1,1
112715478,645,STRAWBERRY,18,18,14,0,1,3,1
112715478,656,MILK,8,8,0,0,0,1,1
112715478,669,STRAWBERRY,6,6,12,6,6,5,1
112715478,674,MILK,2,2,2,0,1,1,1
112715478,693,STRAWBERRY,20,20,14,0,1,3,1
112715478,693,MILK,6,6,0,0,0,1,1
112715478,718,MILK,8,8,0,0,0,1,1
112715910,344,WOOL,3,3,6,3,3,1,1
112715910,360,WOOL,3,3,0,0,0,1,1
112715910,374,MILK,6,6,6,0,0,1,1
112715910,387,WOOL,0,11,2,2,2,1,1
112715910,388,WOOL,11,0,0,0,0,1,1
112715910,394,MILK,0,6,4,4,4,1,1
112715910,398,MILK,6,0,1,0,0,1,1
112715910,399,MILK,0,1,0,0,0,1,1
112715910,400,WOOL,6,6,0,0,0,1,1
112715910,402,MILK,1,0,1,0,0,1,1
112715910,409,MILK,3,3,2,0,1,3,1
112715910,427,WOOL,0,2,1,1,1,1,1
112715910,433,MILK,3,3,6,3,3,5,1
112715910,443,WOOL,2,0,1,0,0,1,1
112715910,448,MILK,3,3,6,3,3,1,1
112715910,448,WOOL,2,2,0,0,0,1,1
112715910,457,MILK,5,5,2,0,1,3,1
112715910,470,WOOL,1,1,2,1,1,1,1
112715910,474,WOOL,1,1,0,0,0,1,1
112715910,503,STRAWBERRY,6,6,8,2,2,1,1
112715910,503,WOOL,1,1,0,0,0,1,1
112715910,505,MILK,2,2,2,0,1,5,1
112715910,508,STRAWBERRY,4,4,2,0,0,1,1
112715910,516,WOOL,4,4,2,0,1,1,1
112715910,518,STRAWBERRY,8,8,6,0,0,1,1
112715910,524,STRAWBERRY,16,16,2,0,0,1,1
112715910,529,MILK,6,6,8,2,2,7,1
112715910,536,WOOL,0,2,0,0,0,1,1
112715910,537,WOOL,0,1,0,0,0,1,1
112715910,538,WOOL,3,0,0,0,0,1,1
112715910,541,STRAWBERRY,14,13,10,0,1,3,1
112715910,543,STRAWBERRY,4,4,2,0,1,1,1
112715910,544,STRAWBERRY,1,1,0,0,0,1,1
112715910,546,STRAWBERRY,3,3,2,0,1,1,1
112715910,553,STRAWBERRY,4,4,2,0,1,5,1
112715910,554,STRAWBERRY,8,8,2,0,0,1,1
112715910,558,STRAWBERRY,4,4,2,0,0,1,1
112715910,564,WOOL,0,4,1,1,1,1,1
112715910,567,STRAWBERRY,4,4,4,0,0,1,1
112715910,569,WOOL,4,0,0,0,0,1,1
112715910,577,STRAWBERRY,10,10,4,0,0,9,1
112715910,578,WOOL,2,2,2,0,1,1,1
112715910,581,STRAWBERRY,0,11,4,4,4,7,1
112715910,588,STRAWBERRY,9,0,6,0,0,1,1
112715910,589,STRAWBERRY,1,0,0,0,0,7,1
112715910,593,WOOL,0,5,0,0,0,1,1
112715910,596,WOOL,2,0,0,0,0,1,1
112715910,597,WOOL,3,0,0,0,0,1,1
112715910,602,WOOL,0,1,0,0,0,1,1
112715910,603,WOOL,1,0,0,0,0,1,1
112715910,613,STRAWBERRY,0,8,8,8,8,7,1
112715910,615,STRAWBERRY,2,0,2,0,0,1,1
112715910,625,WOOL,3,3,0,0,0,5,1
112715910,645,STRAWBERRY,21,21,22,1,1,7,1
112715910,650,WOOL,4,4,2,0,0,1,1
112715910,667,MILK,8,8,16,8,8,1,1
112715910,670,MILK,3,3,2,0,0,1,1
112715910,674,MILK,3,3,4,1,1,1,1
112715910,674,WOOL,4,4,2,0,1,1,1
112715910,678,MILK,1,1,2,1,1,1,1
112715910,689,MILK,6,6,4,0,1,3,1
112715910,693,STRAWBERRY,17,17,20,3,3,7,1
112715910,698,WOOL,3,3,0,0,0,1,1
112715910,711,WOOL,1,1,0,0,0,1,1
112715910,718,MILK,12,12,16,4,4,1,1
112715910,719,WOOL,1,1,0,0,0,1,1
112716679,344,WOOL,3,3,6,3,3,1,1
112716679,360,WOOL,3,3,0,0,0,1,1
112716679,390,WOOL,11,11,2,0,0,1,1
112716679,400,WOOL,6,6,0,0,0,1,1
112716679,402,MILK,3,3,2,0,0,1,1
112716679,409,MILK,3,3,2,0,1,3,1
112716679,433,MILK,5,5,6,1,1,7,1
112716679,443,WOOL,2,2,2,0,0,1,1
112716679,448,WOOL,2,2,0,0,0,1,1
112716679,457,MILK,6,6,10,4,4,5,1
112716679,470,WOOL,1,1,2,1,1,1,1
112716679,474,WOOL,1,1,0,0,0,1,1
112716679,503,WOOL,3,3,0,0,0,1,1
112716679,516,WOOL,4,4,2,0,1,1,1
112716679,535,WOOL,2,2,0,0,0,1,1
112716679,538,WOOL,1,1,0,0,0,1,1
112716679,567,WOOL,3,3,2,0,1,1,1
112716679,578,WOOL,2,2,2,0,0,1,1
112716679,598,WOOL,3,3,6,3,3,1,1
112716679,616,MILK,9,9,8,0,0,1,1
112716679,668,MILK,7,7,14,7,7,1,1
112716679,669,MILK,2,2,0,0,0,5,1
112716679,674,MILK,3,3,6,3,3,1,1
112716679,678,MILK,1,1,2,1,1,1,1
112716679,684,MILK,6,6,2,0,1,1,1
112716679,718,MILK,12,12,18,6,6,1,1
112716680,394,MILK,0,4,4,4,4,1,1
112716680,402,MILK,3,0,2,0,0,1,1
112716680,409,MILK,3,0,1,0,0,5,1
112716680,433,MILK,3,0,1,0,0,7,1
112716680,457,MILK,8,2,6,0,0,7,1
112716680,553,STRAWBERRY,4,9,13,9,9,11,1
112716680,554,STRAWBERRY,8,2,5,0,0,1,1
112716680,558,STRAWBERRY,4,0,4,0,0,1,1
112716680,583,STRAWBERRY,10,0,10,0,0,1,1
112716680,588,STRAWBERRY,9,0,4,0,0,1,1
112716680,589,STRAWBERRY,1,0,0,0,0,9,1
112716680,593,WOOL,0,4,4,4,4,11,1
112716680,594,WOOL,0,2,2,2,2,1,1
112716680,596,WOOL,2,0,0,0,0,1,1
112716680,598,STRAWBERRY,1,21,11,10,10,1,1
112716680,598,WOOL,6,0,2,0,0,1,1
112716680,600,WOOL,0,1,0,0,0,1,1
112716680,601,WOOL,4,0,0,0,0,18,1
112716680,604,STRAWBERRY,5,0,4,0,0,1,1
112716680,630,STRAWBERRY,21,0,5,0,0,1,1
112716680,693,WOOL,3,2,4,1,1,5,1
112716680,694,WOOL,0,1,1,1,1,1,1
112716680,718,MILK,15,15,26,11,11,1,1
112716680,719,WOOL,4,4,6,2,2,1,1
112717862,505,WOOL,12,12,20,8,8,18,1
112717862,529,WOOL,12,12,14,2,2,11,1
112717862,553,WOOL,16,16,4,0,0,18,1
112717862,577,STRAWBERRY,18,18,34,16,16,12,1
112717862,593,WOOL,9,0,9,0,0,11,1
112717862,599,WOOL,0,1,1,1,1,1,1
112717862,600,WOOL,0,8,0,0,0,1,1
112717862,601,WOOL,0,7,0,0,0,18,1
112717862,619,WOOL,9,9,4,0,0,1,1
112717862,625,WOOL,3,3,2,0,0,18,1
112717862,648,WOOL,8,8,8,0,1,1,1
112717862,674,WOOL,15,15,10,0,1,1,1
112717862,694,WOOL,10,10,9,0,0,1,1
112717862,712,WOOL,3,3,2,0,1,1,1
112717862,719,WOOL,3,3,4,1,1,1,1
112719043,344,WOOL,3,3,6,3,3,1,1
112719043,357,WOOL,0,3,0,0,0,1,1
112719043,360,WOOL,3,0,0,0,0,1,1
112719043,374,MILK,6,6,6,0,0,1,1
112719043,385,WOOL,11,11,14,3,3,11,1
112719043,393,MILK,0,6,3,3,3,3,1
112719043,398,MILK,6,0,2,0,0,1,1
112719043,400,WOOL,6,6,8,2,2,1,1
112719043,402,MILK,1,1,2,1,1,1,1
112719043,409,MILK,0,3,0,0,0,5,1
112719043,433,MILK,3,3,4,1,1,5,1
112719043,448,MILK,3,3,6,3,3,1,1
112719043,457,MILK,5,5,2,0,1,3,1
112719043,505,MILK,2,2,2,0,1,3,1
112719043,512,MILK,2,2,2,0,0,1,1
112719043,530,MILK,6,6,6,0,0,1,1
112719043,538,MILK,2,2,2,0,0,1,1
112719043,556,MILK,0,5,5,5,5,1,1
112719043,561,MILK,3,0,1,0,0,3,1
112719043,562,MILK,2,0,1,0,0,1,1
112719043,589,MILK,5,5,8,3,3,1,1
112719043,598,WOOL,5,0,4,0,0,1,1
112719043,601,WOOL,9,4,0,0,0,18,1
112719043,611,MILK,0,3,2,2,2,1,1
112719043,614,MILK,3,4,2,0,1,1,1
112719043,616,MILK,6,0,0,0,0,1,1
112719043,628,MILK,6,6,4,0,1,1,1
112719043,652,MILK,6,0,6,0,0,1,1
112719043,667,MILK,0,6,1,1,1,1,1
112719043,669,MILK,0,1,0,0,0,3,1
112719043,670,MILK,2,0,1,0,0,1,1
112719043,673,WOOL,10,10,18,8,8,11,1
112719043,674,MILK,3,3,2,0,0,1,1
112719043,678,MILK,1,1,2,1,1,1,1
112719043,692,MILK,6,6,2,0,0,1,1
112719043,718,MILK,11,11,8,0,0,1,1
112720203,554,STRAWBERRY,0,8,7,7,7,1,1
112720203,558,STRAWBERRY,4,4,4,0,1,1,1
112720203,567,STRAWBERRY,4,4,6,2,2,1,1
112720203,580,STRAWBERRY,22,22,10,0,0,1,1
112720203,710,MILK,8,8,16,8,8,1,1
112720203,712,MILK,1,1,0,0,0,1,1
112720203,713,MILK,3,3,0,0,0,9,1
112720203,718,MILK,18,18,8,0,0,1,1
112721366,344,WOOL,3,3,6,3,3,1,1
112721366,360,WOOL,3,3,0,0,0,1,1
112721366,374,MILK,6,6,6,0,0,1,1
112721366,388,WOOL,11,11,2,0,0,1,1
112721366,396,MILK,6,6,4,0,0,1,1
112721366,400,WOOL,6,6,0,0,0,1,1
112721366,402,MILK,1,1,2,1,1,1,1
112721366,409,MILK,3,3,2,0,1,3,1
112721366,433,MILK,3,3,6,3,3,5,1
112721366,443,WOOL,2,2,2,0,0,1,1
112721366,448,MILK,3,3,6,3,3,1,1
112721366,448,WOOL,2,2,0,0,0,1,1
112721366,457,MILK,5,5,2,0,1,3,1
112721366,470,WOOL,1,1,2,1,1,1,1
112721366,474,WOOL,1,1,0,0,0,1,1
112721366,499,MILK,3,3,6,3,3,1,1
112721366,503,WOOL,3,3,0,0,0,1,1
112721366,505,MILK,2,2,2,0,1,3,1
112721366,514,WOOL,4,4,2,0,1,1,1
112721366,518,STRAWBERRY,8,8,10,2,2,1,1
112721366,520,MILK,2,2,4,2,2,1,1
112721366,524,STRAWBERRY,16,16,2,0,0,1,1
112721366,529,STRAWBERRY,13,13,2,0,0,7,1
112721366,530,MILK,5,5,4,0,0,1,1
112721366,538,MILK,2,2,2,0,0,1,1
112721366,538,WOOL,3,3,0,0,0,1,1
112721366,543,STRAWBERRY,4,4,8,4,4,1,1
112721366,544,STRAWBERRY,1,1,0,0,0,1,1
112721366,546,STRAWBERRY,3,3,2,0,1,1,1
112721366,553,STRAWBERRY,4,4,2,0,1,5,1
112721366,554,STRAWBERRY,8,8,2,0,0,1,1
112721366,558,STRAWBERRY,4,4,2,0,0,1,1
112721366,560,MILK,5,5,6,1,1,1,1
112721366,565,WOOL,3,3,2,0,1,1,1
112721366,567,STRAWBERRY,4,4,4,0,0,1,1
112721366,577,STRAWBERRY,10,10,4,0,0,7,1
112721366,578,WOOL,2,2,0,0,0,1,1
112721366,588,STRAWBERRY,9,9,8,0,1,1,1
112721366,589,STRAWBERRY,1,1,0,0,0,3,1
112721366,590,STRAWBERRY,1,1,2,1,1,1,1
112721366,595,WOOL,5,5,0,0,0,1,1
112721366,603,WOOL,1,1,2,1,1,1,1
112721366,604,STRAWBERRY,5,5,2,0,0,1,1
112721366,614,MILK,3,3,6,3,3,1,1
112721366,615,STRAWBERRY,2,2,2,0,0,1,1
112721366,616,MILK,6,6,0,0,0,1,1
112721366,625,WOOL,2,2,0,0,0,1,1
112721366,628,STRAWBERRY,21,21,8,0,1,1,1
112721366,635,MILK,2,2,2,0,0,1,1
112721366,638,MILK,2,2,2,0,1,1,1
112721366,650,WOOL,4,4,2,0,1,1,1
112721366,670,MILK,9,9,6,0,0,1,1
112721366,674,MILK,3,3,2,0,0,1,1
112721366,674,WOOL,4,4,0,0,0,1,1
112721366,678,MILK,1,1,2,1,1,1,1
112721366,692,MILK,6,6,2,0,0,1,1
112721366,694,STRAWBERRY,17,17,18,1,1,1,1
112721366,698,WOOL,3,3,2,0,1,1,1
112721366,711,WOOL,1,1,0,0,0,1,1
112721366,718,MILK,12,12,8,0,0,1,1
112721366,719,WOOL,1,1,0,0,0,1,1
112722513,386,MILK,0,9,6,6,6,1,1
112722513,406,MILK,9,0,5,0,0,1,1
112722513,409,MILK,5,5,0,0,0,5,1
112722513,430,STRAWBERRY,10,10,20,10,10,1,1
112722513,450,MILK,5,5,10,5,5,1,1
112722513,453,STRAWBERRY,12,12,6,0,0,3,1
112722513,454,STRAWBERRY,12,12,2,0,1,1,1
112722513,456,MILK,4,4,0,0,0,1,1
112722513,458,MILK,2,2,2,0,0,1,1
112722513,471,MILK,2,2,4,2,2,1,1
112722513,478,STRAWBERRY,8,8,6,0,0,1,1
112722513,479,STRAWBERRY,2,2,0,0,0,1,1
112722513,482,MILK,4,4,4,0,1,1,1
112722513,494,STRAWBERRY,6,6,6,0,1,1,1
112722513,499,STRAWBERRY,10,10,0,0,0,1,1
112722513,503,STRAWBERRY,14,14,2,0,1,1,1
112722513,504,MILK,2,2,4,2,2,1,1
112722513,506,MILK,4,4,2,0,0,1,1
112722513,518,STRAWBERRY,8,8,8,0,0,1,1
112722513,524,STRAWBERRY,16,16,2,0,0,1,1
112722513,529,MILK,6,6,6,0,1,3,1
112722513,530,STRAWBERRY,13,13,6,0,1,1,1
112722513,544,STRAWBERRY,8,8,6,0,1,1,1
112722513,556,STRAWBERRY,13,13,6,0,0,1,1
112722513,569,STRAWBERRY,8,8,6,0,0,5,1
112722513,573,MILK,4,4,8,4,4,3,1
112722513,578,STRAWBERRY,18,18,8,0,0,1,1
112722513,586,MILK,6,6,8,2,2,1,1
112722513,601,MILK,0,6,6,6,6,7,1
112722513,633,STRAWBERRY,18,18,14,0,1,5,1
112722513,656,MILK,8,8,14,6,6,1,1
112722513,692,STRAWBERRY,20,0,14,0,0,1,1
112722513,692,MILK,7,7,14,7,7,1,1
112722513,718,MILK,8,8,16,8,8,1,1
112723670,500,MILK,6,6,12,6,6,1,1
112723670,505,MILK,0,2,1,1,1,9,1
112723670,530,MILK,7,7,14,7,7,1,1
112723670,554,STRAWBERRY,8,8,16,8,8,1,1
112723670,558,STRAWBERRY,4,4,2,0,0,1,1
112723670,560,MILK,11,11,14,3,3,1,1
112723670,567,STRAWBERRY,4,4,6,2,2,1,1
112723670,577,STRAWBERRY,10,0,6,0,0,11,1
112723670,583,STRAWBERRY,0,10,9,9,9,1,1
112723670,588,STRAWBERRY,9,9,4,0,0,1,1
112723670,589,STRAWBERRY,1,1,0,0,0,9,1
112723670,628,STRAWBERRY,21,21,18,0,0,1,1
112724829,503,STRAWBERRY,6,6,8,2,2,1,1
112724829,506,STRAWBERRY,4,4,4,0,1,1,1
112724829,514,WOOL,12,12,14,2,2,1,1
112724829,518,STRAWBERRY,8,8,8,0,0,1,1
112724829,524,STRAWBERRY,16,16,4,0,1,1,1
112724829,537,WOOL,4,4,2,0,0,11,1
112724829,541,STRAWBERRY,13,14,12,0,0,7,1
112724829,543,STRAWBERRY,4,4,4,0,1,1,1
112724829,544,STRAWBERRY,1,1,0,0,0,1,1
112724829,546,STRAWBERRY,3,3,2,0,0,1,1
112724829,553,STRAWBERRY,4,4,4,0,1,7,1
112724829,553,MILK,9,9,18,9,9,7,1
112724829,554,STRAWBERRY,8,8,4,0,1,1,1
112724829,555,STRAWBERRY,1,1,0,0,0,1,1
112724829,558,STRAWBERRY,4,4,2,0,0,1,1
112724829,567,STRAWBERRY,4,4,6,2,2,1,1
112724829,567,WOOL,16,16,18,2,2,1,1
112724829,578,WOOL,4,4,6,2,2,1,1
112724829,579,WOOL,3,3,0,0,0,1,1
112724829,582,STRAWBERRY,21,22,14,0,1,1,1
112724829,594,WOOL,9,9,16,7,7,1,1
112724829,610,STRAWBERRY,10,10,20,10,10,1,1
112724829,642,STRAWBERRY,21,21,24,3,3,1,1
112724829,694,STRAWBERRY,20,20,30,10,10,1,1
112724829,718,MILK,18,18,22,4,4,1,1
112726090,433,MILK,9,9,16,7,7,7,1
112726090,448,MILK,6,6,10,4,4,1,1
112726090,457,MILK,9,9,4,0,1,5,1
112726090,526,WOOL,12,12,20,8,8,1,1
112726090,530,MILK,7,7,14,7,7,1,1
112726090,530,WOOL,0,4,4,4,4,1,1
112726090,534,MILK,0,2,1,1,1,1,1
112726090,535,WOOL,4,0,4,0,0,1,1
112726090,538,MILK,2,0,2,0,0,1,1
112726090,538,WOOL,4,4,4,0,0,1,1
112726090,553,MILK,6,0,4,0,0,7,1
112726090,557,MILK,0,6,3,3,3,5,1
112726090,577,WOOL,1,8,5,4,4,43,1
112726090,579,WOOL,3,0,2,0,0,1,1
112726090,599,WOOL,12,12,18,6,6,1,1
112726090,600,WOOL,6,12,0,0,0,1,1
112726090,601,MILK,12,12,12,0,1,5,1
112726090,604,WOOL,8,0,2,0,0,1,1
112726090,694,MILK,8,0,3,0,0,1,1
112726090,718,MILK,11,11,14,3,3,1,1
112727153,385,MILK,9,9,4,0,0,5,1
112727153,409,MILK,5,5,8,3,3,3,1
112727153,452,MILK,7,0,6,0,0,1,1
112727153,456,MILK,4,4,2,0,0,1,1
112727153,458,MILK,2,2,4,2,2,1,1
112727153,482,MILK,4,4,8,4,4,1,1
112727153,505,WOOL,12,12,20,8,8,18,1
112727153,529,WOOL,12,12,14,2,2,11,1
112727153,568,WOOL,0,16,13,13,13,1,1
112727153,570,WOOL,16,0,2,0,0,1,1
112727153,578,WOOL,5,5,8,3,3,1,1
112727153,591,WOOL,0,12,11,11,11,1,1
112727153,593,WOOL,12,0,0,0,0,24,1
112727153,668,MILK,11,11,20,9,9,1,1
112727153,674,MILK,3,3,4,1,1,1,1
112727153,694,MILK,8,8,10,2,2,1,1
112727153,718,MILK,10,10,12,2,2,1,1
112728327,344,WOOL,3,3,6,3,3,1,1
112728327,360,WOOL,3,3,0,0,0,1,1
112728327,374,MILK,6,6,10,4,4,1,1
112728327,390,WOOL,11,11,2,0,0,1,1
112728327,395,MILK,0,6,3,3,3,1,1
112728327,400,WOOL,6,6,0,0,0,1,1
112728327,409,MILK,3,3,4,1,1,7,1
112728327,440,WOOL,0,2,2,2,2,1,1
112728327,441,WOOL,2,0,0,0,0,1,1
112728327,448,WOOL,2,2,0,0,0,1,1
112728327,467,WOOL,0,1,1,1,1,1,1
112728327,470,WOOL,1,1,0,0,0,1,1
112728327,474,WOOL,1,0,0,0,0,1,1
112728327,500,WOOL,0,3,1,1,1,1,1
112728327,503,WOOL,3,0,0,0,0,1,1
112728327,513,WOOL,0,4,1,1,1,1,1
112728327,516,WOOL,4,0,0,0,0,1,1
112728327,535,WOOL,0,2,1,1,1,1,1
112728327,538,WOOL,3,1,0,0,0,1,1
112728327,566,WOOL,0,3,1,1,1,1,1
112728327,569,WOOL,3,0,0,0,0,1,1
112728327,578,WOOL,2,2,2,0,1,1,1
112728327,596,WOOL,2,2,0,0,0,1,1
112728327,597,WOOL,0,3,0,0,0,1,1
112728327,598,WOOL,2,0,0,0,0,1,1
112728327,603,WOOL,2,1,0,0,0,1,1
112728327,625,WOOL,2,2,0,0,0,5,1
112728327,650,WOOL,4,4,2,0,0,1,1
112728327,674,WOOL,4,4,1,0,0,1,1
112728327,678,MILK,2,2,4,2,2,1,1
112728327,684,MILK,8,0,3,0,0,1,1
112728327,693,MILK,0,8,6,6,6,7,1
112728327,698,WOOL,3,3,1,0,0,1,1
112728327,711,WOOL,1,1,0,0,0,1,1
112728327,718,MILK,11,11,20,9,9,1,1
112728327,719,WOOL,1,1,0,0,0,1,1
112728524,344,WOOL,3,3,6,3,3,1,1
112728524,356,WOOL,3,3,0,0,0,1,1
112728524,372,MILK,6,6,12,6,6,1,1
112728524,373,MILK,3,3,0,0,0,1,1
112728524,374,MILK,6,6,0,0,0,1,1
112728524,386,WOOL,11,11,2,0,0,1,1
112728524,393,MILK,6,6,6,0,1,1,1
112728524,400,WOOL,6,6,0,0,0,1,1
