arm,family,seed,seat,record,day,hour,money,opponent_money,animals,crops,hands,weeds,shed_load,carried_load,quadrants
round4_rule,qeinstein_moev2,2026092421,0,672,28,0,3168.0,163229.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,0,696,29,0,3148.0,173666.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092421,0,719,29,23,3189.0,186192.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,24,1,0,2960.0,30.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,48,2,0,2960.0,253.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,72,3,0,2940.0,221.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,96,4,0,2975.0,267.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,120,5,0,2955.0,692.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,144,6,0,2990.0,915.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,168,7,0,2970.0,754.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,192,8,0,3005.0,803.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,216,9,0,2985.0,1571.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,240,10,0,3020.0,3374.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,264,11,0,3000.0,19323.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,288,12,0,3036.0,20021.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,312,13,0,3016.0,25216.0,0,1,0,2,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,336,14,0,3052.0,26519.0,0,1,0,2,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,360,15,0,3032.0,31847.0,0,1,0,2,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,384,16,0,3068.0,39396.0,0,1,0,2,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,408,17,0,3048.0,47243.0,0,1,0,2,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,432,18,0,3084.0,55730.0,0,1,0,2,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,456,19,0,3064.0,63831.0,0,1,0,2,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,480,20,0,3100.0,73391.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,504,21,0,3080.0,83304.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,528,22,0,3116.0,98558.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,552,23,0,3096.0,111281.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,576,24,0,3132.0,120904.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,600,25,0,3112.0,132515.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,624,26,0,3149.0,139831.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,648,27,0,3129.0,155402.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,672,28,0,3168.0,163229.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092421,1,696,29,0,3148.0,173666.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092421,1,719,29,23,3189.0,186192.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092422,0,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,smart_farm,2026092422,0,24,1,0,2960.0,27.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,0,48,2,0,2960.0,64.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,0,72,3,0,2940.0,160.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,0,96,4,0,2975.0,148.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,0,120,5,0,2955.0,93.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,0,144,6,0,2990.0,278.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,0,168,7,0,2970.0,909.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,192,8,0,3005.0,666.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,216,9,0,2985.0,756.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,240,10,0,3020.0,2235.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,264,11,0,3000.0,16124.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,288,12,0,3036.0,16861.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,312,13,0,3016.0,20926.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,336,14,0,3053.0,22835.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,360,15,0,3033.0,26741.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,384,16,0,3071.0,32664.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,408,17,0,3051.0,38877.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,432,18,0,3091.0,46388.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,456,19,0,3071.0,53212.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,480,20,0,3113.0,58253.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,504,21,0,3093.0,64011.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,528,22,0,3137.0,72858.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,552,23,0,3117.0,82628.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,576,24,0,3163.0,86402.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,600,25,0,3143.0,93400.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,624,26,0,3191.0,97506.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,648,27,0,3171.0,104272.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092422,0,672,28,0,3221.0,110857.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092422,0,696,29,0,3201.0,121259.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092422,0,719,29,23,3252.0,128603.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092422,1,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,24,1,0,2960.0,27.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,48,2,0,2960.0,64.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,72,3,0,2940.0,160.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,96,4,0,2975.0,148.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,120,5,0,2955.0,93.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,144,6,0,2990.0,278.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,168,7,0,2970.0,909.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,192,8,0,3005.0,666.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,216,9,0,2985.0,756.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,240,10,0,3020.0,2178.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,264,11,0,3000.0,16334.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,288,12,0,3036.0,17366.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,312,13,0,3016.0,21444.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,336,14,0,3053.0,23742.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,360,15,0,3033.0,27517.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,384,16,0,3071.0,33171.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,408,17,0,3051.0,40517.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,432,18,0,3091.0,47818.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,456,19,0,3071.0,55045.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,480,20,0,3113.0,60501.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,504,21,0,3093.0,68865.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,528,22,0,3137.0,78239.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,552,23,0,3117.0,90004.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,576,24,0,3165.0,95545.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,600,25,0,3145.0,103312.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,624,26,0,3197.0,108763.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,648,27,0,3177.0,116685.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,672,28,0,3233.0,124131.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092422,1,696,29,0,3213.0,136489.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092422,1,719,29,23,3272.0,143147.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,24,1,0,2960.0,30.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,48,2,0,2960.0,253.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,72,3,0,2940.0,221.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,96,4,0,2975.0,266.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,120,5,0,2955.0,696.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,144,6,0,2990.0,917.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,168,7,0,2970.0,576.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,192,8,0,3006.0,602.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,216,9,0,2986.0,1430.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,240,10,0,3024.0,3295.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,264,11,0,3004.0,19351.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,288,12,0,3044.0,20084.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,312,13,0,3024.0,25219.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,336,14,0,3067.0,26471.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,360,15,0,3047.0,34421.0,0,1,0,1,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,384,16,0,3093.0,41046.0,0,1,0,2,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,408,17,0,3073.0,49653.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,432,18,0,3122.0,56695.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,456,19,0,3102.0,65577.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,480,20,0,3155.0,73882.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,504,21,0,3135.0,84230.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,528,22,0,3192.0,97604.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,552,23,0,3172.0,109814.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,576,24,0,3233.0,118703.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,600,25,0,3213.0,129527.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,624,26,0,3278.0,135954.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,648,27,0,3258.0,150603.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,672,28,0,3328.0,157081.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092821,0,696,29,0,3308.0,168277.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092821,0,719,29,23,3383.0,181451.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,24,1,0,2960.0,30.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,48,2,0,2960.0,253.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,72,3,0,2940.0,221.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,96,4,0,2975.0,266.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,120,5,0,2955.0,696.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,144,6,0,2990.0,917.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,168,7,0,2970.0,576.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,192,8,0,3006.0,602.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,216,9,0,2986.0,1430.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,240,10,0,3024.0,3295.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,264,11,0,3004.0,19351.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,288,12,0,3044.0,20084.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,312,13,0,3024.0,25219.0,0,1,0,0,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,336,14,0,3067.0,26471.0,0,1,0,0,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,360,15,0,3047.0,34421.0,0,1,0,1,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,384,16,0,3093.0,41046.0,0,1,0,2,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,408,17,0,3073.0,49653.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,432,18,0,3122.0,56695.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,456,19,0,3102.0,65577.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,480,20,0,3155.0,73882.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,504,21,0,3135.0,84230.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,528,22,0,3192.0,97604.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,552,23,0,3172.0,109814.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,576,24,0,3233.0,118703.0,0,1,0,3,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,600,25,0,3213.0,129527.0,0,1,0,3,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,624,26,0,3278.0,135954.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,648,27,0,3258.0,150603.0,0,1,0,4,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,672,28,0,3328.0,157081.0,0,1,0,4,0,0,1
round4_rule,qeinstein_moev2,2026092821,1,696,29,0,3308.0,168277.0,0,1,0,5,1,0,1
round4_rule,qeinstein_moev2,2026092821,1,719,29,23,3383.0,181451.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,0,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,smart_farm,2026092822,0,24,1,0,2960.0,27.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,0,48,2,0,2960.0,64.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,0,72,3,0,2940.0,160.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092822,0,96,4,0,2975.0,148.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,0,120,5,0,2955.0,93.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092822,0,144,6,0,2990.0,278.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092822,0,168,7,0,2970.0,709.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092822,0,192,8,0,3005.0,466.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,0,216,9,0,2985.0,918.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,0,240,10,0,3020.0,2040.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,0,264,11,0,3000.0,16394.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,0,288,12,0,3036.0,17712.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,0,312,13,0,3016.0,21975.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,0,336,14,0,3052.0,24438.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,0,360,15,0,3032.0,29772.0,0,1,0,3,1,0,1
round4_rule,smart_farm,2026092822,0,384,16,0,3068.0,35143.0,0,1,0,3,0,0,1
round4_rule,smart_farm,2026092822,0,408,17,0,3048.0,43233.0,0,1,0,3,1,0,1
round4_rule,smart_farm,2026092822,0,432,18,0,3084.0,51237.0,0,1,0,3,0,0,1
round4_rule,smart_farm,2026092822,0,456,19,0,3064.0,60031.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,0,480,20,0,3100.0,68621.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,0,504,21,0,3080.0,78001.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,0,528,22,0,3116.0,89228.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,0,552,23,0,3096.0,101697.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,0,576,24,0,3132.0,109182.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,0,600,25,0,3112.0,115887.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,0,624,26,0,3148.0,123136.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,0,648,27,0,3128.0,130995.0,0,1,0,5,1,0,1
round4_rule,smart_farm,2026092822,0,672,28,0,3164.0,137630.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,0,696,29,0,3144.0,153347.0,0,1,0,5,1,0,1
round4_rule,smart_farm,2026092822,0,719,29,23,3179.0,160345.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,1,0,0,0,3000.0,3000.0,0,0,0,0,0,0,1
round4_rule,smart_farm,2026092822,1,24,1,0,2960.0,27.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,1,48,2,0,2960.0,64.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,1,72,3,0,2940.0,160.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092822,1,96,4,0,2975.0,148.0,0,1,0,0,0,0,1
round4_rule,smart_farm,2026092822,1,120,5,0,2955.0,93.0,0,1,0,0,1,0,1
round4_rule,smart_farm,2026092822,1,144,6,0,2990.0,278.0,0,1,0,1,0,0,1
round4_rule,smart_farm,2026092822,1,168,7,0,2970.0,709.0,0,1,0,1,1,0,1
round4_rule,smart_farm,2026092822,1,192,8,0,3005.0,466.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,1,216,9,0,2985.0,918.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,1,240,10,0,3020.0,2040.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,1,264,11,0,3000.0,16394.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,1,288,12,0,3036.0,17712.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,1,312,13,0,3016.0,21975.0,0,1,0,2,1,0,1
round4_rule,smart_farm,2026092822,1,336,14,0,3052.0,24438.0,0,1,0,2,0,0,1
round4_rule,smart_farm,2026092822,1,360,15,0,3032.0,29772.0,0,1,0,3,1,0,1
round4_rule,smart_farm,2026092822,1,384,16,0,3068.0,35143.0,0,1,0,3,0,0,1
round4_rule,smart_farm,2026092822,1,408,17,0,3048.0,43233.0,0,1,0,3,1,0,1
round4_rule,smart_farm,2026092822,1,432,18,0,3084.0,51237.0,0,1,0,3,0,0,1
round4_rule,smart_farm,2026092822,1,456,19,0,3064.0,60031.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,1,480,20,0,3100.0,68621.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,1,504,21,0,3080.0,78001.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,1,528,22,0,3116.0,89228.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,1,552,23,0,3096.0,101697.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,1,576,24,0,3132.0,109182.0,0,1,0,4,0,0,1
round4_rule,smart_farm,2026092822,1,600,25,0,3112.0,115887.0,0,1,0,4,1,0,1
round4_rule,smart_farm,2026092822,1,624,26,0,3148.0,123136.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,1,648,27,0,3128.0,130995.0,0,1,0,5,1,0,1
round4_rule,smart_farm,2026092822,1,672,28,0,3164.0,137630.0,0,1,0,5,0,0,1
round4_rule,smart_farm,2026092822,1,696,29,0,3144.0,153347.0,0,1,0,5,1,0,1
round4_rule,smart_farm,2026092822,1,719,29,23,3179.0,160345.0,0,1,0,5,0,0,1
