after_step0.day,after_step0.hands,after_step0.hour,after_step0.land_quadrants,after_step0.money,after_step0.seeds.CARROT,after_step0.seeds.MELON,after_step0.seeds.STRAWBERRY,after_step0.seeds.TOMATO,after_step0.seeds.WHEAT,after_step0.shed.CARROT,after_step0.shed.COW,after_step0.shed.EGG,after_step0.shed.FERTILIZER,after_step0.shed.GOOSE,after_step0.shed.MELON,after_step0.shed.MILK,after_step0.shed.SHEEP,after_step0.shed.STRAWBERRY,after_step0.shed.TOMATO,after_step0.shed.WHEAT,after_step0.shed.WOOL,after_step0.step,arm,day0_1_actions.actor:BUILD_PASTURE,day0_1_actions.actor:CARE,day0_1_actions.actor:COLLECT_FERTILIZER,day0_1_actions.actor:EAST,day0_1_actions.actor:FEED,day0_1_actions.actor:NORTH,day0_1_actions.actor:PASS,day0_1_actions.actor:PICKUP,day0_1_actions.actor:PLACE,day0_1_actions.actor:PLANT,day0_1_actions.actor:SOUTH,day0_1_actions.actor:WATER,day0_1_actions.actor:WEST,day0_1_actions.market_orders:BUY_ANIMAL,day0_1_actions.market_orders:BUY_PRODUCT,day0_1_actions.market_orders:BUY_SEED,day0_1_actions.market_orders:HIRE,day0_1_actions.market_orders:SELL,day0_1_actions.market_quantity:BUY_ANIMAL:COW,day0_1_actions.market_quantity:BUY_ANIMAL:SHEEP,day0_1_actions.market_quantity:BUY_PRODUCT:WHEAT,day0_1_actions.market_quantity:BUY_SEED:MELON,day0_1_actions.market_quantity:BUY_SEED:WHEAT,day0_1_actions.market_quantity:HIRE:,day0_1_actions.market_quantity:SELL:FERTILIZER,day0_1_actions.market_quantity:SELL:WHEAT,day1_start.animals.COW,day1_start.animals.SHEEP,day1_start.crops.MELON,day1_start.crops.WHEAT,day1_start.day,day1_start.hands,day1_start.hour,day1_start.land_quadrants,day1_start.money,day1_start.seeds.CARROT,day1_start.seeds.MELON,day1_start.seeds.STRAWBERRY,day1_start.seeds.TOMATO,day1_start.seeds.WHEAT,day1_start.shed.CARROT,day1_start.shed.COW,day1_start.shed.EGG,day1_start.shed.FERTILIZER,day1_start.shed.GOOSE,day1_start.shed.MELON,day1_start.shed.MILK,day1_start.shed.SHEEP,day1_start.shed.STRAWBERRY,day1_start.shed.TOMATO,day1_start.shed.WHEAT,day1_start.shed.WOOL,day1_start.step,day2_start.animals.COW,day2_start.animals.SHEEP,day2_start.crops.MELON,day2_start.crops.WHEAT,day2_start.day,day2_start.hands,day2_start.hour,day2_start.land_quadrants,day2_start.money,day2_start.seeds.CARROT,day2_start.seeds.MELON,day2_start.seeds.STRAWBERRY,day2_start.seeds.TOMATO,day2_start.seeds.WHEAT,day2_start.shed.CARROT,day2_start.shed.COW,day2_start.shed.EGG,day2_start.shed.FERTILIZER,day2_start.shed.GOOSE,day2_start.shed.MELON,day2_start.shed.MILK,day2_start.shed.SHEEP,day2_start.shed.STRAWBERRY,day2_start.shed.TOMATO,day2_start.shed.WHEAT,day2_start.shed.WOOL,day2_start.step,margin,opp_final_cash,opp_opening_market_json,opponent_id,result,seat,seed,self_final_cash,self_opening_market_json,shop_sequence_hash
0,0,1,1,2854.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,106.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,138881.0,43008.0,"[[""BUY_PRODUCT"",""WHEAT"",4],[""SELL"",""WHEAT"",4]]",stress_buy4_sell4,W,0,2026092411,181889.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2854.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,106.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,138881.0,43008.0,"[[""BUY_PRODUCT"",""WHEAT"",4],[""SELL"",""WHEAT"",4]]",stress_buy4_sell4,W,1,2026092411,181889.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2854.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,106.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,139516.0,36908.0,"[[""BUY_PRODUCT"",""WHEAT"",4],[""SELL"",""WHEAT"",4]]",stress_buy4_sell4,W,0,2026092412,176424.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2854.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,106.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,139516.0,36908.0,"[[""BUY_PRODUCT"",""WHEAT"",4],[""SELL"",""WHEAT"",4]]",stress_buy4_sell4,W,1,2026092412,176424.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,93.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,138941.0,42967.0,"[[""BUY_PRODUCT"",""WHEAT"",70],[""SELL"",""WHEAT"",70]]",stress_buy70_sell70,W,0,2026092411,181908.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,93.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,138941.0,42967.0,"[[""BUY_PRODUCT"",""WHEAT"",70],[""SELL"",""WHEAT"",70]]",stress_buy70_sell70,W,1,2026092411,181908.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,93.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,140171.0,36423.0,"[[""BUY_PRODUCT"",""WHEAT"",70],[""SELL"",""WHEAT"",70]]",stress_buy70_sell70,W,0,2026092412,176594.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2870.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,93.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,140171.0,36423.0,"[[""BUY_PRODUCT"",""WHEAT"",70],[""SELL"",""WHEAT"",70]]",stress_buy70_sell70,W,1,2026092412,176594.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2873.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,407.0,92513.0,"[[""BUY_PRODUCT"",""WHEAT"",90],[""SELL"",""WHEAT"",90],[""BUY_PRODUCT"",""WHEAT"",5]]",stress_buy90_sell90_buy5,W,0,2026092411,92920.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",c3ab682da4441177fc618eabaaaaed6a116e062aeb30b7c5493fa222eec90ca7
0,0,1,1,2873.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,407.0,92513.0,"[[""BUY_PRODUCT"",""WHEAT"",90],[""SELL"",""WHEAT"",90],[""BUY_PRODUCT"",""WHEAT"",5]]",stress_buy90_sell90_buy5,W,1,2026092411,92920.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",c3ab682da4441177fc618eabaaaaed6a116e062aeb30b7c5493fa222eec90ca7
0,0,1,1,2873.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,-173.0,104487.0,"[[""BUY_PRODUCT"",""WHEAT"",90],[""SELL"",""WHEAT"",90],[""BUY_PRODUCT"",""WHEAT"",5]]",stress_buy90_sell90_buy5,L,0,2026092412,104314.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",630833f49060cc2553e7c0ddf98be43c162c5e4ca82600ec318c29eb101cfbbb
0,0,1,1,2873.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,91.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,48,-173.0,104487.0,"[[""BUY_PRODUCT"",""WHEAT"",90],[""SELL"",""WHEAT"",90],[""BUY_PRODUCT"",""WHEAT"",5]]",stress_buy90_sell90_buy5,L,1,2026092412,104314.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",630833f49060cc2553e7c0ddf98be43c162c5e4ca82600ec318c29eb101cfbbb
0,0,1,1,2857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,138887.0,43005.0,[],stress_no_trade,W,0,2026092411,181892.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,138887.0,43005.0,[],stress_no_trade,W,1,2026092411,181892.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",3953396c19f258792c914b6921dae03f3624d8252ab08c1ca7609ce4c242438d
0,0,1,1,2857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,140157.0,36423.0,[],stress_no_trade,W,0,2026092412,176580.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2857.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,109.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,140157.0,36423.0,[],stress_no_trade,W,1,2026092412,176580.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",31c5943ae1583141aa209bc6de1afc2ab471d737fe249ecaaa7a6b45265c2163
0,0,1,1,2858.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,1742.0,64349.0,"[[""SELL"",""WHEAT"",5],[""BUY_PRODUCT"",""WHEAT"",10]]",stress_sell5_buy10,W,0,2026092411,66091.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",9d679a04893492b7c7075b77be82ae4c9fb9befdbad48e27e7b2959d7765cbf9
0,0,1,1,2858.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,1742.0,64349.0,"[[""SELL"",""WHEAT"",5],[""BUY_PRODUCT"",""WHEAT"",10]]",stress_sell5_buy10,W,1,2026092411,66091.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",9d679a04893492b7c7075b77be82ae4c9fb9befdbad48e27e7b2959d7765cbf9
0,0,1,1,2858.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,1801.0,101861.0,"[[""SELL"",""WHEAT"",5],[""BUY_PRODUCT"",""WHEAT"",10]]",stress_sell5_buy10,W,0,2026092412,103662.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",86e8fe9d6e8829b8541bbd38a980316cd653771557027a69ca4959ed81871b92
0,0,1,1,2858.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,B1_herd_safe,5,7,4,4,6,26,73,10,7,20,6,28,31,2,7,14,8,3,2,2,16,12,8,8,3,3,2,2,12,8,1,0,0,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,2,2,12,8,2,0,0,1,102.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,48,1801.0,101861.0,"[[""SELL"",""WHEAT"",5],[""BUY_PRODUCT"",""WHEAT"",10]]",stress_sell5_buy10,W,1,2026092412,103662.0,"[[""BUY_PRODUCT"",""WHEAT"",8],[""SELL"",""WHEAT"",3],[""BUY_SEED"",""WHEAT"",1]]",86e8fe9d6e8829b8541bbd38a980316cd653771557027a69ca4959ed81871b92
