episode_id,sid,seat,death_t,death_day,x,y,animal,lost_yield,placed_day,next_crop,next_crop_t
111036541,56354460,0,600,25,3,4,SHEEP,0,0,WHEAT,624.0
111036541,56354460,0,624,26,0,4,SHEEP,0,15,,
111036541,56354460,0,696,29,0,1,SHEEP,0,15,,
111036541,56354460,0,696,29,1,2,SHEEP,0,15,,
111036541,56354460,0,696,29,0,3,SHEEP,0,15,,
111036541,56354460,0,696,29,2,4,SHEEP,0,0,,
111036541,56354460,0,696,29,1,6,SHEEP,0,15,,
111033086,56354460,1,456,19,5,3,SHEEP,0,6,MELON,480.0
111033086,56354460,1,480,20,6,2,SHEEP,0,8,WHEAT,504.0
111033086,56354460,1,504,21,7,4,SHEEP,1,8,WHEAT,528.0
111033086,56354460,1,576,24,4,5,SHEEP,0,9,WHEAT,600.0
111033086,56354460,1,624,26,5,2,SHEEP,0,6,,
111033086,56354460,1,624,26,3,5,SHEEP,0,9,,
111033086,56354460,1,648,27,4,3,SHEEP,0,0,CARROT,672.0
111033086,56354460,1,672,28,1,5,SHEEP,0,11,,
111033086,56354460,1,696,29,2,4,SHEEP,0,0,,
111033086,56354460,1,696,29,3,4,SHEEP,0,0,,
111027830,56354460,0,456,19,3,5,COW,0,9,CARROT,480.0
111027830,56354460,0,552,23,4,2,COW,0,0,,
111027830,56354460,0,552,23,6,2,COW,0,8,CARROT,576.0
111027830,56354460,0,552,23,5,3,COW,1,6,WHEAT,576.0
111027830,56354460,0,552,23,6,3,COW,0,6,WHEAT,576.0
111027830,56354460,0,672,28,4,4,COW,0,0,,
111027830,56354460,0,696,29,2,0,SHEEP,0,18,,
111027830,56354460,0,696,29,6,0,SHEEP,0,18,,
111027830,56354460,0,696,29,7,0,SHEEP,0,18,,
111027830,56354460,0,696,29,8,0,SHEEP,0,18,,
111027830,56354460,0,696,29,5,2,COW,0,7,,
111027830,56354460,0,696,29,9,2,GOOSE,0,12,,
111027830,56354460,0,696,29,4,3,SHEEP,0,0,,
111027830,56354460,0,696,29,8,3,SHEEP,0,18,,
111027830,56354460,0,696,29,2,4,SHEEP,0,0,,
111027830,56354460,0,696,29,3,4,SHEEP,0,0,,
111027830,56354460,0,696,29,4,5,COW,0,10,,
111026476,56354460,1,504,21,3,9,COW,0,11,CARROT,528.0
111026476,56354460,1,528,22,4,2,COW,0,0,CARROT,552.0
111026476,56354460,1,528,22,5,2,COW,0,6,CARROT,552.0
111026476,56354460,1,528,22,6,3,COW,0,8,CARROT,552.0
111026476,56354460,1,528,22,4,4,COW,0,0,CARROT,552.0
111026476,56354460,1,528,22,5,4,COW,0,6,WHEAT,600.0
111026476,56354460,1,528,22,6,4,COW,0,6,WHEAT,600.0
111026476,56354460,1,528,22,7,4,COW,0,6,CARROT,672.0
111026476,56354460,1,552,23,4,9,COW,0,11,WHEAT,600.0
111026476,56354460,1,600,25,3,1,SHEEP,0,12,CARROT,672.0
111026476,56354460,1,624,26,4,1,SHEEP,0,12,CARROT,672.0
111026476,56354460,1,624,26,3,3,SHEEP,0,12,CARROT,672.0
111026476,56354460,1,624,26,2,4,SHEEP,0,0,CARROT,672.0
111026476,56354460,1,696,29,2,2,SHEEP,0,12,,
111026476,56354460,1,696,29,1,4,SHEEP,0,12,,
111023086,56354460,1,456,19,4,2,COW,1,0,CARROT,552.0
111023086,56354460,1,528,22,5,2,COW,0,6,CARROT,576.0
111023086,56354460,1,528,22,5,3,COW,0,6,WHEAT,552.0
111023086,56354460,1,528,22,5,4,COW,0,6,CARROT,552.0
111023086,56354460,1,552,23,6,2,COW,0,8,WHEAT,600.0
111023086,56354460,1,552,23,3,5,COW,0,9,WHEAT,576.0
111023086,56354460,1,576,24,6,3,COW,0,6,WHEAT,624.0
111023086,56354460,1,600,25,9,2,GOOSE,0,12,WHEAT,648.0
111023086,56354460,1,624,26,0,0,SHEEP,0,18,,
111023086,56354460,1,696,29,3,4,SHEEP,0,0,,
111023086,56354460,1,696,29,4,5,COW,0,9,,
111023086,56354460,1,696,29,0,9,GOOSE,0,11,,
111017932,56354460,1,576,24,4,4,COW,0,0,WHEAT,600.0
111017932,56354460,1,600,25,2,4,SHEEP,0,0,CARROT,624.0
111017932,56354460,1,600,25,3,4,SHEEP,0,0,WHEAT,624.0
111017932,56354460,1,624,26,4,2,COW,0,0,,
111017932,56354460,1,624,26,5,2,COW,0,6,,
111017932,56354460,1,672,28,5,4,COW,0,6,,
111017932,56354460,1,696,29,6,2,COW,0,8,,
111017932,56354460,1,696,29,4,3,SHEEP,0,0,,
111017932,56354460,1,696,29,6,3,COW,0,6,,
111017932,56354460,1,696,29,3,5,COW,0,9,,
111013370,56354460,1,432,18,4,2,COW,2,0,WHEAT,456.0
111013370,56354460,1,432,18,6,2,COW,0,8,WHEAT,456.0
111013370,56354460,1,480,20,1,1,SHEEP,0,12,WHEAT,504.0
111013370,56354460,1,528,22,6,3,COW,0,6,WHEAT,552.0
111013370,56354460,1,528,22,0,4,SHEEP,0,13,CARROT,552.0
111013370,56354460,1,552,23,4,4,COW,0,0,CARROT,600.0
111013370,56354460,1,576,24,0,2,SHEEP,0,13,CARROT,648.0
111013370,56354460,1,624,26,4,3,SHEEP,0,0,CARROT,648.0
111013370,56354460,1,624,26,2,4,SHEEP,0,0,WHEAT,648.0
111013370,56354460,1,624,26,4,7,GOOSE,0,11,WHEAT,648.0
111013370,56354460,1,672,28,2,8,GOOSE,0,11,,
111013370,56354460,1,696,29,3,1,SHEEP,0,12,,
111013370,56354460,1,696,29,9,2,SHEEP,0,12,,
111013370,56354460,1,696,29,3,4,SHEEP,0,0,,
111013370,56354460,1,696,29,7,4,GOOSE,0,6,,
111013370,56354460,1,696,29,0,7,GOOSE,0,11,,
111013370,56354460,1,696,29,0,8,GOOSE,0,11,,
111013367,56354460,0,432,18,6,2,COW,0,8,WHEAT,456.0
111013367,56354460,0,432,18,5,3,COW,0,6,TOMATO,456.0
111013367,56354460,0,432,18,5,4,COW,0,6,TOMATO,456.0
111013367,56354460,0,480,20,5,2,COW,0,6,WHEAT,504.0
111013367,56354460,0,624,26,4,5,COW,0,10,CARROT,648.0
111013367,56354460,0,672,28,0,4,SHEEP,0,15,,
111013367,56354460,0,696,29,1,1,SHEEP,0,15,,
111013367,56354460,0,696,29,3,1,SHEEP,0,15,,
111013367,56354460,0,696,29,0,3,SHEEP,0,15,,
111013367,56354460,0,696,29,2,4,SHEEP,0,0,,
111013367,56354460,0,696,29,3,4,SHEEP,0,0,,
111013388,56354460,1,360,15,3,5,COW,0,9,WHEAT,384.0
111013388,56354460,1,384,16,6,3,COW,0,6,TOMATO,408.0
111013388,56354460,1,384,16,5,4,COW,0,6,TOMATO,408.0
111013388,56354460,1,384,16,6,4,COW,0,6,TOMATO,408.0
111013388,56354460,1,384,16,7,4,COW,0,6,CARROT,408.0
111013388,56354460,1,408,17,4,2,COW,2,0,TOMATO,432.0
111013388,56354460,1,408,17,4,5,COW,0,9,WHEAT,432.0
111013388,56354460,1,432,18,4,4,COW,1,0,CARROT,456.0
111013388,56354460,1,624,26,2,2,SHEEP,0,12,,
111013388,56354460,1,696,29,3,0,GOOSE,0,11,,
111013388,56354460,1,696,29,2,4,SHEEP,0,0,,
111008941,56354460,1,432,18,6,2,COW,0,8,CARROT,456.0
111008941,56354460,1,504,21,5,4,COW,0,6,,
111008941,56354460,1,528,22,4,4,COW,0,0,WHEAT,552.0
111008941,56354460,1,552,23,5,2,COW,0,6,CARROT,624.0
111008941,56354460,1,576,24,5,3,COW,0,6,CARROT,624.0
111008941,56354460,1,696,29,4,3,SHEEP,0,0,,
111008941,56354460,1,696,29,2,4,SHEEP,0,0,,
111008941,56354460,1,696,29,3,4,SHEEP,0,0,,
111008941,56354460,1,696,29,6,4,GOOSE,0,6,,
111008941,56354460,1,696,29,3,5,SHEEP,0,9,,
111008941,56354460,1,696,29,2,9,GOOSE,0,12,,
111007739,56354460,0,504,21,4,2,COW,5,0,WHEAT,528.0
111007739,56354460,0,576,24,5,2,COW,0,6,CARROT,624.0
111007739,56354460,0,576,24,4,3,SHEEP,4,0,WHEAT,624.0
111007739,56354460,0,600,25,2,4,SHEEP,3,0,CARROT,624.0
111007739,56354460,0,600,25,3,4,SHEEP,1,0,WHEAT,624.0
111007739,56354460,0,624,26,6,2,COW,6,8,,
111007739,56354460,0,624,26,5,3,COW,2,6,CARROT,648.0
111007739,56354460,0,624,26,6,3,COW,0,6,,
111007739,56354460,0,624,26,5,4,COW,3,6,CARROT,648.0
111007739,56354460,0,648,27,4,4,COW,0,0,,
111007739,56354460,0,696,29,3,5,COW,0,9,,
111007739,56354460,0,696,29,4,5,COW,0,9,,
111003257,56354460,0,528,22,4,3,SHEEP,0,0,WHEAT,552.0
111003257,56354460,0,528,22,3,4,SHEEP,0,0,WHEAT,552.0
111003257,56354460,0,528,22,1,5,GOOSE,0,13,WHEAT,552.0
111003257,56354460,0,552,23,3,5,COW,0,9,CARROT,600.0
111003257,56354460,0,576,24,5,2,COW,0,6,CARROT,600.0
111003257,56354460,0,600,25,2,4,SHEEP,0,0,,
111003257,56354460,0,624,26,5,3,COW,0,6,,
111003257,56354460,0,624,26,4,4,COW,0,0,WHEAT,672.0
111003257,56354460,0,672,28,6,2,COW,0,8,,
111003257,56354460,0,696,29,4,5,COW,0,9,,
110998284,56354460,1,480,20,4,2,COW,0,0,WHEAT,504.0
110998284,56354460,1,528,22,4,3,SHEEP,0,0,WHEAT,552.0
110998284,56354460,1,528,22,6,3,COW,0,6,WHEAT,552.0
110998284,56354460,1,552,23,5,2,COW,0,6,WHEAT,576.0
110998284,56354460,1,552,23,6,2,COW,3,8,WHEAT,576.0
110998284,56354460,1,552,23,5,3,COW,2,6,WHEAT,600.0
110998284,56354460,1,552,23,3,4,SHEEP,0,0,WHEAT,576.0
110998284,56354460,1,552,23,5,4,COW,1,6,WHEAT,600.0
110998284,56354460,1,576,24,2,4,SHEEP,0,0,WHEAT,600.0
110998284,56354460,1,624,26,4,4,COW,2,0,WHEAT,648.0
110995025,56354460,1,528,22,5,4,COW,2,6,CARROT,552.0
110995025,56354460,1,576,24,2,4,SHEEP,0,0,WHEAT,600.0
110995025,56354460,1,600,25,6,2,COW,0,8,,
110995025,56354460,1,600,25,4,3,SHEEP,0,0,CARROT,648.0
110995025,56354460,1,600,25,3,4,SHEEP,4,0,CARROT,648.0
110995025,56354460,1,600,25,4,5,COW,0,9,,
110995025,56354460,1,624,26,4,2,COW,0,0,CARROT,672.0
110995025,56354460,1,624,26,5,3,COW,0,6,,
110995025,56354460,1,624,26,3,5,COW,0,9,,
110995025,56354460,1,672,28,4,4,COW,0,0,,
110995025,56354460,1,696,29,1,2,GOOSE,0,11,,
110995025,56354460,1,696,29,1,9,GOOSE,0,11,,
110995013,56354460,0,528,22,2,4,SHEEP,0,0,CARROT,552.0
110995013,56354460,0,552,23,4,3,SHEEP,0,0,WHEAT,576.0
110995013,56354460,0,552,23,3,4,SHEEP,0,0,WHEAT,576.0
110995013,56354460,0,576,24,6,2,COW,0,8,CARROT,672.0
110995013,56354460,0,576,24,4,4,COW,0,0,WHEAT,600.0
110995013,56354460,0,576,24,5,4,COW,0,6,CARROT,600.0
110995013,56354460,0,600,25,5,2,COW,0,7,,
110995013,56354460,0,600,25,1,8,COW,0,11,WHEAT,672.0
110995013,56354460,0,600,25,2,8,COW,0,11,,
110995013,56354460,0,624,26,4,2,COW,0,0,WHEAT,648.0
110995013,56354460,0,624,26,6,3,COW,0,6,CARROT,648.0
110995013,56354460,0,624,26,3,5,COW,0,9,,
110995013,56354460,0,648,27,4,5,COW,0,9,CARROT,672.0
110995013,56354460,0,672,28,5,3,COW,0,6,,
110995013,56354460,0,696,29,4,0,COW,0,11,,
110995013,56354460,0,696,29,1,9,GOOSE,0,11,,
110995020,56354460,1,672,28,1,2,SHEEP,0,11,,
110995020,56354460,1,672,28,1,3,SHEEP,0,11,,
110995020,56354460,1,696,29,4,3,SHEEP,0,0,,
110995020,56354460,1,696,29,2,4,SHEEP,0,0,,
110995020,56354460,1,696,29,3,4,SHEEP,0,0,,
110990568,56354460,1,432,18,6,3,COW,0,6,TOMATO,456.0
110990568,56354460,1,480,20,6,2,COW,0,8,WHEAT,624.0
110990568,56354460,1,480,20,5,4,COW,0,6,WHEAT,528.0
110990568,56354460,1,552,23,3,5,COW,0,9,WHEAT,600.0
110990568,56354460,1,552,23,4,5,COW,0,10,WHEAT,600.0
110990568,56354460,1,576,24,4,2,COW,0,0,WHEAT,600.0
110990568,56354460,1,696,29,0,0,SHEEP,0,18,,
110990568,56354460,1,696,29,1,0,SHEEP,0,12,,
110990568,56354460,1,696,29,2,2,SHEEP,0,12,,
110990568,56354460,1,696,29,9,2,SHEEP,0,12,,
110990568,56354460,1,696,29,2,3,SHEEP,0,18,,
110990568,56354460,1,696,29,4,3,SHEEP,0,0,,
110990568,56354460,1,696,29,2,4,SHEEP,0,0,,
110990568,56354460,1,696,29,3,4,SHEEP,0,0,,
110990568,56354460,1,696,29,4,4,COW,0,0,,
110990568,56354460,1,696,29,9,4,SHEEP,0,18,,
110990568,56354460,1,696,29,2,5,GOOSE,0,11,,
110990568,56354460,1,696,29,4,6,SHEEP,0,12,,
110990568,56354460,1,696,29,3,8,GOOSE,0,11,,
110990568,56354460,1,696,29,4,9,GOOSE,0,11,,
110990244,56354460,0,480,20,3,4,SHEEP,0,0,WHEAT,504.0
110990244,56354460,0,504,21,5,2,SHEEP,0,6,WHEAT,528.0
110990244,56354460,0,504,21,4,3,SHEEP,0,0,WHEAT,528.0
110990244,56354460,0,504,21,2,4,SHEEP,0,0,WHEAT,528.0
110990244,56354460,0,504,21,4,5,SHEEP,0,9,WHEAT,528.0
110990244,56354460,0,576,24,3,9,SHEEP,0,11,,
110990244,56354460,0,600,25,1,6,COW,0,11,,
110990244,56354460,0,648,27,1,7,COW,0,11,,
110990244,56354460,0,696,29,5,3,SHEEP,0,6,,
110990244,56354460,0,696,29,3,5,SHEEP,0,9,,
110990244,56354460,0,696,29,2,9,COW,0,11,,
110985133,56354460,0,552,23,4,7,GOOSE,0,15,CARROT,576.0
110985133,56354460,0,600,25,4,3,SHEEP,3,0,,
110985133,56354460,0,624,26,2,4,SHEEP,0,0,CARROT,648.0
110985133,56354460,0,648,27,3,4,SHEEP,6,0,CARROT,672.0
110985133,56354460,0,696,29,1,7,GOOSE,0,11,,
110985134,56354460,0,504,21,3,4,SHEEP,0,0,WHEAT,528.0
110985134,56354460,0,552,23,0,0,SHEEP,0,15,,
110985134,56354460,0,600,25,6,3,COW,0,6,CARROT,624.0
110985134,56354460,0,600,25,1,6,SHEEP,0,15,WHEAT,624.0
110985134,56354460,0,624,26,4,3,SHEEP,0,0,WHEAT,648.0
110985134,56354460,0,648,27,1,7,SHEEP,0,16,WHEAT,672.0
110985134,56354460,0,672,28,3,1,SHEEP,0,15,,
110985134,56354460,0,672,28,0,8,SHEEP,0,15,,
110985134,56354460,0,696,29,2,4,SHEEP,0,0,,
110980453,56354460,1,408,17,2,4,SHEEP,0,0,STRAWBERRY,432.0
110980453,56354460,1,408,17,3,5,SHEEP,0,9,TOMATO,432.0
110980453,56354460,1,456,19,5,2,SHEEP,1,6,TOMATO,480.0
110980453,56354460,1,456,19,6,2,SHEEP,0,8,CARROT,480.0
110980453,56354460,1,480,20,4,3,SHEEP,0,0,WHEAT,504.0
110980453,56354460,1,480,20,3,4,SHEEP,0,0,WHEAT,504.0
110980453,56354460,1,480,20,4,5,SHEEP,0,9,WHEAT,504.0
110980453,56354460,1,696,29,6,1,SHEEP,0,21,,
110980453,56354460,1,696,29,5,3,SHEEP,0,6,,
110980453,56354460,1,696,29,1,5,SHEEP,0,21,,
110980453,56354460,1,696,29,0,6,GOOSE,0,11,,
110980453,56354460,1,696,29,3,7,GOOSE,0,11,,
110980453,56354460,1,696,29,0,8,GOOSE,0,11,,
110975306,56354460,0,624,26,5,2,COW,0,6,,
110975306,56354460,0,624,26,6,3,COW,0,6,CARROT,672.0
110975306,56354460,0,648,27,4,4,COW,0,0,,
110975306,56354460,0,672,28,4,2,COW,0,0,,
110975306,56354460,0,672,28,5,3,COW,0,6,,
110975306,56354460,0,696,29,4,3,SHEEP,0,0,,
110972775,56354460,0,480,20,6,4,COW,0,6,,
110972775,56354460,0,480,20,7,4,COW,0,6,WHEAT,504.0
110972775,56354460,0,504,21,6,3,COW,0,6,WHEAT,528.0
110972775,56354460,0,528,22,4,2,COW,0,0,WHEAT,552.0
110972775,56354460,0,528,22,4,4,COW,0,0,,
110972775,56354460,0,528,22,5,4,COW,0,6,WHEAT,600.0
110972775,56354460,0,624,26,7,3,SHEEP,0,18,,
110972775,56354460,0,696,29,1,0,SHEEP,0,12,,
110972775,56354460,0,696,29,9,1,SHEEP,0,18,,
110972775,56354460,0,696,29,5,2,SHEEP,0,6,,
110972775,56354460,0,696,29,9,2,SHEEP,0,12,,
110972775,56354460,0,696,29,2,3,SHEEP,0,15,,
110972775,56354460,0,696,29,4,3,SHEEP,0,0,,
110972775,56354460,0,696,29,5,3,SHEEP,0,6,,
110972775,56354460,0,696,29,1,4,SHEEP,0,18,,
110972775,56354460,0,696,29,2,4,SHEEP,0,0,,
110972775,56354460,0,696,29,3,4,SHEEP,0,0,,
110972775,56354460,0,696,29,9,4,SHEEP,0,18,,
110972775,56354460,0,696,29,3,5,SHEEP,0,9,,
110972775,56354460,0,696,29,4,5,SHEEP,0,9,,
110972775,56354460,0,696,29,4,7,SHEEP,0,18,,
110972775,56354460,0,696,29,0,8,SHEEP,0,18,,
110972775,56354460,0,696,29,0,9,SHEEP,0,12,,
110970982,56354460,1,480,20,4,3,SHEEP,0,0,WHEAT,648.0
110970982,56354460,1,504,21,1,3,GOOSE,0,11,WHEAT,528.0
110970982,56354460,1,528,22,1,4,GOOSE,0,12,WHEAT,552.0
110970982,56354460,1,528,22,3,4,SHEEP,0,0,WHEAT,648.0
110970982,56354460,1,552,23,2,4,SHEEP,1,0,CARROT,624.0
110970982,56354460,1,696,29,1,2,GOOSE,0,11,,
110970982,56354460,1,696,29,2,3,GOOSE,0,12,,
110970982,56354460,1,696,29,2,5,GOOSE,0,11,,
110970621,56354460,1,528,22,2,4,SHEEP,0,0,WHEAT,552.0
110970621,56354460,1,576,24,5,3,COW,0,6,CARROT,672.0
110970621,56354460,1,624,26,4,3,SHEEP,0,0,WHEAT,672.0
110970621,56354460,1,696,29,5,2,COW,0,6,,
110970621,56354460,1,696,29,3,4,SHEEP,0,0,,
110966194,56354460,1,528,22,3,3,COW,0,12,WHEAT,552.0
110966194,56354460,1,552,23,0,8,COW,0,11,WHEAT,576.0
110966194,56354460,1,576,24,6,0,SHEEP,0,15,WHEAT,624.0
110966194,56354460,1,696,29,1,0,SHEEP,0,15,,
110966194,56354460,1,696,29,4,3,SHEEP,0,0,,
110966194,56354460,1,696,29,2,4,SHEEP,0,0,,
110966194,56354460,1,696,29,3,4,SHEEP,0,0,,
110966194,56354460,1,696,29,0,5,SHEEP,0,15,,
110966194,56354460,1,696,29,3,6,SHEEP,0,15,,
110966194,56354460,1,696,29,2,9,GOOSE,0,11,,
110965207,56354460,1,504,21,3,9,COW,0,11,WHEAT,528.0
110965207,56354460,1,576,24,2,3,GOOSE,0,13,CARROT,600.0
110965207,56354460,1,600,25,3,4,SHEEP,1,0,CARROT,672.0
110965207,56354460,1,624,26,6,3,COW,0,6,,
110965207,56354460,1,624,26,2,4,SHEEP,4,0,,
110965207,56354460,1,672,28,4,2,COW,0,0,,
110965207,56354460,1,672,28,6,2,COW,0,8,,
110965207,56354460,1,696,29,3,5,COW,0,9,,
110965207,56354460,1,696,29,4,5,COW,0,9,,
110965214,56354460,1,480,20,6,2,COW,0,8,CARROT,528.0
110965214,56354460,1,552,23,4,3,SHEEP,1,0,,
110965214,56354460,1,552,23,3,4,SHEEP,0,0,WHEAT,648.0
110965214,56354460,1,552,23,6,4,COW,1,6,WHEAT,576.0
110965214,56354460,1,576,24,5,3,COW,4,6,CARROT,648.0
110965214,56354460,1,600,25,2,4,SHEEP,0,0,CARROT,648.0
110965214,56354460,1,696,29,5,2,COW,6,6,,
110965214,56354460,1,696,29,4,5,COW,0,9,,
110962673,56354460,0,192,8,5,2,COW,0,6,,
110962673,56354460,0,504,21,2,7,COW,0,11,WHEAT,552.0
110962673,56354460,0,528,22,1,3,SHEEP,0,11,WHEAT,552.0
110962673,56354460,0,528,22,3,9,SHEEP,0,11,CARROT,552.0
110962673,56354460,0,528,22,4,9,SHEEP,0,11,WHEAT,552.0
110962673,56354460,0,600,25,4,0,SHEEP,0,11,WHEAT,648.0
110962673,56354460,0,600,25,4,3,SHEEP,0,0,CARROT,648.0
110962673,56354460,0,624,26,4,2,COW,0,0,WHEAT,648.0
110962673,56354460,0,624,26,5,2,COW,0,8,WHEAT,648.0
110962673,56354460,0,624,26,6,2,COW,0,8,CARROT,648.0
110962673,56354460,0,624,26,5,3,COW,0,6,WHEAT,648.0
110962673,56354460,0,624,26,6,3,COW,0,6,CARROT,648.0
110962673,56354460,0,648,27,6,4,COW,0,6,CARROT,672.0
110962673,56354460,0,648,27,7,4,COW,0,6,,
110962673,56354460,0,696,29,2,4,SHEEP,0,0,,
110962673,56354460,0,696,29,3,4,SHEEP,0,0,,
110962673,56354460,0,696,29,3,5,SHEEP,0,9,,
110962673,56354460,0,696,29,4,5,SHEEP,0,10,,
110962673,56354460,0,696,29,3,7,COW,0,11,,
110962673,56354460,0,696,29,0,8,COW,0,11,,
110959973,56354460,1,528,22,4,2,COW,0,0,,
110959973,56354460,1,528,22,5,2,COW,0,6,CARROT,648.0
110959973,56354460,1,528,22,6,2,COW,0,8,CARROT,648.0
110959973,56354460,1,528,22,4,3,SHEEP,0,0,CARROT,648.0
110959973,56354460,1,528,22,6,3,COW,0,6,,
110959973,56354460,1,552,23,4,4,COW,4,0,CARROT,648.0
110959973,56354460,1,552,23,4,5,COW,0,9,,
110959973,56354460,1,576,24,5,3,COW,0,6,CARROT,648.0
110959973,56354460,1,576,24,2,4,SHEEP,0,0,,
110959973,56354460,1,576,24,5,4,COW,0,6,,
110959973,56354460,1,576,24,3,5,COW,0,9,CARROT,648.0
110959973,56354460,1,648,27,3,4,SHEEP,0,0,CARROT,672.0
110959973,56354460,1,696,29,6,4,GOOSE,0,6,,
110959973,56354460,1,696,29,7,4,GOOSE,0,7,,
110957368,56354460,0,456,19,4,3,SHEEP,0,0,WHEAT,480.0
110957368,56354460,0,480,20,2,4,SHEEP,0,0,WHEAT,528.0
110957368,56354460,0,552,23,3,4,SHEEP,0,0,WHEAT,576.0
110957368,56354460,0,624,26,5,2,COW,0,6,WHEAT,648.0
110957368,56354460,0,648,27,6,2,COW,0,8,,
110957368,56354460,0,672,28,5,3,COW,0,6,,
110957368,56354460,0,672,28,6,3,COW,0,8,,
110957368,56354460,0,672,28,6,4,COW,0,6,,
110954239,56354460,1,480,20,4,5,SHEEP,0,9,TOMATO,504.0
110954239,56354460,1,576,24,2,2,COW,0,12,CARROT,648.0
110954239,56354460,1,576,24,6,3,COW,0,6,CARROT,600.0
110954239,56354460,1,576,24,4,4,COW,0,0,WHEAT,600.0
110954239,56354460,1,576,24,5,4,COW,0,6,CARROT,600.0
110954239,56354460,1,576,24,2,6,SHEEP,0,11,WHEAT,600.0
110954239,56354460,1,600,25,2,8,SHEEP,0,11,,
110954239,56354460,1,672,28,7,4,COW,0,6,,
110954239,56354460,1,672,28,1,7,SHEEP,0,11,,
110954239,56354460,1,696,29,5,3,SHEEP,0,6,,
110954239,56354460,1,696,29,2,4,SHEEP,0,0,,
110954239,56354460,1,696,29,3,4,SHEEP,0,0,,
110954239,56354460,1,696,29,3,5,SHEEP,0,9,,
110955212,56354460,1,456,19,4,7,SHEEP,0,11,WHEAT,480.0
110955212,56354460,1,480,20,7,4,COW,0,6,WHEAT,504.0
110955212,56354460,1,528,22,4,4,COW,0,0,CARROT,552.0
110955212,56354460,1,576,24,4,2,COW,0,0,,
110955212,56354460,1,576,24,5,4,COW,0,6,,
110955212,56354460,1,576,24,6,4,COW,0,6,,
110955212,56354460,1,600,25,3,5,COW,0,9,,
110955212,56354460,1,624,26,6,3,COW,0,6,,
110955212,56354460,1,696,29,4,0,SHEEP,0,15,,
110955212,56354460,1,696,29,1,1,SHEEP,0,15,,
110955212,56354460,1,696,29,5,2,SHEEP,0,6,,
110955212,56354460,1,696,29,2,3,SHEEP,0,21,,
110955212,56354460,1,696,29,4,3,SHEEP,0,0,,
110955212,56354460,1,696,29,5,3,SHEEP,0,6,,
110955212,56354460,1,696,29,2,4,SHEEP,0,0,,
110955212,56354460,1,696,29,1,7,SHEEP,0,15,,
110955212,56354460,1,696,29,1,8,SHEEP,0,15,,
110949923,56354460,0,480,20,4,3,SHEEP,0,0,WHEAT,528.0
110949923,56354460,0,480,20,3,4,SHEEP,0,0,WHEAT,528.0
110949923,56354460,0,480,20,4,5,SHEEP,0,9,CARROT,528.0
110949923,56354460,0,528,22,4,4,COW,0,0,WHEAT,552.0
110949923,56354460,0,528,22,1,5,SHEEP,0,11,,
110949923,56354460,0,552,23,2,4,SHEEP,0,0,WHEAT,600.0
110949923,56354460,0,552,23,3,5,SHEEP,0,9,WHEAT,600.0
110949923,56354460,0,576,24,1,3,SHEEP,0,11,WHEAT,600.0
110948963,56354460,1,504,21,1,9,COW,0,11,CARROT,528.0
110948963,56354460,1,528,22,5,2,COW,0,6,CARROT,552.0
110948963,56354460,1,528,22,6,2,COW,2,8,,
110948963,56354460,1,528,22,5,3,COW,0,6,,
110948963,56354460,1,528,22,6,3,COW,0,6,CARROT,600.0
110948963,56354460,1,528,22,5,4,COW,0,6,WHEAT,576.0
110948963,56354460,1,552,23,4,4,COW,1,0,CARROT,600.0
110948963,56354460,1,552,23,3,5,COW,0,9,WHEAT,600.0
110948963,56354460,1,576,24,4,2,COW,0,0,,
110948963,56354460,1,624,26,4,5,COW,0,9,,
110948963,56354460,1,696,29,0,0,SHEEP,0,15,,
110948963,56354460,1,696,29,2,0,SHEEP,0,15,,
110948963,56354460,1,696,29,7,0,SHEEP,0,21,,
110948963,56354460,1,696,29,2,1,SHEEP,0,21,,
110948963,56354460,1,696,29,5,1,SHEEP,0,21,,
110948963,56354460,1,696,29,2,4,SHEEP,0,0,,
110948963,56354460,1,696,29,3,4,SHEEP,0,0,,
110948963,56354460,1,696,29,1,6,SHEEP,0,21,,
110948963,56354460,1,696,29,1,7,SHEEP,0,15,,
110948963,56354460,1,696,29,3,7,GOOSE,0,11,,
110948963,56354460,1,696,29,2,8,SHEEP,0,15,,
110948940,56354460,1,480,20,4,2,COW,3,0,CARROT,504.0
110948940,56354460,1,480,20,5,3,COW,3,6,CARROT,600.0
110948940,56354460,1,696,29,5,4,SHEEP,3,6,,
110948940,56354460,1,696,29,6,4,SHEEP,0,6,,
110948940,56354460,1,696,29,7,4,SHEEP,0,6,,
110948940,56354460,1,696,29,4,5,SHEEP,0,9,,
110948940,56354460,1,696,29,2,6,GOOSE,0,11,,
110948940,56354460,1,696,29,1,8,SHEEP,0,11,,
110948940,56354460,1,696,29,0,9,GOOSE,0,11,,
110945538,56354460,0,408,17,5,2,SHEEP,0,6,TOMATO,432.0
110945538,56354460,0,408,17,3,4,SHEEP,0,0,TOMATO,432.0
110945538,56354460,0,456,19,1,9,SHEEP,0,11,TOMATO,480.0
110945538,56354460,0,504,21,4,0,SHEEP,0,11,WHEAT,528.0
110945538,56354460,0,576,24,2,8,GOOSE,0,11,,
110945538,56354460,0,624,26,6,4,COW,0,6,WHEAT,648.0
110945538,56354460,0,696,29,5,1,SHEEP,0,21,,
110945538,56354460,0,696,29,4,3,SHEEP,0,0,,
110945538,56354460,0,696,29,5,3,SHEEP,0,6,,
