episode_id,role,op,item,units,cash
112710679,self,BUY_SEED,CARROT,31,-620
112710679,self,BUY_SEED,MELON,12,-960
112710679,self,BUY_SEED,STRAWBERRY,33,-3300
112710679,self,BUY_SEED,TOMATO,10,-500
112710679,self,BUY_SEED,WHEAT,164,-1640
112710679,self,HIRE,,284,-7557
112710679,self,SELL,CARROT,95,4345
112710679,self,SELL,EGG,91,4857
112710679,self,SELL,FERTILIZER,333,15942
112710679,self,SELL,MELON,72,14267
112710679,self,SELL,MILK,241,24533
112710679,self,SELL,STRAWBERRY,249,25694
112710679,self,SELL,TOMATO,80,8179
112710679,self,SELL,WHEAT,401,16801
112710679,self,SELL,WOOL,99,5488
112711880,opp,BUY_ANIMAL,COW,6,-2400
112711880,opp,BUY_ANIMAL,SHEEP,11,-5500
112711880,opp,BUY_LAND,,2,-3000
112711880,opp,BUY_PRODUCT,FERTILIZER,62,-948
112711880,opp,BUY_PRODUCT,WHEAT,168,-6134
112711880,opp,BUY_SEED,CARROT,62,-1240
112711880,opp,BUY_SEED,MELON,12,-960
112711880,opp,BUY_SEED,STRAWBERRY,33,-3300
112711880,opp,BUY_SEED,WHEAT,135,-1350
112711880,opp,HIRE,,282,-5659
112711880,opp,SELL,CARROT,185,9801
112711880,opp,SELL,FERTILIZER,322,13521
112711880,opp,SELL,MELON,72,14267
112711880,opp,SELL,MILK,191,35919
112711880,opp,SELL,STRAWBERRY,246,25398
112711880,opp,SELL,WHEAT,291,11494
112711880,opp,SELL,WOOL,248,24596
112711880,self,BUY_ANIMAL,COW,6,-2400
112711880,self,BUY_ANIMAL,SHEEP,11,-5500
112711880,self,BUY_LAND,,2,-3000
112711880,self,BUY_PRODUCT,FERTILIZER,62,-948
112711880,self,BUY_PRODUCT,WHEAT,156,-5778
112711880,self,BUY_SEED,CARROT,62,-1240
112711880,self,BUY_SEED,MELON,12,-960
112711880,self,BUY_SEED,STRAWBERRY,33,-3300
112711880,self,BUY_SEED,WHEAT,135,-1350
112711880,self,HIRE,,282,-5659
112711880,self,SELL,CARROT,185,9801
112711880,self,SELL,FERTILIZER,324,13523
112711880,self,SELL,MELON,72,14267
112711880,self,SELL,MILK,191,35919
112711880,self,SELL,STRAWBERRY,246,25469
112711880,self,SELL,WHEAT,279,11146
112711880,self,SELL,WOOL,248,24574
112713015,opp,BUY_ANIMAL,COW,12,-4800
112713015,opp,BUY_ANIMAL,SHEEP,5,-2500
112713015,opp,BUY_LAND,,2,-3000
112713015,opp,BUY_PRODUCT,FERTILIZER,79,-2298
112713015,opp,BUY_PRODUCT,WHEAT,134,-4448
112713015,opp,BUY_SEED,CARROT,47,-940
112713015,opp,BUY_SEED,MELON,12,-960
112713015,opp,BUY_SEED,STRAWBERRY,33,-3300
112713015,opp,BUY_SEED,WHEAT,152,-1520
112713015,opp,HIRE,,265,-4075
112713015,opp,SELL,CARROT,143,4993
112713015,opp,SELL,FERTILIZER,343,14874
112713015,opp,SELL,MELON,72,14267
112713015,opp,SELL,MILK,320,74521
112713015,opp,SELL,STRAWBERRY,249,52141
112713015,opp,SELL,WHEAT,330,9495
112713015,opp,SELL,WOOL,87,5474
112713015,self,BUY_ANIMAL,COW,12,-4800
112713015,self,BUY_ANIMAL,SHEEP,5,-2500
112713015,self,BUY_LAND,,2,-3000
112713015,self,BUY_PRODUCT,FERTILIZER,79,-2298
112713015,self,BUY_PRODUCT,WHEAT,122,-4092
112713015,self,BUY_SEED,CARROT,47,-940
112713015,self,BUY_SEED,MELON,12,-960
112713015,self,BUY_SEED,STRAWBERRY,33,-3300
112713015,self,BUY_SEED,WHEAT,152,-1520
112713015,self,HIRE,,265,-4075
112713015,self,SELL,CARROT,143,4993
112713015,self,SELL,FERTILIZER,343,14877
112713015,self,SELL,MELON,72,14267
112713015,self,SELL,MILK,320,74620
112713015,self,SELL,STRAWBERRY,249,52438
112713015,self,SELL,WHEAT,318,9147
112713015,self,SELL,WOOL,87,5474
112713547,opp,BUY_ANIMAL,COW,6,-2400
112713547,opp,BUY_ANIMAL,SHEEP,11,-5500
112713547,opp,BUY_LAND,,2,-3000
112713547,opp,BUY_PRODUCT,FERTILIZER,60,-1092
112713547,opp,BUY_PRODUCT,WHEAT,149,-5638
112713547,opp,BUY_SEED,CARROT,28,-560
112713547,opp,BUY_SEED,MELON,12,-960
112713547,opp,BUY_SEED,STRAWBERRY,33,-3300
112713547,opp,BUY_SEED,WHEAT,166,-1660
112713547,opp,HIRE,,282,-5659
112713547,opp,SELL,CARROT,83,2582
112713547,opp,SELL,FERTILIZER,323,13646
112713547,opp,SELL,MELON,72,14267
112713547,opp,SELL,MILK,186,15759
112713547,opp,SELL,STRAWBERRY,246,7060
112713547,opp,SELL,WHEAT,385,15823
112713547,opp,SELL,WOOL,262,33353
112713547,self,BUY_ANIMAL,COW,6,-2400
112713547,self,BUY_ANIMAL,SHEEP,11,-5500
112713547,self,BUY_LAND,,2,-3000
112713547,self,BUY_PRODUCT,FERTILIZER,60,-1092
112713547,self,BUY_PRODUCT,WHEAT,149,-5638
112713547,self,BUY_SEED,CARROT,28,-560
112713547,self,BUY_SEED,MELON,12,-960
112713547,self,BUY_SEED,STRAWBERRY,33,-3300
112713547,self,BUY_SEED,WHEAT,166,-1660
112713547,self,HIRE,,282,-5659
112713547,self,SELL,CARROT,83,2582
112713547,self,SELL,FERTILIZER,323,13691
112713547,self,SELL,MELON,72,14267
112713547,self,SELL,MILK,186,15297
112713547,self,SELL,STRAWBERRY,246,7080
112713547,self,SELL,WHEAT,385,15834
112713547,self,SELL,WOOL,262,33007
112714306,opp,BUY_ANIMAL,COW,8,-3200
112714306,opp,BUY_ANIMAL,GOOSE,3,-900
112714306,opp,BUY_ANIMAL,SHEEP,6,-3000
112714306,opp,BUY_LAND,,2,-3000
112714306,opp,BUY_PRODUCT,FERTILIZER,89,-2455
112714306,opp,BUY_PRODUCT,WHEAT,137,-4751
112714306,opp,BUY_SEED,CARROT,66,-1320
112714306,opp,BUY_SEED,MELON,12,-960
112714306,opp,BUY_SEED,STRAWBERRY,33,-3300
112714306,opp,BUY_SEED,WHEAT,143,-1430
112714306,opp,HIRE,,269,-4397
112714306,opp,SELL,CARROT,180,10703
112714306,opp,SELL,EGG,85,4089
112714306,opp,SELL,FERTILIZER,339,15056
112714306,opp,SELL,MELON,72,14267
112714306,opp,SELL,MILK,189,10259
112714306,opp,SELL,STRAWBERRY,249,24826
112714306,opp,SELL,WHEAT,332,11909
112714306,opp,SELL,WOOL,139,18174
112714306,self,BUY_ANIMAL,COW,8,-3200
112714306,self,BUY_ANIMAL,GOOSE,3,-900
112714306,self,BUY_ANIMAL,SHEEP,6,-3000
112714306,self,BUY_LAND,,2,-3000
112714306,self,BUY_PRODUCT,FERTILIZER,94,-2671
112714306,self,BUY_PRODUCT,WHEAT,122,-4279
112714306,self,BUY_SEED,CARROT,59,-1180
112714306,self,BUY_SEED,MELON,12,-960
112714306,self,BUY_SEED,STRAWBERRY,33,-3300
112714306,self,BUY_SEED,WHEAT,139,-1390
112714306,self,HIRE,,267,-4308
112714306,self,SELL,CARROT,189,11269
112714306,self,SELL,EGG,84,4018
112714306,self,SELL,FERTILIZER,343,15168
112714306,self,SELL,MELON,72,14267
112714306,self,SELL,MILK,190,10125
112714306,self,SELL,STRAWBERRY,249,24655
112714306,self,SELL,WHEAT,313,11407
112714306,self,SELL,WOOL,140,18002
112715478,opp,BUY_ANIMAL,COW,6,-2400
112715478,opp,BUY_ANIMAL,SHEEP,17,-8500
112715478,opp,BUY_LAND,,3,-7000
112715478,opp,BUY_PRODUCT,FERTILIZER,50,-487
112715478,opp,BUY_PRODUCT,WHEAT,257,-10210
112715478,opp,BUY_SEED,CARROT,28,-560
112715478,opp,BUY_SEED,MELON,12,-960
112715478,opp,BUY_SEED,STRAWBERRY,33,-3300
112715478,opp,BUY_SEED,WHEAT,166,-1660
112715478,opp,HIRE,,305,-9751
112715478,opp,SELL,CARROT,82,3295
112715478,opp,SELL,EGG,0,0
112715478,opp,SELL,FERTILIZER,374,13127
112715478,opp,SELL,MELON,72,14267
112715478,opp,SELL,MILK,148,4309
112715478,opp,SELL,STRAWBERRY,246,5215
112715478,opp,SELL,WHEAT,400,16630
112715478,opp,SELL,WOOL,410,90453
112715478,self,BUY_ANIMAL,COW,6,-2400
112715478,self,BUY_ANIMAL,SHEEP,17,-8500
112715478,self,BUY_LAND,,3,-7000
112715478,self,BUY_PRODUCT,FERTILIZER,50,-487
112715478,self,BUY_PRODUCT,WHEAT,257,-10210
112715478,self,BUY_SEED,CARROT,28,-560
112715478,self,BUY_SEED,MELON,12,-960
112715478,self,BUY_SEED,STRAWBERRY,33,-3300
112715478,self,BUY_SEED,WHEAT,166,-1660
112715478,self,HIRE,,305,-9751
112715478,self,SELL,CARROT,82,3295
112715478,self,SELL,EGG,0,0
112715478,self,SELL,FERTILIZER,374,13127
112715478,self,SELL,MELON,72,14267
112715478,self,SELL,MILK,148,4309
112715478,self,SELL,STRAWBERRY,246,5215
112715478,self,SELL,WHEAT,400,16630
112715478,self,SELL,WOOL,410,90453
112715910,opp,BUY_ANIMAL,COW,8,-3200
112715910,opp,BUY_ANIMAL,GOOSE,3,-900
112715910,opp,BUY_ANIMAL,SHEEP,6,-3000
112715910,opp,BUY_LAND,,2,-3000
112715910,opp,BUY_PRODUCT,FERTILIZER,94,-2648
112715910,opp,BUY_PRODUCT,WHEAT,122,-4382
112715910,opp,BUY_SEED,CARROT,58,-1160
112715910,opp,BUY_SEED,MELON,12,-960
112715910,opp,BUY_SEED,STRAWBERRY,33,-3300
112715910,opp,BUY_SEED,WHEAT,140,-1400
112715910,opp,HIRE,,267,-4308
112715910,opp,SELL,CARROT,186,11716
112715910,opp,SELL,EGG,91,5056
112715910,opp,SELL,FERTILIZER,342,15243
112715910,opp,SELL,MELON,72,14267
112715910,opp,SELL,MILK,179,10012
112715910,opp,SELL,STRAWBERRY,243,12488
112715910,opp,SELL,WHEAT,339,13306
112715910,opp,SELL,WOOL,99,5492
112715910,self,BUY_ANIMAL,COW,8,-3200
112715910,self,BUY_ANIMAL,GOOSE,3,-900
112715910,self,BUY_ANIMAL,SHEEP,6,-3000
112715910,self,BUY_LAND,,2,-3000
112715910,self,BUY_PRODUCT,FERTILIZER,94,-2683
112715910,self,BUY_PRODUCT,WHEAT,122,-4382
112715910,self,BUY_SEED,CARROT,58,-1160
112715910,self,BUY_SEED,MELON,12,-960
112715910,self,BUY_SEED,STRAWBERRY,33,-3300
112715910,self,BUY_SEED,WHEAT,140,-1400
112715910,self,HIRE,,267,-4308
112715910,self,SELL,CARROT,186,11697
112715910,self,SELL,EGG,86,4785
112715910,self,SELL,FERTILIZER,343,15213
112715910,self,SELL,MELON,72,14267
112715910,self,SELL,MILK,179,9929
112715910,self,SELL,STRAWBERRY,249,12863
112715910,self,SELL,WHEAT,341,13384
112715910,self,SELL,WOOL,99,5474
112716679,opp,BUY_ANIMAL,COW,8,-3200
112716679,opp,BUY_ANIMAL,GOOSE,3,-900
112716679,opp,BUY_ANIMAL,SHEEP,6,-3000
112716679,opp,BUY_LAND,,2,-3000
112716679,opp,BUY_PRODUCT,FERTILIZER,100,-3220
112716679,opp,BUY_PRODUCT,WHEAT,122,-4403
112716679,opp,BUY_SEED,CARROT,48,-960
112716679,opp,BUY_SEED,MELON,12,-960
112716679,opp,BUY_SEED,STRAWBERRY,33,-3300
112716679,opp,BUY_SEED,WHEAT,150,-1500
112716679,opp,HIRE,,268,-4397
112716679,opp,SELL,CARROT,149,8328
112716679,opp,SELL,EGG,88,4659
112716679,opp,SELL,FERTILIZER,341,15769
112716679,opp,SELL,MELON,72,14267
112716679,opp,SELL,MILK,192,13236
112716679,opp,SELL,STRAWBERRY,248,37311
112716679,opp,SELL,WHEAT,385,15724
112716679,opp,SELL,WOOL,110,8210
112716679,self,BUY_ANIMAL,COW,8,-3200
112716679,self,BUY_ANIMAL,GOOSE,3,-900
112716679,self,BUY_ANIMAL,SHEEP,6,-3000
112716679,self,BUY_LAND,,2,-3000
112716679,self,BUY_PRODUCT,FERTILIZER,100,-3220
112716679,self,BUY_PRODUCT,WHEAT,122,-4403
112716679,self,BUY_SEED,CARROT,48,-960
112716679,self,BUY_SEED,MELON,12,-960
112716679,self,BUY_SEED,STRAWBERRY,33,-3300
112716679,self,BUY_SEED,WHEAT,150,-1500
112716679,self,HIRE,,268,-4397
112716679,self,SELL,CARROT,149,8328
112716679,self,SELL,EGG,83,4386
112716679,self,SELL,FERTILIZER,343,15776
112716679,self,SELL,MELON,72,14267
112716679,self,SELL,MILK,192,13236
112716679,self,SELL,STRAWBERRY,248,37311
112716679,self,SELL,WHEAT,387,15802
112716679,self,SELL,WOOL,110,8182
112716680,opp,BUY_ANIMAL,COW,8,-3200
112716680,opp,BUY_ANIMAL,GOOSE,3,-900
112716680,opp,BUY_ANIMAL,SHEEP,6,-3000
112716680,opp,BUY_LAND,,2,-3000
112716680,opp,BUY_PRODUCT,FERTILIZER,98,-3176
112716680,opp,BUY_PRODUCT,WHEAT,127,-4541
112716680,opp,BUY_SEED,CARROT,31,-620
112716680,opp,BUY_SEED,MELON,12,-960
112716680,opp,BUY_SEED,STRAWBERRY,33,-3300
112716680,opp,BUY_SEED,WHEAT,164,-1640
112716680,opp,HIRE,,268,-4397
112716680,opp,SELL,CARROT,97,4184
112716680,opp,SELL,EGG,81,4424
112716680,opp,SELL,FERTILIZER,339,15707
112716680,opp,SELL,MELON,72,14267
112716680,opp,SELL,MILK,195,14432
112716680,opp,SELL,STRAWBERRY,251,24930
112716680,opp,SELL,WHEAT,416,16956
112716680,opp,SELL,WOOL,160,19082
112716680,self,BUY_ANIMAL,COW,8,-3200
112716680,self,BUY_ANIMAL,GOOSE,3,-900
112716680,self,BUY_ANIMAL,SHEEP,6,-3000
112716680,self,BUY_LAND,,2,-3000
112716680,self,BUY_PRODUCT,FERTILIZER,98,-3250
112716680,self,BUY_PRODUCT,WHEAT,122,-4402
112716680,self,BUY_SEED,CARROT,31,-620
112716680,self,BUY_SEED,MELON,12,-960
112716680,self,BUY_SEED,STRAWBERRY,33,-3300
112716680,self,BUY_SEED,WHEAT,164,-1640
112716680,self,HIRE,,268,-4397
112716680,self,SELL,CARROT,97,4183
112716680,self,SELL,EGG,89,4871
112716680,self,SELL,FERTILIZER,338,15784
112716680,self,SELL,MELON,72,14267
112716680,self,SELL,MILK,195,14123
112716680,self,SELL,STRAWBERRY,249,23585
112716680,self,SELL,WHEAT,411,16800
112716680,self,SELL,WOOL,160,17640
112717862,opp,BUY_ANIMAL,COW,6,-2400
112717862,opp,BUY_ANIMAL,SHEEP,11,-5500
112717862,opp,BUY_LAND,,2,-3000
112717862,opp,BUY_PRODUCT,FERTILIZER,58,-1089
112717862,opp,BUY_PRODUCT,WHEAT,161,-5890
112717862,opp,BUY_SEED,CARROT,28,-560
112717862,opp,BUY_SEED,MELON,12,-960
112717862,opp,BUY_SEED,STRAWBERRY,33,-3300
112717862,opp,BUY_SEED,WHEAT,166,-1660
112717862,opp,HIRE,,282,-5659
112717862,opp,SELL,CARROT,83,2871
112717862,opp,SELL,FERTILIZER,319,13664
112717862,opp,SELL,MELON,72,14267
112717862,opp,SELL,MILK,191,20440
112717862,opp,SELL,STRAWBERRY,246,32017
112717862,opp,SELL,WHEAT,393,15671
112717862,opp,SELL,WOOL,267,31369
112717862,self,BUY_ANIMAL,COW,6,-2400
112717862,self,BUY_ANIMAL,SHEEP,11,-5500
112717862,self,BUY_LAND,,2,-3000
112717862,self,BUY_PRODUCT,FERTILIZER,60,-1092
112717862,self,BUY_PRODUCT,WHEAT,149,-5534
112717862,self,BUY_SEED,CARROT,28,-560
112717862,self,BUY_SEED,MELON,12,-960
112717862,self,BUY_SEED,STRAWBERRY,33,-3300
112717862,self,BUY_SEED,WHEAT,166,-1660
112717862,self,HIRE,,282,-5659
112717862,self,SELL,CARROT,83,2871
112717862,self,SELL,FERTILIZER,323,13669
112717862,self,SELL,MELON,72,14267
112717862,self,SELL,MILK,191,20314
112717862,self,SELL,STRAWBERRY,246,32661
112717862,self,SELL,WHEAT,381,15323
112717862,self,SELL,WOOL,267,32192
112719043,opp,BUY_ANIMAL,COW,8,-3200
112719043,opp,BUY_ANIMAL,GOOSE,3,-900
112719043,opp,BUY_ANIMAL,SHEEP,6,-3000
112719043,opp,BUY_LAND,,2,-3000
112719043,opp,BUY_PRODUCT,FERTILIZER,92,-2663
112719043,opp,BUY_PRODUCT,WHEAT,137,-4842
112719043,opp,BUY_SEED,CARROT,56,-1120
112719043,opp,BUY_SEED,MELON,12,-960
112719043,opp,BUY_SEED,STRAWBERRY,33,-3300
112719043,opp,BUY_SEED,WHEAT,140,-1400
112719043,opp,HIRE,,267,-4308
112719043,opp,SELL,CARROT,182,11632
112719043,opp,SELL,EGG,85,3835
112719043,opp,SELL,FERTILIZER,339,15189
112719043,opp,SELL,MELON,72,14267
112719043,opp,SELL,MILK,174,9118
112719043,opp,SELL,STRAWBERRY,249,41526
112719043,opp,SELL,WHEAT,335,13361
112719043,opp,SELL,WOOL,150,13314
112719043,self,BUY_ANIMAL,COW,8,-3200
112719043,self,BUY_ANIMAL,GOOSE,3,-900
112719043,self,BUY_ANIMAL,SHEEP,6,-3000
112719043,self,BUY_LAND,,2,-3000
112719043,self,BUY_PRODUCT,FERTILIZER,95,-2711
112719043,self,BUY_PRODUCT,WHEAT,122,-4366
112719043,self,BUY_SEED,CARROT,59,-1180
112719043,self,BUY_SEED,MELON,12,-960
112719043,self,BUY_SEED,STRAWBERRY,33,-3300
112719043,self,BUY_SEED,WHEAT,140,-1400
112719043,self,HIRE,,267,-4308
112719043,self,SELL,CARROT,188,11902
112719043,self,SELL,EGG,85,3782
112719043,self,SELL,FERTILIZER,342,15293
112719043,self,SELL,MELON,72,14267
112719043,self,SELL,MILK,174,9114
112719043,self,SELL,STRAWBERRY,249,41095
112719043,self,SELL,WHEAT,311,12560
112719043,self,SELL,WOOL,150,12108
112720203,opp,BUY_ANIMAL,COW,12,-4800
112720203,opp,BUY_ANIMAL,SHEEP,5,-2500
112720203,opp,BUY_LAND,,3,-7000
112720203,opp,BUY_PRODUCT,FERTILIZER,100,-3049
112720203,opp,BUY_PRODUCT,WHEAT,134,-4656
112720203,opp,BUY_SEED,CARROT,31,-620
112720203,opp,BUY_SEED,MELON,12,-960
112720203,opp,BUY_SEED,STRAWBERRY,33,-3300
112720203,opp,BUY_SEED,TOMATO,10,-500
112720203,opp,BUY_SEED,WHEAT,164,-1640
112720203,opp,HIRE,,283,-7468
112720203,opp,SELL,CARROT,95,4233
112720203,opp,SELL,FERTILIZER,337,15615
112720203,opp,SELL,MELON,72,14267
112720203,opp,SELL,MILK,323,45651
112720203,opp,SELL,STRAWBERRY,249,27140
112720203,opp,SELL,TOMATO,80,8227
112720203,opp,SELL,WHEAT,360,13781
112720203,opp,SELL,WOOL,139,23445
112720203,self,BUY_ANIMAL,COW,12,-4800
112720203,self,BUY_ANIMAL,SHEEP,5,-2500
112720203,self,BUY_LAND,,3,-7000
112720203,self,BUY_PRODUCT,FERTILIZER,92,-2870
112720203,self,BUY_PRODUCT,WHEAT,1036,-42910
112720203,self,BUY_SEED,CARROT,32,-640
112720203,self,BUY_SEED,MELON,12,-960
112720203,self,BUY_SEED,STRAWBERRY,33,-3300
112720203,self,BUY_SEED,TOMATO,10,-500
112720203,self,BUY_SEED,WHEAT,164,-1640
112720203,self,HIRE,,283,-7468
112720203,self,SELL,CARROT,91,4047
112720203,self,SELL,FERTILIZER,323,15306
112720203,self,SELL,MELON,72,14267
112720203,self,SELL,MILK,323,45596
112720203,self,SELL,STRAWBERRY,249,27336
112720203,self,SELL,TOMATO,80,8177
112720203,self,SELL,WHEAT,1266,52264
112720203,self,SELL,WOOL,139,23326
112721366,opp,BUY_ANIMAL,COW,8,-3200
112721366,opp,BUY_ANIMAL,GOOSE,3,-900
112721366,opp,BUY_ANIMAL,SHEEP,6,-3000
112721366,opp,BUY_LAND,,3,-7000
112721366,opp,BUY_PRODUCT,FERTILIZER,108,-3432
112721366,opp,BUY_PRODUCT,WHEAT,122,-4402
112721366,opp,BUY_SEED,CARROT,58,-1160
112721366,opp,BUY_SEED,MELON,12,-960
112721366,opp,BUY_SEED,STRAWBERRY,33,-3300
112721366,opp,BUY_SEED,TOMATO,10,-500
112721366,opp,BUY_SEED,WHEAT,140,-1400
112721366,opp,HIRE,,284,-7557
112721366,opp,SELL,CARROT,175,11724
112721366,opp,SELL,EGG,84,4481
112721366,opp,SELL,FERTILIZER,336,15901
112721366,opp,SELL,MELON,72,14267
112721366,opp,SELL,MILK,174,9204
112721366,opp,SELL,STRAWBERRY,249,14807
112721366,opp,SELL,TOMATO,80,7978
112721366,opp,SELL,WHEAT,359,14156
112721366,opp,SELL,WOOL,99,5488
112721366,self,BUY_ANIMAL,COW,8,-3200
112721366,self,BUY_ANIMAL,GOOSE,3,-900
112721366,self,BUY_ANIMAL,SHEEP,6,-3000
112721366,self,BUY_LAND,,3,-7000
112721366,self,BUY_PRODUCT,FERTILIZER,108,-3432
112721366,self,BUY_PRODUCT,WHEAT,122,-4402
112721366,self,BUY_SEED,CARROT,58,-1160
112721366,self,BUY_SEED,MELON,12,-960
112721366,self,BUY_SEED,STRAWBERRY,33,-3300
112721366,self,BUY_SEED,TOMATO,10,-500
112721366,self,BUY_SEED,WHEAT,140,-1400
112721366,self,HIRE,,284,-7557
112721366,self,SELL,CARROT,175,11724
112721366,self,SELL,EGG,84,4481
112721366,self,SELL,FERTILIZER,336,15901
112721366,self,SELL,MELON,72,14267
112721366,self,SELL,MILK,174,9204
112721366,self,SELL,STRAWBERRY,249,14807
112721366,self,SELL,TOMATO,80,7978
112721366,self,SELL,WHEAT,359,14156
112721366,self,SELL,WOOL,99,5488
112722513,opp,BUY_ANIMAL,COW,6,-2400
112722513,opp,BUY_ANIMAL,SHEEP,17,-8500
112722513,opp,BUY_LAND,,3,-7000
112722513,opp,BUY_PRODUCT,FERTILIZER,50,-487
112722513,opp,BUY_PRODUCT,WHEAT,259,-9725
112722513,opp,BUY_SEED,CARROT,57,-1140
112722513,opp,BUY_SEED,MELON,12,-960
112722513,opp,BUY_SEED,STRAWBERRY,33,-3300
112722513,opp,BUY_SEED,WHEAT,141,-1410
112722513,opp,HIRE,,305,-9751
112722513,opp,SELL,CARROT,158,7919
112722513,opp,SELL,EGG,0,0
112722513,opp,SELL,FERTILIZER,377,13130
112722513,opp,SELL,MELON,72,14267
112722513,opp,SELL,MILK,150,5721
112722513,opp,SELL,STRAWBERRY,246,5356
112722513,opp,SELL,WHEAT,313,12457
112722513,opp,SELL,WOOL,410,94507
112722513,self,BUY_ANIMAL,COW,6,-2400
112722513,self,BUY_ANIMAL,SHEEP,17,-8500
112722513,self,BUY_LAND,,3,-7000
112722513,self,BUY_PRODUCT,FERTILIZER,50,-487
112722513,self,BUY_PRODUCT,WHEAT,259,-9725
112722513,self,BUY_SEED,CARROT,57,-1140
112722513,self,BUY_SEED,MELON,12,-960
112722513,self,BUY_SEED,STRAWBERRY,33,-3300
112722513,self,BUY_SEED,WHEAT,141,-1410
112722513,self,HIRE,,305,-9751
112722513,self,SELL,CARROT,158,7919
112722513,self,SELL,EGG,0,0
112722513,self,SELL,FERTILIZER,377,13129
112722513,self,SELL,MELON,72,14267
112722513,self,SELL,MILK,150,5661
112722513,self,SELL,STRAWBERRY,246,4617
112722513,self,SELL,WHEAT,313,12457
112722513,self,SELL,WOOL,410,94507
112723670,opp,BUY_ANIMAL,COW,9,-3600
112723670,opp,BUY_ANIMAL,GOOSE,3,-900
112723670,opp,BUY_ANIMAL,SHEEP,5,-2500
112723670,opp,BUY_LAND,,2,-3000
112723670,opp,BUY_PRODUCT,FERTILIZER,85,-2609
112723670,opp,BUY_PRODUCT,WHEAT,134,-4575
112723670,opp,BUY_SEED,CARROT,34,-680
112723670,opp,BUY_SEED,MELON,12,-960
112723670,opp,BUY_SEED,STRAWBERRY,33,-3300
112723670,opp,BUY_SEED,WHEAT,163,-1630
112723670,opp,HIRE,,266,-4164
112723670,opp,SELL,CARROT,101,4040
112723670,opp,SELL,EGG,93,4662
112723670,opp,SELL,FERTILIZER,339,15146
112723670,opp,SELL,MELON,72,14267
112723670,opp,SELL,MILK,242,23294
112723670,opp,SELL,STRAWBERRY,249,27405
112723670,opp,SELL,WHEAT,382,14210
112723670,opp,SELL,WOOL,139,23303
112723670,self,BUY_ANIMAL,COW,9,-3600
112723670,self,BUY_ANIMAL,GOOSE,3,-900
112723670,self,BUY_ANIMAL,SHEEP,5,-2500
112723670,self,BUY_LAND,,2,-3000
112723670,self,BUY_PRODUCT,FERTILIZER,85,-2609
112723670,self,BUY_PRODUCT,WHEAT,122,-4219
112723670,self,BUY_SEED,CARROT,34,-680
112723670,self,BUY_SEED,MELON,12,-960
112723670,self,BUY_SEED,STRAWBERRY,33,-3300
112723670,self,BUY_SEED,WHEAT,163,-1630
112723670,self,HIRE,,266,-4164
112723670,self,SELL,CARROT,101,4037
112723670,self,SELL,EGG,93,4667
112723670,self,SELL,FERTILIZER,339,15200
112723670,self,SELL,MELON,72,14267
112723670,self,SELL,MILK,242,23468
112723670,self,SELL,STRAWBERRY,249,26903
112723670,self,SELL,WHEAT,370,13864
112723670,self,SELL,WOOL,139,23297
112724829,opp,BUY_ANIMAL,COW,8,-3200
112724829,opp,BUY_ANIMAL,SHEEP,9,-4500
112724829,opp,BUY_LAND,,3,-7000
112724829,opp,BUY_PRODUCT,FERTILIZER,107,-3380
112724829,opp,BUY_PRODUCT,WHEAT,122,-4383
112724829,opp,BUY_SEED,CARROT,31,-620
112724829,opp,BUY_SEED,MELON,12,-960
112724829,opp,BUY_SEED,STRAWBERRY,33,-3300
112724829,opp,BUY_SEED,TOMATO,10,-500
112724829,opp,BUY_SEED,WHEAT,164,-1640
112724829,opp,HIRE,,284,-7557
112724829,opp,SELL,CARROT,95,3862
112724829,opp,SELL,FERTILIZER,336,15838
112724829,opp,SELL,MELON,72,14267
112724829,opp,SELL,MILK,231,19343
112724829,opp,SELL,STRAWBERRY,251,13484
112724829,opp,SELL,TOMATO,80,15271
112724829,opp,SELL,WHEAT,381,15499
112724829,opp,SELL,WOOL,215,28437
112724829,self,BUY_ANIMAL,COW,8,-3200
112724829,self,BUY_ANIMAL,SHEEP,9,-4500
112724829,self,BUY_LAND,,3,-7000
112724829,self,BUY_PRODUCT,FERTILIZER,107,-3380
112724829,self,BUY_PRODUCT,WHEAT,122,-4383
112724829,self,BUY_SEED,CARROT,31,-620
112724829,self,BUY_SEED,MELON,12,-960
112724829,self,BUY_SEED,STRAWBERRY,33,-3300
112724829,self,BUY_SEED,TOMATO,10,-500
112724829,self,BUY_SEED,WHEAT,164,-1640
112724829,self,HIRE,,284,-7557
112724829,self,SELL,CARROT,95,3862
112724829,self,SELL,FERTILIZER,337,15878
112724829,self,SELL,MELON,72,14267
112724829,self,SELL,MILK,231,19343
112724829,self,SELL,STRAWBERRY,245,13020
112724829,self,SELL,TOMATO,80,15271
112724829,self,SELL,WHEAT,381,15499
112724829,self,SELL,WOOL,215,28437
112726090,opp,BUY_ANIMAL,COW,8,-3200
112726090,opp,BUY_ANIMAL,SHEEP,15,-7500
112726090,opp,BUY_LAND,,3,-7000
112726090,opp,BUY_PRODUCT,FERTILIZER,87,-1940
112726090,opp,BUY_PRODUCT,WHEAT,251,-8967
112726090,opp,BUY_SEED,CARROT,39,-780
112726090,opp,BUY_SEED,MELON,12,-960
112726090,opp,BUY_SEED,STRAWBERRY,33,-3300
112726090,opp,BUY_SEED,WHEAT,163,-1630
112726090,opp,HIRE,,291,-7489
112726090,opp,SELL,CARROT,95,3463
