episode_id,sid,opponent_submission,opponent_rating,result,margin,nearest_v124_units_samefraction,nearest_v124_units_episode,old_exact_first144_units_exists,opp_first_difference_units,opp_samefraction_units,opp_hash100_units,nearest_v124_market_samefraction,nearest_v124_market_episode,old_exact_first144_market_exists,opp_first_difference_market,opp_samefraction_market,opp_hash100_market,nearest_v124_all_samefraction,nearest_v124_all_episode,old_exact_first144_all_exists,opp_first_difference_all,opp_samefraction_all,opp_hash100_all,opp_same_units_prefix24,opp_same_market_prefix24,opp_same_units_prefix72,opp_same_market_prefix72,opp_same_units_prefix100,opp_same_market_prefix100,opp_same_units_prefix120,opp_same_market_prefix120,opp_same_units_prefix144,opp_same_market_prefix144,opp_same_units_prefix216,opp_same_market_prefix216,opp_same_units_prefix288,opp_same_market_prefix288,opp_portfolio_equal_all30days,opp_portfolio_equal_selected,margin_t72,portfolio_L1_t72,delta_COW_t72,delta_SHEEP_t72,delta_GOOSE_t72,delta_WHEAT_t72,delta_CARROT_t72,delta_TOMATO_t72,delta_STRAWBERRY_t72,delta_MELON_t72,margin_t144,portfolio_L1_t144,delta_COW_t144,delta_SHEEP_t144,delta_GOOSE_t144,delta_WHEAT_t144,delta_CARROT_t144,delta_TOMATO_t144,delta_STRAWBERRY_t144,delta_MELON_t144,margin_t216,portfolio_L1_t216,delta_COW_t216,delta_SHEEP_t216,delta_GOOSE_t216,delta_WHEAT_t216,delta_CARROT_t216,delta_TOMATO_t216,delta_STRAWBERRY_t216,delta_MELON_t216,margin_t288,portfolio_L1_t288,delta_COW_t288,delta_SHEEP_t288,delta_GOOSE_t288,delta_WHEAT_t288,delta_CARROT_t288,delta_TOMATO_t288,delta_STRAWBERRY_t288,delta_MELON_t288,margin_t360,portfolio_L1_t360,delta_COW_t360,delta_SHEEP_t360,delta_GOOSE_t360,delta_WHEAT_t360,delta_CARROT_t360,delta_TOMATO_t360,delta_STRAWBERRY_t360,delta_MELON_t360,margin_t432,portfolio_L1_t432,delta_COW_t432,delta_SHEEP_t432,delta_GOOSE_t432,delta_WHEAT_t432,delta_CARROT_t432,delta_TOMATO_t432,delta_STRAWBERRY_t432,delta_MELON_t432,margin_t480,portfolio_L1_t480,delta_COW_t480,delta_SHEEP_t480,delta_GOOSE_t480,delta_WHEAT_t480,delta_CARROT_t480,delta_TOMATO_t480,delta_STRAWBERRY_t480,delta_MELON_t480,margin_t504,portfolio_L1_t504,delta_COW_t504,delta_SHEEP_t504,delta_GOOSE_t504,delta_WHEAT_t504,delta_CARROT_t504,delta_TOMATO_t504,delta_STRAWBERRY_t504,delta_MELON_t504,margin_t576,portfolio_L1_t576,delta_COW_t576,delta_SHEEP_t576,delta_GOOSE_t576,delta_WHEAT_t576,delta_CARROT_t576,delta_TOMATO_t576,delta_STRAWBERRY_t576,delta_MELON_t576,margin_t648,portfolio_L1_t648,delta_COW_t648,delta_SHEEP_t648,delta_GOOSE_t648,delta_WHEAT_t648,delta_CARROT_t648,delta_TOMATO_t648,delta_STRAWBERRY_t648,delta_MELON_t648,margin_t696,portfolio_L1_t696,delta_COW_t696,delta_SHEEP_t696,delta_GOOSE_t696,delta_WHEAT_t696,delta_CARROT_t696,delta_TOMATO_t696,delta_STRAWBERRY_t696,delta_MELON_t696,margin_t719,portfolio_L1_t719,delta_COW_t719,delta_SHEEP_t719,delta_GOOSE_t719,delta_WHEAT_t719,delta_CARROT_t719,delta_TOMATO_t719,delta_STRAWBERRY_t719,delta_MELON_t719
111185739,56384917,56159331,1595.7394610113304,loss,-2954.0,0.9902642559109874,110823403,True,173,0.7190542420027817,0xd46c10da5cc413d9,0.7760778859527121,110834461,True,0,0.7093184979137691,0xc1d7bf8eb1eb9892,0.7677329624478443,110823403,True,0,0.5632823365785814,0x9b2b722c65f57ff4,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,-78.0,0,0,0,0,0,0,0,0,0,-1050.0,0,0,0,0,0,0,0,0,0,-1927.0,0,0,0,0,0,0,0,0,0,-1350.0,0,0,0,0,0,0,0,0,0,2626.0,10,0,0,0,0,0,-10,0,0,2621.0,10,0,0,0,0,0,-10,0,0,3179.0,10,0,0,0,0,0,-10,0,0,1492.0,10,0,0,0,0,0,-10,0,0,2023.0,10,0,0,0,0,0,-10,0,0,-2954.0,10,0,0,0,0,0,-10,0,0
111184614,56384917,56258472,1645.4845077758011,loss,-3175.0,0.9874826147426982,110877591,True,152,0.7593880389429764,0xd46c10da5cc413d9,0.9151599443671766,110885069,True,0,0.7148817802503477,0xb6121975680a2445,0.9040333796940194,110885069,True,0,0.5910987482614742,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-8.0,0,0,0,0,0,0,0,0,0,-206.0,0,0,0,0,0,0,0,0,0,-447.0,0,0,0,0,0,0,0,0,0,-401.0,0,0,0,0,0,0,0,0,0,-62.0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,283.0,0,0,0,0,0,0,0,0,0,-6449.0,0,0,0,0,0,0,0,0,0,-7131.0,0,0,0,0,0,0,0,0,0,-3175.0,0,0,0,0,0,0,0,0,0
111183504,56384917,56282222,1596.7046920280811,loss,-215.0,0.9972183588317107,110832243,True,683,0.9958275382475661,0xd46c10da5cc413d9,0.9777468706536857,110832243,True,0,0.7885952712100139,0xeb6f1a73c2b2a743,0.9749652294853964,110832243,True,0,0.7885952712100139,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,-326.0,0,0,0,0,0,0,0,0,0,-812.0,0,0,0,0,0,0,0,0,0,-1492.0,0,0,0,0,0,0,0,0,0,-786.0,0,0,0,0,0,0,0,0,0,-215.0,0,0,0,0,0,0,0,0,0
111182387,56384917,56300869,1582.933012271418,win,4264.0,0.9735744089012517,110827826,True,2,0.8025034770514604,0x5f788403407dafa7,0.8831710709318498,110827826,True,0,0.5855354659248957,0x3e344a6860afe0a4,0.8678720445062587,110827826,True,0,0.5299026425591099,0x57acc78ec70f8757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,-227.0,0,0,0,0,0,0,0,0,0,-406.0,0,0,0,0,0,0,0,0,0,301.0,0,0,0,0,0,0,0,0,0,1022.0,0,0,0,0,0,0,0,0,0,1066.0,0,0,0,0,0,0,0,0,0,1312.0,0,0,0,0,0,0,0,0,0,1690.0,0,0,0,0,0,0,0,0,0,2326.0,0,0,0,0,0,0,0,0,0,4477.0,0,0,0,0,0,0,0,0,0,4264.0,0,0,0,0,0,0,0,0,0
111181280,56384917,56189471,1693.90941017669,loss,-9385.0,0.9485396383866481,110862981,True,152,0.6175243393602226,0xd46c10da5cc413d9,0.8873435326842837,110862981,True,0,0.6578581363004172,0xb6121975680a2445,0.8539638386648123,110862981,True,0,0.5146036161335188,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-126.0,0,0,0,0,0,0,0,0,0,-126.0,0,0,0,0,0,0,0,0,0,-126.0,0,0,0,0,0,0,0,0,0,1240.0,0,0,0,0,0,0,0,0,0,5357.0,10,0,0,0,0,0,-10,0,0,5530.0,10,0,0,0,0,0,-10,0,0,6206.0,10,0,0,0,0,0,-10,0,0,2766.0,68,0,0,0,29,-29,-10,0,0,-6672.0,30,0,0,0,10,-10,-10,0,0,-9385.0,10,0,0,0,0,0,-10,0,0
111180189,56384917,56143061,1647.149301724182,loss,-4820.0,0.8400556328233658,110836675,True,2,0.27399165507649514,0x41a4c8495dca03f2,0.8720445062586927,110832243,True,0,0.41863699582753827,0x2685e8ba9701a0ce,0.7524339360222532,110836675,True,0,0.14186369958275383,0xde2b635511759dbf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,58.0,4,2,-2,0,0,0,0,0,0,1651.0,5,2,-2,-1,0,0,0,0,0,-988.0,5,2,-2,-1,0,0,0,0,0,2080.0,5,2,-2,-1,0,0,0,0,0,1401.0,5,2,-2,-1,0,0,0,0,0,871.0,5,2,-2,-1,0,0,0,0,0,-5012.0,5,2,-2,-1,0,0,0,0,0,-5451.0,5,2,-2,-1,0,0,0,0,0,-5500.0,5,2,-2,-1,0,0,0,0,0,-4820.0,5,2,-2,-1,0,0,0,0,0
111179061,56384917,56203741,1632.4358723323862,win,1224.0,0.9735744089012517,110854151,True,170,0.8567454798331016,0xd46c10da5cc413d9,0.8887343532684284,110865488,True,0,0.7079276773296245,0xb6121975680a2445,0.8595271210013908,110865488,True,0,0.6342141863699583,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,-243.0,4,-2,2,0,0,0,0,0,0,-896.0,4,-2,2,0,0,0,0,0,0,-1677.0,4,-2,2,0,0,0,0,0,0,-1101.0,4,-2,2,0,0,0,0,0,0,469.0,4,-2,2,0,0,0,0,0,0,2014.0,4,-2,2,0,0,0,0,0,0,1139.0,4,-2,2,0,0,0,0,0,0,-413.0,4,-2,2,0,0,0,0,0,0,-549.0,4,-2,2,0,0,0,0,0,0,1224.0,4,-2,2,0,0,0,0,0,0
111178246,56384917,56111307,1449.404912258083,win,4029.0,0.9582753824756607,110834461,True,70,0.8998609179415855,0x6000d97688d43c33,0.8901251738525731,110904914,True,0,0.6606397774687065,0x921060b4107731c4,0.8511821974965229,110904914,True,0,0.6175243393602226,0x492208fa55aecd35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,21.0,1,0,0,0,-1,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,646.0,0,0,0,0,0,0,0,0,0,1415.0,0,0,0,0,0,0,0,0,0,1354.0,0,0,0,0,0,0,0,0,0,1788.0,0,0,0,0,0,0,0,0,0,2107.0,0,0,0,0,0,0,0,0,0,2953.0,0,0,0,0,0,0,0,0,0,3703.0,0,0,0,0,0,0,0,0,0,4029.0,0,0,0,0,0,0,0,0,0
111177947,56384917,56188337,1591.8662876425594,win,6303.0,0.9916550764951322,110847763,True,2,0.6522948539638387,0x5f788403407dafa7,0.9944367176634215,110851086,True,0,0.6328233657858137,0xd02433aca9d10cdf,0.9847009735744089,110851086,True,0,0.4909596662030598,0xf3816a702db8a556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,-92.0,0,0,0,0,0,0,0,0,0,861.0,2,1,-1,0,0,0,0,0,0,1353.0,2,1,-1,0,0,0,0,0,0,441.0,2,1,-1,0,0,0,0,0,0,1134.0,2,1,-1,0,0,0,0,0,0,1982.0,2,1,-1,0,0,0,0,0,0,2604.0,12,1,-1,0,-5,5,0,0,0,3693.0,7,1,-1,-1,-2,2,0,0,0,6349.0,21,1,-1,-1,-9,9,0,0,0,6303.0,3,1,-1,-1,0,0,0,0,0
111176827,56384917,56386470,1584.8963005097726,loss,-12305.0,0.9972183588317107,110862152,True,151,0.627260083449235,0xd46c10da5cc413d9,0.9888734353268428,110862152,True,0,0.5855354659248957,0x1de9b4ce9bfaf96f,0.9860917941585535,110862152,True,0,0.46453407510431155,0x56ba801cd5457b94,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-23.0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,-311.0,4,2,0,-2,0,0,0,0,0,-1564.0,4,2,0,-2,0,0,0,0,0,-1530.0,4,2,0,-2,0,0,0,0,0,-1637.0,4,2,0,-2,0,0,0,0,0,-1658.0,6,2,0,-2,1,-1,0,0,0,-2479.0,8,2,0,-2,2,-2,0,0,0,-4340.0,38,2,0,-2,17,-17,0,0,0,-7990.0,7,2,0,-1,2,-2,0,0,0,-10890.0,13,2,0,-1,5,-5,0,0,0,-12305.0,3,2,0,-1,0,0,0,0,0
111175700,56384917,56178498,1591.522000828363,win,7676.0,0.894297635605007,110933372,True,152,0.3337969401947149,0xd46c10da5cc413d9,0.8845618915159944,110933372,True,0,0.5187760778859527,0xb6121975680a2445,0.847009735744089,110933372,True,0,0.2698191933240612,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,-230.0,4,-2,2,0,0,0,0,0,0,1043.0,9,-2,4,-3,0,0,0,0,0,-1472.0,9,-2,4,-3,0,0,0,0,0,3800.0,9,-2,4,-3,0,0,0,0,0,4689.0,9,-2,4,-3,0,0,0,0,0,6621.0,9,-2,4,-3,0,0,0,0,0,5401.0,28,-2,4,-3,-10,9,0,0,0,6773.0,17,-2,4,-3,3,-5,0,0,0,6319.0,27,-2,4,-3,-9,9,0,0,0,7676.0,9,-2,4,-3,0,0,0,0,0
111174605,56384917,56155248,1570.6342191201388,win,4248.0,0.9944367176634215,110869864,True,189,0.9680111265646731,0xd46c10da5cc413d9,0.9513212795549374,110850849,True,0,0.799721835883171,0xeb6f1a73c2b2a743,0.9346314325452016,110850849,True,0,0.7816411682892906,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,19.0,1,0,0,0,-1,0,0,0,0,-382.0,3,0,1,0,1,0,0,-1,0,-748.0,2,0,1,0,0,0,0,-1,0,767.0,2,0,1,0,0,0,0,-1,0,863.0,2,0,1,0,0,0,0,-1,0,1786.0,2,0,1,0,0,0,0,-1,0,2625.0,2,0,1,0,0,0,0,-1,0,3401.0,1,0,1,0,0,0,0,0,0,4151.0,1,0,1,0,0,0,0,0,0,4248.0,1,0,1,0,0,0,0,0,0
111173507,56384917,56256865,1570.663546895296,win,895.0,0.9860917941585535,110835574,True,438,0.9082058414464534,0xd46c10da5cc413d9,0.9541029207232267,110835574,True,0,0.7649513212795549,0xeb6f1a73c2b2a743,0.9499304589707928,110835574,True,0,0.7260083449235049,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0,0,0,-360.0,0,0,0,0,0,0,0,0,0,939.0,0,0,0,0,0,0,0,0,0,713.0,0,0,0,0,0,0,0,0,0,564.0,0,0,0,0,0,0,0,0,0,3124.0,0,0,0,0,0,0,0,0,0,895.0,0,0,0,0,0,0,0,0,0
111172393,56384917,56371565,1681.218084526815,loss,-4650.0,0.9860917941585535,110850849,True,144,0.44089012517385257,0xd46c10da5cc413d9,0.980528511821975,110888363,True,0,0.5048678720445062,0x11a90295ca620d36,0.9568845618915159,110888363,True,0,0.3101529902642559,0x36d6f43386599bf3,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,544.0,7,2,-3,0,-1,0,0,1,0,901.0,6,2,-1,0,3,0,0,0,0,-1901.0,3,2,-1,0,0,0,0,0,0,-1650.0,3,2,-1,0,0,0,0,0,0,-4122.0,3,2,-1,0,0,0,0,0,0,-3785.0,3,2,-1,0,0,0,0,0,0,-3260.0,3,2,-1,0,0,0,0,0,0,-3437.0,13,2,-1,0,-3,7,0,0,0,-4364.0,5,2,-1,0,1,-1,0,0,0,-4650.0,3,2,-1,0,0,0,0,0,0
111171254,56384917,56322537,1514.8917748397494,loss,-9120.0,0.9791376912378303,110852197,True,1,0.0027816411682892906,0x303cf1312d27c209,0.9429763560500696,110862152,True,0,0.005563282336578581,0x2d6339f01b3accc4,0.9054242002781642,110852197,True,0,0.0,0x11d98caeca69531a,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207.0,5,0,0,-2,-1,0,0,0,2,742.0,9,1,0,-4,2,0,0,0,2,1089.0,39,2,2,-7,-19,0,0,8,-1,-2629.0,44,0,4,-6,-8,-7,0,16,-3,-741.0,30,0,-2,-6,0,-4,0,15,-3,-3942.0,29,0,-2,-6,5,-6,0,10,0,-3842.0,40,0,-2,-6,8,-11,0,13,0,-2355.0,40,0,-2,-6,6,-12,0,14,0,-33.0,43,0,-1,-6,13,-14,0,9,0,-5467.0,26,0,-1,-6,-5,7,0,7,0,-8274.0,23,0,5,-6,-2,4,0,-6,0,-9120.0,17,0,5,-6,0,0,0,-6,0
111170142,56384917,56352608,1642.7201105073204,loss,-4653.0,0.9833101529902643,110839970,True,21,0.6954102920723226,0xfec03fa1f30b4338,0.8831710709318498,110827826,True,0,0.6606397774687065,0x955e46142fc50582,0.8734353268428373,110827826,True,0,0.5159944367176634,0xe6b75597e410a5ce,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.0,1,0,0,0,1,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,131.0,1,0,0,0,1,0,0,0,0,-669.0,0,0,0,0,0,0,0,0,0,-710.0,0,0,0,0,0,0,0,0,0,-694.0,0,0,0,0,0,0,0,0,0,-1208.0,0,0,0,0,0,0,0,0,0,-959.0,0,0,0,0,0,0,0,0,0,-2482.0,0,0,0,0,0,0,0,0,0,-3723.0,0,0,0,0,0,0,0,0,0,-4032.0,0,0,0,0,0,0,0,0,0,-4653.0,0,0,0,0,0,0,0,0,0
111169014,56384917,56152429,1617.30125160813,win,2158.0,0.9763560500695411,110981978,True,152,0.6091794158553546,0xd46c10da5cc413d9,0.885952712100139,110841067,True,0,0.6787204450625869,0x6368206d1ebd1c3a,0.8678720445062587,110841067,True,0,0.48400556328233657,0x1b9d4b82cb9b2463,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-124.0,1,0,0,0,1,0,0,0,0,-759.0,0,0,0,0,0,0,0,0,0,198.0,0,0,0,0,0,0,0,0,0,-310.0,0,0,0,0,0,0,0,0,0,-4804.0,10,0,0,0,0,0,10,0,0,-5182.0,10,0,0,0,0,0,10,0,0,-4790.0,10,0,0,0,0,0,10,0,0,-4444.0,10,0,0,0,0,0,10,0,0,-3565.0,10,0,0,0,0,0,10,0,0,2158.0,10,0,0,0,0,0,10,0,0
111167907,56384917,56152429,1612.9574967511471,loss,-1978.0,0.9874826147426982,110872911,True,152,0.885952712100139,0xd46c10da5cc413d9,0.9068150208623088,110872911,True,0,0.6425591098748261,0x6368206d1ebd1c3a,0.9026425591098748,110872911,True,0,0.6036161335187761,0x1b9d4b82cb9b2463,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,-124.0,1,0,0,0,1,0,0,0,0,-322.0,0,0,0,0,0,0,0,0,0,-637.0,0,0,0,0,0,0,0,0,0,-761.0,0,0,0,0,0,0,0,0,0,-174.0,0,0,0,0,0,0,0,0,0,-314.0,0,0,0,0,0,0,0,0,0,-105.0,0,0,0,0,0,0,0,0,0,-1817.0,0,0,0,0,0,0,0,0,0,-4093.0,0,0,0,0,0,0,0,0,0,-1978.0,0,0,0,0,0,0,0,0,0
111166796,56384917,56385038,1540.70384164773,loss,-3122.0,0.9860917941585535,110864082,True,33,0.6995827538247567,0x54a3c74fe7862a04,0.9276773296244785,110857714,True,119,0.7162726008344924,0xb8574f927bdbba9,0.913769123783032,110857714,True,33,0.5744089012517385,0xc152fe413393cd32,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.0,1,1,0,0,0,0,0,0,0,191.0,1,1,0,0,0,0,0,0,0,450.0,1,1,0,0,0,0,0,0,0,1576.0,1,1,0,0,0,0,0,0,0,1711.0,1,1,0,0,0,0,0,0,0,1863.0,1,1,0,0,0,0,0,0,0,1082.0,1,1,0,0,0,0,0,0,0,1626.0,1,1,0,0,0,0,0,0,0,727.0,1,1,0,0,0,0,0,0,0,-1941.0,1,1,0,0,0,0,0,0,0,-3479.0,1,1,0,0,0,0,0,0,0,-3122.0,1,1,0,0,0,0,0,0,0
111165700,56384917,56300982,1604.436946651501,win,4458.0,0.9958275382475661,110869864,True,189,0.9735744089012517,0xd46c10da5cc413d9,0.9429763560500696,110978058,True,0,0.7844228094575799,0xeb6f1a73c2b2a743,0.9346314325452016,110978058,True,0,0.7691237830319889,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,19.0,1,0,0,0,-1,0,0,0,0,-382.0,3,0,1,0,1,0,0,-1,0,-475.0,2,0,1,0,0,0,0,-1,0,1132.0,2,0,1,0,0,0,0,-1,0,1165.0,2,0,1,0,0,0,0,-1,0,1841.0,2,0,1,0,0,0,0,-1,0,3546.0,2,0,1,0,0,0,0,-1,0,4211.0,1,0,1,0,0,0,0,0,0,4693.0,1,0,1,0,0,0,0,0,0,4458.0,1,0,1,0,0,0,0,0,0
111164613,56384917,56217935,1574.6179613350655,win,2212.0,0.9749652294853964,110979990,True,152,0.7093184979137691,0xd46c10da5cc413d9,0.9262865090403338,110851086,True,0,0.6564673157162726,0x53fa4157a07b7204,0.9040333796940194,110979990,True,0,0.5479833101529903,0x47e865d71b4e56d4,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,-7.0,0,0,0,0,0,0,0,0,0,97.0,2,1,-1,0,0,0,0,0,0,189.0,2,1,-1,0,0,0,0,0,0,-83.0,2,1,-1,0,0,0,0,0,0,492.0,2,1,-1,0,0,0,0,0,0,268.0,2,1,-1,0,0,0,0,0,0,233.0,12,1,-1,0,-5,5,0,0,0,1860.0,7,1,-1,-1,-2,2,0,0,0,2435.0,21,1,-1,-1,-9,9,0,0,0,2212.0,3,1,-1,-1,0,0,0,0,0
111163490,56384917,56241510,1738.3005418875111,loss,-3976.0,0.96105702364395,110848865,True,347,0.7162726008344924,0xd46c10da5cc413d9,0.9109874826147427,111019687,True,0,0.7746870653685675,0xb6121975680a2445,0.8776077885952712,111019687,True,0,0.6050069541029207,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,-489.0,0,0,0,0,0,0,0,0,0,-569.0,0,0,0,0,0,0,0,0,0,-587.0,0,0,0,0,0,0,0,0,0,-391.0,0,0,0,0,0,0,0,0,0,-555.0,0,0,0,0,0,0,0,0,0,-1445.0,0,0,0,0,0,0,0,0,0,-2507.0,0,0,0,0,0,0,0,0,0,-4317.0,0,0,0,0,0,0,0,0,0,-3976.0,0,0,0,0,0,0,0,0,0
111162406,56384917,56171467,1585.8099354810288,win,876.0,0.9860917941585535,110981978,True,152,0.9763560500695411,0xd46c10da5cc413d9,0.9221140472878998,110981978,True,0,0.8344923504867872,0xeb6f1a73c2b2a743,0.9123783031988874,110981978,True,0,0.8233657858136301,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,-10.0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,-7.0,0,0,0,0,0,0,0,0,0,-12.0,0,0,0,0,0,0,0,0,0,-185.0,0,0,0,0,0,0,0,0,0,-324.0,0,0,0,0,0,0,0,0,0,-324.0,0,0,0,0,0,0,0,0,0,-324.0,0,0,0,0,0,0,0,0,0,-324.0,0,0,0,0,0,0,0,0,0,-328.0,0,0,0,0,0,0,0,0,0,-122.0,0,0,0,0,0,0,0,0,0,876.0,0,0,0,0,0,0,0,0,0
111161231,56384917,56164428,1632.2463859574498,loss,-2261.0,0.9847009735744089,110810180,True,222,0.8442280945757997,0xd46c10da5cc413d9,0.9318497913769124,110810180,True,0,0.6884561891515995,0xb6121975680a2445,0.9207232267037552,110810180,True,0,0.6300417246175244,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,86.0,1,0,0,0,1,0,0,0,0,176.0,3,1,-1,0,1,0,0,0,0,-142.0,3,1,-1,0,1,0,0,0,0,53.0,3,1,-1,0,1,0,0,0,0,650.0,3,1,-1,0,1,0,0,0,0,630.0,3,1,-1,0,1,0,0,0,0,-743.0,3,1,-1,0,1,0,0,0,0,-1545.0,3,1,-1,0,1,0,0,0,0,-2227.0,3,1,-1,0,1,0,0,0,0,-2261.0,2,1,-1,0,0,0,0,0,0
111160174,56384917,56124533,1555.9102108859536,win,10802.0,0.9888734353268428,110844461,True,434,0.6342141863699583,0xd46c10da5cc413d9,0.9471488178025035,110844461,True,0,0.7121001390820584,0xeb6f1a73c2b2a743,0.9401947148817803,110844461,True,0,0.5493741307371349,0x67871f0077224920,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,-10.0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,-953.0,0,0,0,0,0,0,0,0,0,-1281.0,0,0,0,0,0,0,0,0,0,-1089.0,0,0,0,0,0,0,0,0,0,-5822.0,10,0,0,0,0,0,10,0,0,-5672.0,10,0,0,0,0,0,10,0,0,-6224.0,10,0,0,0,0,0,10,0,0,-2343.0,10,0,0,0,0,0,10,0,0,6304.0,10,0,0,0,0,0,10,0,0,10802.0,10,0,0,0,0,0,10,0,0
111159037,56384917,56178720,1663.0197247251904,loss,-6457.0,0.9833101529902643,110881767,True,144,0.3337969401947149,0xd46c10da5cc413d9,0.9554937413073713,110937716,True,0,0.5257301808066759,0xb6121975680a2445,0.9415855354659249,110881767,True,0,0.23226703755215578,0x2ff9d7885969c8b,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-8.0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,-220.0,0,0,0,0,0,0,0,0,0,430.0,1,0,-1,0,0,0,0,0,0,1506.0,1,0,-1,0,0,0,0,0,0,-571.0,1,0,-1,0,0,0,0,0,0,-2403.0,1,0,-1,0,0,0,0,0,0,-4978.0,1,0,-1,0,0,0,0,0,0,-4337.0,1,0,-1,0,0,0,0,0,0,-5034.0,7,0,-1,0,-3,3,0,0,0,-6786.0,3,0,-1,0,1,-1,0,0,0,-6457.0,1,0,-1,0,0,0,0,0,0
