panel,arm,opponent,seed,seat,baseline_margin,candidate_margin,transition,delta_points,delta_margin,delta_self_cash,delta_opp_cash,first_action_change,first_field_change,first_shop_change,first_difference,metric_mismatches,full_trajectory_identical,own_action_changed_decisions,own_field_changed_decisions,own_market_changed_decisions,opponent_action_changed_decisions,observations_changed_decisions
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609257,0,0.0,7.0,T->W,0.5,7.0,-4.0,-11.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 36, ""TOMATO"": 61, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 207, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,3,0,3,0,567
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609257,1,0.0,7.0,T->W,0.5,7.0,-4.0,-11.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 36, ""TOMATO"": 61, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 50, ""MILK"": 207, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 2, ""SHEEP"": 0}}]",,False,3,0,3,0,567
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609258,0,0.0,379.0,T->W,0.5,379.0,9.0,-370.0,615.0,653.0,,"[{""step"": 615, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""STRAWBERRY"", 7]], ""identical_observation"": true, ""prices"": {""WHEAT"": 44, ""CARROT"": 37, ""TOMATO"": 95, ""STRAWBERRY"": 55, ""MELON"": 111, ""EGG"": 55, ""MILK"": 254, ""WOOL"": 55, ""FERTILIZER"": 14}, ""shed"": {""WHEAT"": 21, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 7, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 0, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,7,2,5,9,103
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609258,1,0.0,379.0,T->W,0.5,379.0,9.0,-370.0,615.0,653.0,,"[{""step"": 615, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""STRAWBERRY"", 7]], ""identical_observation"": true, ""prices"": {""WHEAT"": 44, ""CARROT"": 37, ""TOMATO"": 95, ""STRAWBERRY"": 55, ""MELON"": 111, ""EGG"": 55, ""MILK"": 254, ""WOOL"": 55, ""FERTILIZER"": 14}, ""shed"": {""WHEAT"": 21, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 7, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 0, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,7,2,5,9,103
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609259,0,0.0,3.0,T->W,0.5,3.0,-2.0,-5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 145, ""MELON"": 268, ""EGG"": 50, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,4,0,4,1,567
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609259,1,0.0,3.0,T->W,0.5,3.0,-2.0,-5.0,151.0,,,"[{""step"": 151, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""WOOL"", 2], [""SELL"", ""FERTILIZER"", 1], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 30, ""CARROT"": 39, ""TOMATO"": 61, ""STRAWBERRY"": 145, ""MELON"": 268, ""EGG"": 50, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,4,0,4,1,567
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609260,0,0.0,84.0,T->W,0.5,84.0,335.0,251.0,291.0,554.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 39, ""TOMATO"": 62, ""STRAWBERRY"": 150, ""MELON"": 78, ""EGG"": 54, ""MILK"": 66, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,33,7,27,27,427
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609260,1,0.0,84.0,T->W,0.5,84.0,335.0,251.0,291.0,554.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 39, ""TOMATO"": 62, ""STRAWBERRY"": 150, ""MELON"": 78, ""EGG"": 54, ""MILK"": 66, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,33,7,27,27,427
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609261,0,0.0,3.0,T->W,0.5,3.0,0.0,-3.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 62, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 208, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,2,0,2,0,427
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609261,1,0.0,3.0,T->W,0.5,3.0,0.0,-3.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 62, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 208, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,2,0,2,0,427
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609262,0,0.0,-175.0,T->L,-0.5,-175.0,-310.0,-135.0,566.0,,,"[{""step"": 566, ""baseline_market"": [[""SELL"", ""STRAWBERRY"", 4], [""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""STRAWBERRY"", 4], [""SELL"", ""WOOL"", 3], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 49, ""TOMATO"": 82, ""STRAWBERRY"": 174, ""MELON"": 106, ""EGG"": 53, ""MILK"": 30, ""WOOL"": 5, ""FERTILIZER"": 23}, ""shed"": {""WHEAT"": 19, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 3, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,14,0,14,5,152
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609262,1,0.0,-175.0,T->L,-0.5,-175.0,-310.0,-135.0,566.0,,,"[{""step"": 566, ""baseline_market"": [[""SELL"", ""STRAWBERRY"", 4], [""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""STRAWBERRY"", 4], [""SELL"", ""WOOL"", 3], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 43, ""CARROT"": 49, ""TOMATO"": 82, ""STRAWBERRY"": 174, ""MELON"": 106, ""EGG"": 53, ""MILK"": 30, ""WOOL"": 5, ""FERTILIZER"": 23}, ""shed"": {""WHEAT"": 19, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 3, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,14,0,14,5,152
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609263,0,0.0,958.0,T->W,0.5,958.0,314.0,-644.0,548.0,603.0,,"[{""step"": 548, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 44, ""TOMATO"": 64, ""STRAWBERRY"": 157, ""MELON"": 104, ""EGG"": 56, ""MILK"": 74, ""WOOL"": 1, ""FERTILIZER"": 25}, ""shed"": {""WHEAT"": 6, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,30,6,25,24,170
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609263,1,0.0,958.0,T->W,0.5,958.0,314.0,-644.0,548.0,603.0,,"[{""step"": 548, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 44, ""TOMATO"": 64, ""STRAWBERRY"": 157, ""MELON"": 104, ""EGG"": 56, ""MILK"": 74, ""WOOL"": 1, ""FERTILIZER"": 25}, ""shed"": {""WHEAT"": 6, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,30,6,25,24,170
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609264,0,0.0,-1138.0,T->L,-0.5,-1138.0,-873.0,265.0,291.0,611.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 40, ""TOMATO"": 68, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 108, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,20,3,18,21,427
holdout/m20_kagsim,m20_multi_hypothesis,B1,612609264,1,0.0,-1138.0,T->L,-0.5,-1138.0,-873.0,265.0,291.0,611.0,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 40, ""TOMATO"": 68, ""STRAWBERRY"": 199, ""MELON"": 78, ""EGG"": 51, ""MILK"": 108, ""WOOL"": 231, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,20,3,18,21,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609241,0,990.0,990.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609241,1,990.0,990.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609242,0,344.0,341.0,W->W,0.0,-3.0,-14.0,-11.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 66, ""STRAWBERRY"": 168, ""MELON"": 78, ""EGG"": 51, ""MILK"": 190, ""WOOL"": 237, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,0,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609242,1,344.0,341.0,W->W,0.0,-3.0,-14.0,-11.0,291.0,,,"[{""step"": 291, ""baseline_market"": [[""SELL"", ""MILK"", 3]], ""candidate_market"": [[""SELL"", ""MILK"", 3], [""SELL"", ""WOOL"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 38, ""CARROT"": 36, ""TOMATO"": 66, ""STRAWBERRY"": 168, ""MELON"": 78, ""EGG"": 51, ""MILK"": 190, ""WOOL"": 237, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 7, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 1, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,0,427
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609243,0,737.0,861.0,W->W,0.0,124.0,-58.0,-182.0,151.0,612.0,,"[{""step"": 151, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 51, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,21,2,20,26,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609243,1,737.0,861.0,W->W,0.0,124.0,-58.0,-182.0,151.0,612.0,,"[{""step"": 151, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 2]], ""identical_observation"": true, ""prices"": {""WHEAT"": 32, ""CARROT"": 37, ""TOMATO"": 63, ""STRAWBERRY"": 165, ""MELON"": 268, ""EGG"": 51, ""MILK"": 183, ""WOOL"": 190, ""FERTILIZER"": 90}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 2, ""FERTILIZER"": 1, ""GOOSE"": 2, ""COW"": 0, ""SHEEP"": 0}}]",,False,21,2,20,26,567
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609244,0,644.0,224.0,W->W,0.0,-420.0,-498.0,-78.0,455.0,538.0,,"[{""step"": 455, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 4]], ""identical_observation"": true, ""prices"": {""WHEAT"": 44, ""CARROT"": 36, ""TOMATO"": 74, ""STRAWBERRY"": 3, ""MELON"": 94, ""EGG"": 58, ""MILK"": 7, ""WOOL"": 177, ""FERTILIZER"": 22}, ""shed"": {""WHEAT"": 9, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 4, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,39,5,34,38,263
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609244,1,644.0,224.0,W->W,0.0,-420.0,-498.0,-78.0,455.0,538.0,,"[{""step"": 455, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""WOOL"", 4]], ""identical_observation"": true, ""prices"": {""WHEAT"": 44, ""CARROT"": 36, ""TOMATO"": 74, ""STRAWBERRY"": 3, ""MELON"": 94, ""EGG"": 58, ""MILK"": 7, ""WOOL"": 177, ""FERTILIZER"": 22}, ""shed"": {""WHEAT"": 9, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 0, ""WOOL"": 4, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,39,5,34,38,263
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609245,0,290.0,290.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609245,1,290.0,290.0,W->W,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609246,0,-657.0,-313.0,L->L,0.0,344.0,299.0,-45.0,592.0,616.0,,"[{""step"": 592, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""MILK"", 8]], ""identical_observation"": true, ""prices"": {""WHEAT"": 37, ""CARROT"": 59, ""TOMATO"": 72, ""STRAWBERRY"": 5, ""MELON"": 108, ""EGG"": 51, ""MILK"": 36, ""WOOL"": 72, ""FERTILIZER"": 20}, ""shed"": {""WHEAT"": 0, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 8, ""WOOL"": 3, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,23,3,20,11,126
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609246,1,-657.0,-313.0,L->L,0.0,344.0,299.0,-45.0,592.0,616.0,,"[{""step"": 592, ""baseline_market"": [], ""candidate_market"": [[""SELL"", ""MILK"", 8]], ""identical_observation"": true, ""prices"": {""WHEAT"": 37, ""CARROT"": 59, ""TOMATO"": 72, ""STRAWBERRY"": 5, ""MELON"": 108, ""EGG"": 51, ""MILK"": 36, ""WOOL"": 72, ""FERTILIZER"": 20}, ""shed"": {""WHEAT"": 0, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 8, ""WOOL"": 3, ""FERTILIZER"": 1, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,23,3,20,11,126
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609247,0,601.0,681.0,W->W,0.0,80.0,-1.0,-81.0,385.0,,,"[{""step"": 385, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 9], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""FERTILIZER"", 9], [""SELL"", ""WOOL"", 11], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 46, ""TOMATO"": 72, ""STRAWBERRY"": 168, ""MELON"": 89, ""EGG"": 54, ""MILK"": 34, ""WOOL"": 11, ""FERTILIZER"": 48}, ""shed"": {""WHEAT"": 25, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 11, ""FERTILIZER"": 11, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,2,268
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609247,1,601.0,681.0,W->W,0.0,80.0,-1.0,-81.0,385.0,,,"[{""step"": 385, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 9], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""FERTILIZER"", 9], [""SELL"", ""WOOL"", 11], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 41, ""CARROT"": 46, ""TOMATO"": 72, ""STRAWBERRY"": 168, ""MELON"": 89, ""EGG"": 54, ""MILK"": 34, ""WOOL"": 11, ""FERTILIZER"": 48}, ""shed"": {""WHEAT"": 25, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 11, ""FERTILIZER"": 11, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,6,0,6,2,268
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609248,0,-2.0,-2.0,L->L,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609248,1,-214.0,-214.0,L->L,0.0,0.0,0.0,0.0,,,,[],,True,0,0,0,0,0
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609249,0,-47.0,65.0,L->W,1.0,112.0,88.0,-24.0,385.0,,,"[{""step"": 385, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 9], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""FERTILIZER"", 9], [""SELL"", ""WOOL"", 5], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 36, ""TOMATO"": 72, ""STRAWBERRY"": 180, ""MELON"": 89, ""EGG"": 55, ""MILK"": 139, ""WOOL"": 11, ""FERTILIZER"": 48}, ""shed"": {""WHEAT"": 24, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 5, ""FERTILIZER"": 11, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,5,0,5,5,333
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609249,1,-47.0,65.0,L->W,1.0,112.0,88.0,-24.0,385.0,,,"[{""step"": 385, ""baseline_market"": [[""SELL"", ""FERTILIZER"", 9], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""candidate_market"": [[""SELL"", ""FERTILIZER"", 9], [""SELL"", ""WOOL"", 5], [""HIRE""], [""HIRE""], [""BUY_PRODUCT"", ""FERTILIZER"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 42, ""CARROT"": 36, ""TOMATO"": 72, ""STRAWBERRY"": 180, ""MELON"": 89, ""EGG"": 55, ""MILK"": 139, ""WOOL"": 11, ""FERTILIZER"": 48}, ""shed"": {""WHEAT"": 24, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 2, ""MILK"": 0, ""WOOL"": 5, ""FERTILIZER"": 11, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,5,0,5,5,333
holdout/m20_kagsim,m20_multi_hypothesis,metav4,612609250,0,695.0,2442.0,W->W,0.0,1747.0,1007.0,-740.0,303.0,603.0,,"[{""step"": 303, ""baseline_market"": [[""BUY_SEED"", ""WHEAT"", 1]], ""candidate_market"": [[""SELL"", ""MILK"", 6], [""BUY_SEED"", ""WHEAT"", 1]], ""identical_observation"": true, ""prices"": {""WHEAT"": 39, ""CARROT"": 46, ""TOMATO"": 62, ""STRAWBERRY"": 155, ""MELON"": 78, ""EGG"": 54, ""MILK"": 70, ""WOOL"": 93, ""FERTILIZER"": 64}, ""shed"": {""WHEAT"": 13, ""CARROT"": 0, ""TOMATO"": 0, ""STRAWBERRY"": 0, ""MELON"": 0, ""EGG"": 0, ""MILK"": 6, ""WOOL"": 0, ""FERTILIZER"": 0, ""GOOSE"": 0, ""COW"": 0, ""SHEEP"": 0}}]",,False,36,2,34,41,415
