arm,anchor,seed,seat,our_cash,opponent_cash,margin,score,learner_land_final,learner_first_extra_land,learner_max_animals,learner_max_crops,learner_max_hands,learner_animal_days,learner_crop_days,learner_animal_exits,learner_seed_units_final,learner_seed_book_cost_final,learner_move_nochange_observed,learner_move_commands,learner_buy_land_commands,opponent_land_final,opponent_first_extra_land,opponent_max_animals,opponent_max_crops,opponent_max_hands,opponent_animal_days,opponent_crop_days,opponent_animal_exits,opponent_seed_units_final,opponent_seed_book_cost_final,opponent_move_nochange_observed,opponent_move_commands,opponent_buy_land_commands
round6_sequence_bc_v1,v123,2026102203,0,10640.0,136738.0,-126098.0,0,1,,2,24,12,35.95833333333341,566.374999999999,4,70,720,0,4383,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2957,3
round6_sequence_bc_v1,v123,2026102203,1,7810.0,163401.0,-155591.0,0,2,291.0,3,41,11,33.79166666666645,678.041666666665,6,0,0,0,3743,1,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,0,0,0,2784,2
round6_sequence_bc_v1,v123,2026102204,0,12921.0,179342.0,-166421.0,0,1,,2,24,11,15.37499999999989,588.0416666666672,3,148,1480,0,4107,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,0,0,0,2958,3
round6_sequence_bc_v1,v123,2026102204,1,9443.0,145487.0,-136044.0,0,2,315.0,2,36,9,24.791666666666888,617.1249999999998,4,0,0,0,3434,1,3,151,17,58,11,398.791666666668,1242.5416666666647,1,0,0,0,2785,2
round6_sequence_bc_v1,v123,2026102205,0,1709.0,172285.0,-170576.0,0,1,,2,23,9,33.12500000000027,493.79166666666544,5,17,260,0,2882,0,3,151,17,58,11,402.7916666666644,1242.3749999999982,0,1,10,0,2856,2
round6_sequence_bc_v1,v123,2026102205,1,1808.0,131794.0,-129986.0,0,2,577.0,4,33,10,33.70833333333321,480.7916666666681,13,26,260,0,3441,1,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2782,2
round6_sequence_bc_v1,v123,2026102206,0,10454.0,158838.0,-148384.0,0,1,,2,23,12,28.75000000000024,501.2083333333333,4,36,510,0,3809,0,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,0,0,0,2782,2
round6_sequence_bc_v1,v123,2026102206,1,10534.0,129474.0,-118940.0,0,1,,2,25,12,28.9583333333332,561.5000000000006,5,0,0,0,3525,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v123,2026102207,0,14445.0,167447.0,-153002.0,0,1,,2,25,13,3.5000000000000018,623.2916666666675,2,102,1190,0,4458,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v123,2026102207,1,4474.0,188102.0,-183628.0,0,2,270.0,5,35,10,40.87499999999982,470.7500000000013,9,1,100,0,2594,1,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v123,2026102208,0,11698.0,162379.0,-150681.0,0,1,,2,23,11,38.25000000000008,585.4999999999994,4,49,670,0,3521,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3037,2
round6_sequence_bc_v1,v123,2026102208,1,3380.0,184110.0,-180730.0,0,3,315.0,3,43,8,32.62499999999998,559.7083333333339,8,10,200,0,2623,2,3,151,17,58,11,402.7916666666644,1242.4999999999982,0,0,0,0,2871,2
round6_sequence_bc_v1,v124,2026102201,0,3439.0,109861.0,-106422.0,0,1,,2,23,13,41.74999999999998,461.9999999999996,10,78,1320,0,3390,0,3,151,17,58,11,402.7916666666644,1242.4583333333312,0,1,10,0,2780,2
round6_sequence_bc_v1,v124,2026102201,1,6501.0,85623.0,-79122.0,0,1,,2,24,12,14.624999999999934,536.5000000000009,4,91,1540,0,4328,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_sequence_bc_v1,v124,2026102202,0,10851.0,155025.0,-144174.0,0,1,,2,25,12,21.37500000000005,593.4999999999972,3,129,1400,0,4339,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2783,2
round6_sequence_bc_v1,v124,2026102202,1,10172.0,158057.0,-147885.0,0,3,315.0,2,54,10,20.416666666666707,736.0833333333325,3,6,120,0,3028,2,3,151,17,58,11,402.7916666666644,1242.499999999998,0,1,10,0,2783,2
round6_sequence_bc_v1,v124,2026102203,0,3936.0,142099.0,-138163.0,0,1,,2,23,12,37.33333333333346,518.0000000000009,4,102,1530,0,4013,0,4,151,17,68,14,402.7916666666644,1357.9583333333328,0,1,10,0,2961,3
round6_sequence_bc_v1,v124,2026102203,1,4175.0,158587.0,-154412.0,0,3,291.0,2,32,9,24.25000000000015,556.2916666666669,5,0,0,0,3071,2,3,151,17,58,11,402.7916666666644,1242.5416666666647,0,1,10,0,2785,2
round6_sequence_bc_v1,v124,2026102204,0,12488.0,176205.0,-163717.0,0,1,,2,24,11,15.37499999999989,591.0416666666661,3,160,1690,0,4137,0,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round6_sequence_bc_v1,v124,2026102204,1,10331.0,137398.0,-127067.0,0,3,315.0,2,47,9,16.791666666666618,751.3749999999997,4,3,60,0,2765,2,3,151,17,58,11,398.791666666668,1242.5833333333312,1,1,10,0,2784,2
round6_sequence_bc_v1,v124,2026102205,0,982.0,170752.0,-169770.0,0,1,,2,23,9,33.25000000000026,480.12500000000006,4,45,580,0,3312,0,3,151,17,58,12,399.7916666666671,1241.458333333331,1,13,210,0,2878,2
round6_sequence_bc_v1,v124,2026102205,1,117.0,148294.0,-148177.0,0,2,363.0,4,39,14,32.04166666666704,678.2916666666677,7,54,1130,0,4200,1,4,151,17,68,14,402.7916666666644,1357.9999999999995,0,1,10,0,2984,3
round6_sequence_bc_v1,v124,2026102206,0,12174.0,160773.0,-148599.0,0,1,,2,23,12,25.29166666666681,522.8750000000005,4,30,370,0,3888,0,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,1,10,0,2786,2
round6_sequence_bc_v1,v124,2026102206,1,6911.0,131937.0,-125026.0,0,3,705.0,2,21,11,27.25000000000024,509.2500000000002,5,0,0,0,3153,2,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3042,2
round6_sequence_bc_v1,v124,2026102207,0,14794.0,163910.0,-149116.0,0,1,,2,25,12,3.5000000000000018,624.5416666666679,2,86,940,0,4491,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3126,2
round6_sequence_bc_v1,v124,2026102207,1,1694.0,183141.0,-181447.0,0,2,270.0,5,40,10,38.708333333333165,620.8333333333337,8,3,210,0,2620,1,3,151,16,58,12,384.4166666666689,1239.7916666666645,0,1,10,2,3100,2
round6_sequence_bc_v1,v124,2026102208,0,10796.0,161649.0,-150853.0,0,1,,2,23,11,40.333333333333634,593.7499999999984,5,46,640,0,3582,0,3,151,16,58,12,384.4166666666689,1250.041666666664,0,0,0,0,3047,2
round6_sequence_bc_v1,v124,2026102208,1,10184.0,179135.0,-168951.0,0,3,315.0,2,50,8,33.708333333333094,688.2500000000001,4,7,140,0,2648,2,3,151,17,58,11,402.7916666666644,1242.5833333333312,0,0,0,0,2788,2
