arm,anchor,seed,seat,side,step,cash,land,hands,animals,crops,weeds,seed_book_cost,seed_units
round5_learned,v124,2026102203,1,opponent,312,22321.0,3,0,16,57,0,0,0
round5_learned,v124,2026102203,1,opponent,336,24683.0,3,0,16,57,0,0,0
round5_learned,v124,2026102203,1,opponent,360,28848.0,3,0,16,57,0,0,0
round5_learned,v124,2026102203,1,opponent,384,38646.0,3,0,16,57,0,10,1
round5_learned,v124,2026102203,1,opponent,408,46896.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,432,54585.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,456,62852.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,480,70172.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,504,79408.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,528,91035.0,3,0,16,57,1,10,1
round5_learned,v124,2026102203,1,opponent,552,99396.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,576,109003.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,600,119979.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,624,131202.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,648,137488.0,3,0,16,58,0,10,1
round5_learned,v124,2026102203,1,opponent,672,146473.0,3,0,16,46,0,10,1
round5_learned,v124,2026102203,1,opponent,696,154859.0,3,0,16,21,0,10,1
round5_learned,v124,2026102203,1,opponent,719,174675.0,3,11,16,0,0,10,1
round5_learned,v124,2026102204,0,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102204,0,learner,24,2169.0,1,0,0,8,0,170,10
round5_learned,v124,2026102204,0,learner,48,2165.0,1,0,0,18,0,0,0
round5_learned,v124,2026102204,0,learner,72,513.0,1,0,0,24,0,1000,11
round5_learned,v124,2026102204,0,learner,96,56.0,1,0,0,23,2,920,10
round5_learned,v124,2026102204,0,learner,120,102.0,1,0,0,20,5,660,7
round5_learned,v124,2026102204,0,learner,144,200.0,1,0,0,19,6,680,7
round5_learned,v124,2026102204,0,learner,168,396.0,1,0,0,15,10,680,7
round5_learned,v124,2026102204,0,learner,192,297.0,1,0,0,13,11,680,7
round5_learned,v124,2026102204,0,learner,216,170.0,1,0,0,15,8,480,5
round5_learned,v124,2026102204,0,learner,240,39.0,1,0,0,16,8,380,4
round5_learned,v124,2026102204,0,learner,264,281.0,1,0,0,23,1,200,8
round5_learned,v124,2026102204,0,learner,288,4.0,1,0,0,24,0,320,11
round5_learned,v124,2026102204,0,learner,312,195.0,1,0,0,22,1,850,14
round5_learned,v124,2026102204,0,learner,336,5511.0,2,0,0,31,1,670,14
round5_learned,v124,2026102204,0,learner,360,4890.0,2,0,0,34,0,1650,26
round5_learned,v124,2026102204,0,learner,384,2677.0,3,0,0,39,0,1880,31
round5_learned,v124,2026102204,0,learner,408,2832.0,3,0,0,40,0,2370,44
round5_learned,v124,2026102204,0,learner,432,2691.0,3,0,0,36,5,2700,50
round5_learned,v124,2026102204,0,learner,456,3579.0,3,0,0,41,4,1990,51
round5_learned,v124,2026102204,0,learner,480,3789.0,3,0,0,40,5,2200,63
round5_learned,v124,2026102204,0,learner,504,3775.0,3,0,0,44,14,1910,61
round5_learned,v124,2026102204,0,learner,528,3703.0,3,0,0,57,9,1800,59
round5_learned,v124,2026102204,0,learner,552,3335.0,3,0,0,56,13,1710,59
round5_learned,v124,2026102204,0,learner,576,3667.0,3,0,0,56,14,1970,74
round5_learned,v124,2026102204,0,learner,600,4777.0,3,0,0,54,16,1750,72
round5_learned,v124,2026102204,0,learner,624,5445.0,3,0,0,50,20,2170,97
round5_learned,v124,2026102204,0,learner,648,5569.0,3,0,0,48,21,2110,93
round5_learned,v124,2026102204,0,learner,672,4966.0,3,0,0,51,19,1900,82
round5_learned,v124,2026102204,0,learner,696,2937.0,3,0,0,50,17,1630,68
round5_learned,v124,2026102204,0,learner,719,3881.0,3,16,0,56,11,1410,47
round5_learned,v124,2026102204,0,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102204,0,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v124,2026102204,0,opponent,48,96.0,1,0,4,19,0,0,0
round5_learned,v124,2026102204,0,opponent,72,214.0,1,0,5,19,0,0,0
round5_learned,v124,2026102204,0,opponent,96,303.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,0,opponent,120,731.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,0,opponent,144,863.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,0,opponent,168,907.0,2,0,8,29,0,0,0
round5_learned,v124,2026102204,0,opponent,192,980.0,2,0,10,37,0,0,0
round5_learned,v124,2026102204,0,opponent,216,1819.0,2,0,12,37,0,0,0
round5_learned,v124,2026102204,0,opponent,240,3036.0,2,0,12,37,0,0,0
round5_learned,v124,2026102204,0,opponent,264,18070.0,2,0,15,32,0,0,0
round5_learned,v124,2026102204,0,opponent,288,17949.0,3,0,16,53,0,0,0
round5_learned,v124,2026102204,0,opponent,312,22125.0,3,0,16,57,0,0,0
round5_learned,v124,2026102204,0,opponent,336,24733.0,3,0,16,57,0,0,0
round5_learned,v124,2026102204,0,opponent,360,30075.0,3,0,16,57,0,0,0
round5_learned,v124,2026102204,0,opponent,384,35962.0,3,0,16,57,0,10,1
round5_learned,v124,2026102204,0,opponent,408,44696.0,3,0,16,58,0,10,1
round5_learned,v124,2026102204,0,opponent,432,50884.0,3,0,16,58,0,10,1
round5_learned,v124,2026102204,0,opponent,456,52347.0,4,0,16,68,0,10,1
round5_learned,v124,2026102204,0,opponent,480,58010.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,504,65610.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,528,74906.0,4,0,16,67,2,10,1
round5_learned,v124,2026102204,0,opponent,552,82769.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,576,89735.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,600,95339.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,624,101892.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,648,110605.0,4,0,16,68,1,10,1
round5_learned,v124,2026102204,0,opponent,672,119218.0,4,0,16,56,1,10,1
round5_learned,v124,2026102204,0,opponent,696,131253.0,4,0,16,31,1,10,1
round5_learned,v124,2026102204,0,opponent,719,146626.0,4,13,16,10,1,10,1
round5_learned,v124,2026102204,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102204,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v124,2026102204,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v124,2026102204,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v124,2026102204,1,learner,96,913.0,1,0,0,23,0,580,6
round5_learned,v124,2026102204,1,learner,120,567.0,1,0,0,22,3,500,5
round5_learned,v124,2026102204,1,learner,144,20.0,1,0,0,22,3,600,6
round5_learned,v124,2026102204,1,learner,168,0.0,1,0,0,22,3,900,9
round5_learned,v124,2026102204,1,learner,192,175.0,1,0,0,21,4,1000,10
round5_learned,v124,2026102204,1,learner,216,70.0,1,0,0,13,12,1000,10
round5_learned,v124,2026102204,1,learner,240,1.0,1,0,0,14,11,1000,10
round5_learned,v124,2026102204,1,learner,264,56.0,1,0,0,18,7,670,9
round5_learned,v124,2026102204,1,learner,288,2.0,1,0,0,20,5,470,7
round5_learned,v124,2026102204,1,learner,312,0.0,1,0,0,21,4,270,5
round5_learned,v124,2026102204,1,learner,336,1038.0,2,0,0,15,10,320,10
round5_learned,v124,2026102204,1,learner,360,5.0,2,0,0,21,5,210,12
round5_learned,v124,2026102204,1,learner,384,2641.0,2,0,0,29,2,480,17
round5_learned,v124,2026102204,1,learner,408,2119.0,3,0,0,36,0,530,17
round5_learned,v124,2026102204,1,learner,432,1600.0,3,0,0,43,0,460,19
round5_learned,v124,2026102204,1,learner,456,1674.0,3,0,0,50,0,370,19
round5_learned,v124,2026102204,1,learner,480,2187.0,3,0,0,50,5,450,27
round5_learned,v124,2026102204,1,learner,504,2330.0,3,0,0,50,8,410,23
round5_learned,v124,2026102204,1,learner,528,3996.0,3,0,0,58,5,390,21
round5_learned,v124,2026102204,1,learner,552,5044.0,3,0,0,57,9,380,20
round5_learned,v124,2026102204,1,learner,576,6423.0,3,0,0,45,21,400,22
round5_learned,v124,2026102204,1,learner,600,7904.0,3,0,0,44,20,350,17
round5_learned,v124,2026102204,1,learner,624,10040.0,3,0,0,44,22,320,14
round5_learned,v124,2026102204,1,learner,648,11320.0,3,0,0,47,21,510,25
round5_learned,v124,2026102204,1,learner,672,12709.0,3,0,0,53,16,420,17
round5_learned,v124,2026102204,1,learner,696,11875.0,3,0,0,54,17,390,16
round5_learned,v124,2026102204,1,learner,719,9850.0,3,17,0,53,15,220,3
round5_learned,v124,2026102204,1,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102204,1,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v124,2026102204,1,opponent,48,99.0,1,0,4,19,0,0,0
round5_learned,v124,2026102204,1,opponent,72,215.0,1,0,5,19,0,0,0
round5_learned,v124,2026102204,1,opponent,96,302.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,1,opponent,120,727.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,1,opponent,144,860.0,1,0,6,19,0,0,0
round5_learned,v124,2026102204,1,opponent,168,1300.0,2,0,8,29,0,0,0
round5_learned,v124,2026102204,1,opponent,192,774.0,2,0,10,37,0,0,0
round5_learned,v124,2026102204,1,opponent,216,2054.0,2,0,12,37,0,0,0
round5_learned,v124,2026102204,1,opponent,240,3154.0,2,0,13,37,0,0,0
round5_learned,v124,2026102204,1,opponent,264,17794.0,2,0,16,32,0,0,0
round5_learned,v124,2026102204,1,opponent,288,19169.0,3,0,17,53,0,0,0
round5_learned,v124,2026102204,1,opponent,312,23625.0,3,0,17,57,0,0,0
round5_learned,v124,2026102204,1,opponent,336,26630.0,3,0,17,57,0,0,0
round5_learned,v124,2026102204,1,opponent,360,32735.0,3,0,17,57,0,0,0
round5_learned,v124,2026102204,1,opponent,384,42213.0,3,0,17,57,0,10,1
round5_learned,v124,2026102204,1,opponent,408,52327.0,3,0,17,58,0,10,1
round5_learned,v124,2026102204,1,opponent,432,58406.0,3,0,17,58,0,10,1
round5_learned,v124,2026102204,1,opponent,456,60706.0,4,0,17,68,0,10,1
round5_learned,v124,2026102204,1,opponent,480,67027.0,4,0,17,68,0,10,1
round5_learned,v124,2026102204,1,opponent,504,75321.0,4,0,17,68,0,10,1
round5_learned,v124,2026102204,1,opponent,528,86049.0,4,0,17,67,2,10,1
round5_learned,v124,2026102204,1,opponent,552,95522.0,4,0,17,68,1,10,1
round5_learned,v124,2026102204,1,opponent,576,104536.0,4,0,17,68,1,10,1
round5_learned,v124,2026102204,1,opponent,600,112795.0,4,0,17,68,1,10,1
round5_learned,v124,2026102204,1,opponent,624,121432.0,4,0,17,68,1,10,1
round5_learned,v124,2026102204,1,opponent,648,128995.0,4,0,17,68,1,10,1
round5_learned,v124,2026102204,1,opponent,672,143642.0,4,0,17,56,1,10,1
round5_learned,v124,2026102204,1,opponent,696,154511.0,4,0,17,31,1,10,1
round5_learned,v124,2026102204,1,opponent,719,177130.0,4,13,17,10,1,10,1
round5_learned,v124,2026102205,0,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102205,0,learner,24,2169.0,1,0,0,8,0,170,10
round5_learned,v124,2026102205,0,learner,48,2165.0,1,0,0,18,0,0,0
round5_learned,v124,2026102205,0,learner,72,513.0,1,0,0,24,0,1000,11
round5_learned,v124,2026102205,0,learner,96,477.0,1,0,0,24,1,760,8
round5_learned,v124,2026102205,0,learner,120,33.0,1,0,0,17,8,1080,11
round5_learned,v124,2026102205,0,learner,144,83.0,1,0,0,14,11,800,8
round5_learned,v124,2026102205,0,learner,168,373.0,1,0,0,14,11,700,7
round5_learned,v124,2026102205,0,learner,192,260.0,1,0,0,15,9,500,5
round5_learned,v124,2026102205,0,learner,216,317.0,1,0,0,14,9,400,4
round5_learned,v124,2026102205,0,learner,240,228.0,1,0,0,15,9,230,5
round5_learned,v124,2026102205,0,learner,264,3.0,1,0,0,20,4,220,13
round5_learned,v124,2026102205,0,learner,288,1.0,1,0,0,20,4,220,13
round5_learned,v124,2026102205,0,learner,312,52.0,1,0,0,17,5,1120,22
round5_learned,v124,2026102205,0,learner,336,323.0,1,0,0,21,3,1430,26
round5_learned,v124,2026102205,0,learner,360,4288.0,1,0,0,21,3,1740,30
round5_learned,v124,2026102205,0,learner,384,1696.0,3,0,0,35,3,1600,34
round5_learned,v124,2026102205,0,learner,408,185.0,3,0,0,45,1,2170,50
round5_learned,v124,2026102205,0,learner,432,11.0,3,0,0,50,1,2280,61
round5_learned,v124,2026102205,0,learner,456,4.0,3,0,0,51,1,2200,62
round5_learned,v124,2026102205,0,learner,480,6.0,3,0,0,43,15,2130,64
round5_learned,v124,2026102205,0,learner,504,1902.0,3,0,0,44,15,2430,79
round5_learned,v124,2026102205,0,learner,528,1518.0,3,0,0,43,24,1150,69
round5_learned,v124,2026102205,0,learner,552,1807.0,3,0,0,46,24,1720,100
round5_learned,v124,2026102205,0,learner,576,610.0,3,0,0,42,29,2700,152
round5_learned,v124,2026102205,0,learner,600,1270.0,3,0,0,43,29,2820,160
round5_learned,v124,2026102205,0,learner,624,1140.0,3,0,0,43,30,2580,148
round5_learned,v124,2026102205,0,learner,648,1497.0,3,0,0,37,35,2600,149
round5_learned,v124,2026102205,0,learner,672,2776.0,3,0,0,35,36,2750,157
round5_learned,v124,2026102205,0,learner,696,3961.0,3,0,0,36,36,2750,157
round5_learned,v124,2026102205,0,learner,719,5161.0,3,9,0,37,34,2780,159
round5_learned,v124,2026102205,0,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102205,0,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v124,2026102205,0,opponent,48,96.0,1,0,4,19,0,0,0
round5_learned,v124,2026102205,0,opponent,72,214.0,1,0,5,19,0,0,0
round5_learned,v124,2026102205,0,opponent,96,303.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,0,opponent,120,728.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,0,opponent,144,861.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,0,opponent,168,902.0,2,0,8,29,0,0,0
round5_learned,v124,2026102205,0,opponent,192,775.0,2,0,10,37,0,0,0
round5_learned,v124,2026102205,0,opponent,216,1597.0,2,0,12,37,0,0,0
round5_learned,v124,2026102205,0,opponent,240,2698.0,2,0,13,37,0,0,0
round5_learned,v124,2026102205,0,opponent,264,16615.0,2,0,16,32,0,0,0
round5_learned,v124,2026102205,0,opponent,288,17286.0,3,0,17,53,0,0,0
round5_learned,v124,2026102205,0,opponent,312,21144.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,0,opponent,336,23384.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,0,opponent,360,27650.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,0,opponent,384,32932.0,3,0,17,57,0,10,1
round5_learned,v124,2026102205,0,opponent,408,40815.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,432,46461.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,456,52179.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,480,56986.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,504,64218.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,528,73719.0,3,0,17,57,1,10,1
round5_learned,v124,2026102205,0,opponent,552,80923.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,576,88982.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,600,96668.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,624,102417.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,648,106046.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,0,opponent,672,117945.0,3,0,17,46,0,10,1
round5_learned,v124,2026102205,0,opponent,696,122576.0,3,0,17,21,1,10,1
round5_learned,v124,2026102205,0,opponent,719,139651.0,3,11,17,0,1,10,1
round5_learned,v124,2026102205,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102205,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v124,2026102205,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v124,2026102205,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v124,2026102205,1,learner,96,913.0,1,0,0,24,0,380,4
round5_learned,v124,2026102205,1,learner,120,664.0,1,0,0,22,2,100,1
round5_learned,v124,2026102205,1,learner,144,861.0,1,0,0,22,2,0,0
round5_learned,v124,2026102205,1,learner,168,9.0,1,0,0,22,1,1040,13
round5_learned,v124,2026102205,1,learner,192,61.0,1,0,0,22,1,1040,13
round5_learned,v124,2026102205,1,learner,216,7.0,1,0,0,23,0,960,12
round5_learned,v124,2026102205,1,learner,240,0.0,1,0,0,21,2,960,12
round5_learned,v124,2026102205,1,learner,264,151.0,1,0,0,16,6,960,12
round5_learned,v124,2026102205,1,learner,288,3.0,1,0,0,20,4,610,13
round5_learned,v124,2026102205,1,learner,312,1.0,1,0,0,18,4,610,13
round5_learned,v124,2026102205,1,learner,336,957.0,2,0,0,12,15,480,14
round5_learned,v124,2026102205,1,learner,360,78.0,2,0,0,26,5,320,16
round5_learned,v124,2026102205,1,learner,384,4.0,2,0,0,31,2,280,12
round5_learned,v124,2026102205,1,learner,408,4085.0,2,0,0,29,3,630,27
round5_learned,v124,2026102205,1,learner,432,4432.0,2,0,0,24,10,680,31
round5_learned,v124,2026102205,1,learner,456,4796.0,2,0,0,26,8,710,38
round5_learned,v124,2026102205,1,learner,480,4977.0,2,0,0,24,9,790,46
round5_learned,v124,2026102205,1,learner,504,5341.0,2,0,0,24,9,880,55
round5_learned,v124,2026102205,1,learner,528,5588.0,2,0,0,20,13,980,65
round5_learned,v124,2026102205,1,learner,552,5955.0,2,0,0,19,15,1080,75
round5_learned,v124,2026102205,1,learner,576,6178.0,2,0,0,16,17,1160,83
round5_learned,v124,2026102205,1,learner,600,6629.0,2,0,0,16,15,1260,93
round5_learned,v124,2026102205,1,learner,624,7076.0,2,0,0,16,15,1350,102
round5_learned,v124,2026102205,1,learner,648,8371.0,2,0,0,19,14,1360,103
round5_learned,v124,2026102205,1,learner,672,7782.0,2,0,0,21,14,1400,107
round5_learned,v124,2026102205,1,learner,696,7485.0,2,0,0,20,14,1390,106
round5_learned,v124,2026102205,1,learner,719,5562.0,2,16,0,30,12,1280,95
round5_learned,v124,2026102205,1,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102205,1,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v124,2026102205,1,opponent,48,99.0,1,0,4,19,0,0,0
round5_learned,v124,2026102205,1,opponent,72,215.0,1,0,5,19,0,0,0
round5_learned,v124,2026102205,1,opponent,96,301.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,1,opponent,120,726.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,1,opponent,144,859.0,1,0,6,19,0,0,0
round5_learned,v124,2026102205,1,opponent,168,1241.0,2,0,8,29,0,0,0
round5_learned,v124,2026102205,1,opponent,192,715.0,2,0,10,37,0,0,0
round5_learned,v124,2026102205,1,opponent,216,1736.0,2,0,12,37,0,0,0
round5_learned,v124,2026102205,1,opponent,240,2835.0,2,0,13,37,0,0,0
round5_learned,v124,2026102205,1,opponent,264,17193.0,2,0,16,32,0,0,0
round5_learned,v124,2026102205,1,opponent,288,18435.0,3,0,17,53,0,0,0
round5_learned,v124,2026102205,1,opponent,312,22795.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,1,opponent,336,25589.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,1,opponent,360,31121.0,3,0,17,57,0,0,0
round5_learned,v124,2026102205,1,opponent,384,39156.0,3,0,17,57,0,10,1
round5_learned,v124,2026102205,1,opponent,408,48278.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,1,opponent,432,53830.0,3,0,17,58,0,10,1
round5_learned,v124,2026102205,1,opponent,456,55169.0,4,0,17,68,0,10,1
round5_learned,v124,2026102205,1,opponent,480,60469.0,4,0,17,68,0,10,1
round5_learned,v124,2026102205,1,opponent,504,67400.0,4,0,17,68,0,10,1
round5_learned,v124,2026102205,1,opponent,528,76039.0,4,0,17,67,2,10,1
round5_learned,v124,2026102205,1,opponent,552,83170.0,4,0,17,68,1,10,1
round5_learned,v124,2026102205,1,opponent,576,89801.0,4,0,17,68,1,10,1
round5_learned,v124,2026102205,1,opponent,600,95456.0,4,0,17,68,1,10,1
round5_learned,v124,2026102205,1,opponent,624,102093.0,4,0,17,68,1,10,1
round5_learned,v124,2026102205,1,opponent,648,110057.0,4,0,17,68,1,10,1
round5_learned,v124,2026102205,1,opponent,672,123587.0,4,0,17,56,1,10,1
round5_learned,v124,2026102205,1,opponent,696,133442.0,4,0,17,31,2,10,1
round5_learned,v124,2026102205,1,opponent,719,154553.0,4,13,17,10,2,10,1
round5_learned,v124,2026102206,0,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102206,0,learner,24,2169.0,1,0,0,8,0,170,10
round5_learned,v124,2026102206,0,learner,48,2165.0,1,0,0,18,0,0,0
round5_learned,v124,2026102206,0,learner,72,513.0,1,0,0,24,0,1000,11
round5_learned,v124,2026102206,0,learner,96,477.0,1,0,0,23,2,760,8
round5_learned,v124,2026102206,0,learner,120,443.0,1,0,0,16,9,580,6
round5_learned,v124,2026102206,0,learner,144,196.0,1,0,0,12,13,860,9
round5_learned,v124,2026102206,0,learner,168,251.0,1,0,0,12,13,780,8
round5_learned,v124,2026102206,0,learner,192,212.0,1,0,0,10,15,780,8
round5_learned,v124,2026102206,0,learner,216,275.0,1,0,0,10,15,700,7
round5_learned,v124,2026102206,0,learner,240,218.0,1,0,0,11,14,700,7
round5_learned,v124,2026102206,0,learner,264,153.0,1,0,0,14,10,470,11
round5_learned,v124,2026102206,0,learner,288,0.0,1,0,0,18,7,170,8
round5_learned,v124,2026102206,0,learner,312,134.0,1,0,0,20,5,890,17
round5_learned,v124,2026102206,0,learner,336,6.0,1,0,0,22,2,330,15
round5_learned,v124,2026102206,0,learner,360,3451.0,1,0,0,22,2,1440,27
round5_learned,v124,2026102206,0,learner,384,4447.0,1,0,0,20,4,2340,36
round5_learned,v124,2026102206,0,learner,408,259.0,3,0,0,37,3,1640,38
round5_learned,v124,2026102206,0,learner,432,700.0,3,0,0,43,3,1570,40
round5_learned,v124,2026102206,0,learner,456,177.0,3,0,0,46,5,1520,44
round5_learned,v124,2026102206,0,learner,480,3.0,3,0,0,51,6,1450,37
round5_learned,v124,2026102206,0,learner,504,2.0,3,0,0,51,9,1660,40
round5_learned,v124,2026102206,0,learner,528,157.0,3,0,0,44,17,2380,58
round5_learned,v124,2026102206,0,learner,552,116.0,3,0,0,49,16,1750,54
round5_learned,v124,2026102206,0,learner,576,3762.0,3,0,0,67,4,1100,43
round5_learned,v124,2026102206,0,learner,600,3360.0,3,0,0,71,2,1300,57
round5_learned,v124,2026102206,0,learner,624,4544.0,3,0,0,69,4,1000,50
round5_learned,v124,2026102206,0,learner,648,6129.0,3,0,0,69,5,860,46
round5_learned,v124,2026102206,0,learner,672,8828.0,3,0,0,72,2,880,44
round5_learned,v124,2026102206,0,learner,696,10636.0,3,0,0,69,5,770,35
round5_learned,v124,2026102206,0,learner,719,14920.0,3,13,0,70,4,680,27
round5_learned,v124,2026102206,0,opponent,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102206,0,opponent,24,30.0,1,0,4,19,0,0,0
round5_learned,v124,2026102206,0,opponent,48,96.0,1,0,4,19,0,0,0
round5_learned,v124,2026102206,0,opponent,72,214.0,1,0,5,19,0,0,0
round5_learned,v124,2026102206,0,opponent,96,304.0,1,0,6,19,0,0,0
round5_learned,v124,2026102206,0,opponent,120,727.0,1,0,6,19,0,0,0
round5_learned,v124,2026102206,0,opponent,144,862.0,1,0,6,19,0,0,0
round5_learned,v124,2026102206,0,opponent,168,905.0,2,0,8,29,0,0,0
round5_learned,v124,2026102206,0,opponent,192,778.0,2,0,10,37,0,0,0
round5_learned,v124,2026102206,0,opponent,216,1579.0,2,0,12,37,0,0,0
round5_learned,v124,2026102206,0,opponent,240,2665.0,2,0,13,37,0,0,0
round5_learned,v124,2026102206,0,opponent,264,18026.0,2,0,16,32,0,0,0
round5_learned,v124,2026102206,0,opponent,288,18463.0,3,0,17,53,0,0,0
round5_learned,v124,2026102206,0,opponent,312,22572.0,3,0,17,57,0,0,0
round5_learned,v124,2026102206,0,opponent,336,25160.0,3,0,17,57,0,0,0
round5_learned,v124,2026102206,0,opponent,360,30424.0,3,0,17,57,0,0,0
round5_learned,v124,2026102206,0,opponent,384,37557.0,3,0,17,57,0,10,1
round5_learned,v124,2026102206,0,opponent,408,48534.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,432,55305.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,456,63209.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,480,70174.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,504,80108.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,528,92662.0,3,0,17,57,1,10,1
round5_learned,v124,2026102206,0,opponent,552,103425.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,576,114287.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,600,124816.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,624,133419.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,648,139252.0,3,0,17,58,0,10,1
round5_learned,v124,2026102206,0,opponent,672,153670.0,3,0,17,46,0,10,1
round5_learned,v124,2026102206,0,opponent,696,160972.0,3,0,17,21,0,10,1
round5_learned,v124,2026102206,0,opponent,719,181512.0,3,11,17,0,0,10,1
round5_learned,v124,2026102206,1,learner,0,3000.0,1,0,0,0,0,0,0
round5_learned,v124,2026102206,1,learner,24,2309.0,1,0,0,8,0,100,10
round5_learned,v124,2026102206,1,learner,48,2381.0,1,0,0,18,0,0,0
round5_learned,v124,2026102206,1,learner,72,887.0,1,0,0,19,1,1080,12
round5_learned,v124,2026102206,1,learner,96,913.0,1,0,0,24,0,380,4
round5_learned,v124,2026102206,1,learner,120,664.0,1,0,0,22,2,100,1
round5_learned,v124,2026102206,1,learner,144,861.0,1,0,0,22,2,0,0
round5_learned,v124,2026102206,1,learner,168,85.0,1,0,0,23,1,890,10
round5_learned,v124,2026102206,1,learner,192,20.0,1,0,0,23,1,890,10
round5_learned,v124,2026102206,1,learner,216,0.0,1,0,0,23,1,890,10
round5_learned,v124,2026102206,1,learner,240,238.0,1,0,0,20,4,890,10
round5_learned,v124,2026102206,1,learner,264,19.0,1,0,0,11,13,790,9
round5_learned,v124,2026102206,1,learner,288,7.0,1,0,0,14,10,490,6
round5_learned,v124,2026102206,1,learner,312,0.0,1,0,0,14,10,290,4
round5_learned,v124,2026102206,1,learner,336,6.0,1,0,0,15,8,50,1
round5_learned,v124,2026102206,1,learner,360,2.0,1,0,0,15,6,50,1
round5_learned,v124,2026102206,1,learner,384,2863.0,1,0,0,22,3,800,20
