anchor,seed,seat,record,role,money,land,crops,animals,empty_pasture,hands,shed_units,carried_units
v122,2026102308,1,360,opponent,33691.0,3,57,17,0,0,53,0
v122,2026102308,1,480,A2,11797.0,1,0,0,23,0,1,0
v122,2026102308,1,480,opponent,76736.0,3,58,16,1,0,80,0
v122,2026102308,1,600,A2,11697.0,1,0,0,25,0,1,0
v122,2026102308,1,600,opponent,128583.0,3,58,16,1,0,99,0
v122,2026102308,1,696,A2,11657.0,1,0,0,25,0,1,0
v122,2026102308,1,696,opponent,172076.0,3,21,16,1,0,96,0
v122,2026102308,1,719,A2,11624.0,1,0,0,25,7,1,0
v122,2026102308,1,719,opponent,184776.0,3,0,16,1,11,0,0
v122,2026102309,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102309,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102309,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102309,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102309,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102309,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102309,0,96,A2,670.0,1,12,4,2,0,17,0
v122,2026102309,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102309,0,144,A2,1106.0,1,6,4,2,0,33,0
v122,2026102309,0,144,opponent,798.0,1,19,6,0,0,18,0
v122,2026102309,0,192,A2,1799.0,1,9,2,4,0,31,0
v122,2026102309,0,192,opponent,548.0,2,37,10,3,0,10,0
v122,2026102309,0,240,A2,1840.0,1,12,2,7,0,54,0
v122,2026102309,0,240,opponent,2734.0,2,37,13,0,0,39,0
v122,2026102309,0,288,A2,2579.0,1,1,2,16,0,73,0
v122,2026102309,0,288,opponent,18800.0,3,53,17,0,0,67,0
v122,2026102309,0,360,A2,10853.0,1,0,2,22,0,12,0
v122,2026102309,0,360,opponent,30892.0,3,57,17,0,0,55,0
v122,2026102309,0,480,A2,11940.0,1,0,0,24,0,0,0
v122,2026102309,0,480,opponent,60630.0,3,58,17,0,0,79,0
v122,2026102309,0,600,A2,11840.0,1,0,0,24,0,0,0
v122,2026102309,0,600,opponent,93214.0,3,58,17,0,0,100,0
v122,2026102309,0,696,A2,11800.0,1,0,0,24,0,0,0
v122,2026102309,0,696,opponent,115867.0,3,21,17,0,0,99,0
v122,2026102309,0,719,A2,11746.0,1,0,0,24,8,0,0
v122,2026102309,0,719,opponent,124983.0,3,0,17,0,11,0,0
v122,2026102309,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102309,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102309,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102309,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102309,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102309,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102309,1,96,A2,160.0,1,19,3,3,0,17,0
v122,2026102309,1,96,opponent,285.0,1,19,6,0,0,12,0
v122,2026102309,1,144,A2,670.0,1,11,3,4,0,36,0
v122,2026102309,1,144,opponent,818.0,1,19,6,0,0,18,0
v122,2026102309,1,192,A2,1218.0,1,10,3,8,0,34,0
v122,2026102309,1,192,opponent,684.0,2,37,10,3,0,9,0
v122,2026102309,1,240,A2,2384.0,1,12,2,9,0,55,0
v122,2026102309,1,240,opponent,3041.0,2,37,13,0,0,39,0
v122,2026102309,1,288,A2,3528.0,1,4,1,13,0,46,0
v122,2026102309,1,288,opponent,19157.0,3,53,17,0,0,81,0
v122,2026102309,1,360,A2,11757.0,1,0,1,19,0,8,0
v122,2026102309,1,360,opponent,33571.0,3,57,17,0,0,64,0
v122,2026102309,1,480,A2,12030.0,1,0,0,22,0,1,0
v122,2026102309,1,480,opponent,74919.0,3,58,17,0,0,88,0
v122,2026102309,1,600,A2,11930.0,1,0,0,22,0,1,0
v122,2026102309,1,600,opponent,132653.0,3,58,17,0,0,94,0
v122,2026102309,1,696,A2,11870.0,1,0,0,22,0,1,0
v122,2026102309,1,696,opponent,171177.0,3,21,17,0,0,98,0
v122,2026102309,1,719,A2,11816.0,1,0,0,22,8,1,0
v122,2026102309,1,719,opponent,188593.0,3,0,17,0,11,0,0
v122,2026102310,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102310,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102310,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102310,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102310,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102310,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102310,0,96,A2,608.0,1,13,3,3,0,26,0
v122,2026102310,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102310,0,144,A2,1320.0,1,9,3,3,0,31,0
v122,2026102310,0,144,opponent,798.0,1,19,6,0,0,18,0
v122,2026102310,0,192,A2,1673.0,1,14,3,4,0,43,0
v122,2026102310,0,192,opponent,643.0,2,37,10,3,0,9,0
v122,2026102310,0,240,A2,2705.0,1,17,3,4,0,69,0
v122,2026102310,0,240,opponent,2700.0,2,37,13,0,0,39,0
v122,2026102310,0,288,A2,3467.0,1,4,3,12,0,86,0
v122,2026102310,0,288,opponent,18316.0,3,53,17,0,0,81,0
v122,2026102310,0,360,A2,9746.0,1,2,2,18,0,33,0
v122,2026102310,0,360,opponent,30411.0,3,57,17,0,0,64,0
v122,2026102310,0,480,A2,15428.0,1,0,0,22,0,0,0
v122,2026102310,0,480,opponent,61008.0,4,68,17,0,0,72,0
v122,2026102310,0,600,A2,14206.0,2,1,0,27,0,2,0
v122,2026102310,0,600,opponent,101770.0,4,68,17,0,0,97,0
v122,2026102310,0,696,A2,14082.0,2,0,0,27,0,0,0
v122,2026102310,0,696,opponent,137569.0,4,31,15,2,0,100,0
v122,2026102310,0,719,A2,14028.0,2,0,0,35,8,0,0
v122,2026102310,0,719,opponent,156926.0,4,10,15,2,13,0,3
v122,2026102310,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102310,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102310,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102310,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102310,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102310,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102310,1,96,A2,310.0,1,16,3,3,0,23,0
v122,2026102310,1,96,opponent,284.0,1,19,6,0,0,12,0
v122,2026102310,1,144,A2,835.0,1,9,3,3,0,40,0
v122,2026102310,1,144,opponent,817.0,1,19,6,0,0,18,0
v122,2026102310,1,192,A2,1140.0,1,16,2,5,0,40,0
v122,2026102310,1,192,opponent,684.0,2,37,10,3,0,9,0
v122,2026102310,1,240,A2,1170.0,1,18,2,5,0,63,0
v122,2026102310,1,240,opponent,2520.0,2,37,13,0,0,39,0
v122,2026102310,1,288,A2,1431.0,1,10,2,5,0,84,0
v122,2026102310,1,288,opponent,17601.0,3,53,17,0,0,81,0
v122,2026102310,1,360,A2,3934.0,1,0,2,19,0,72,0
v122,2026102310,1,360,opponent,28430.0,3,57,17,0,0,72,0
v122,2026102310,1,480,A2,8763.0,1,1,0,23,0,1,0
v122,2026102310,1,480,opponent,57381.0,3,58,17,0,0,79,0
v122,2026102310,1,600,A2,8683.0,1,1,0,23,0,1,0
v122,2026102310,1,600,opponent,86596.0,3,58,17,0,0,98,0
v122,2026102310,1,696,A2,8623.0,1,0,0,23,0,1,0
v122,2026102310,1,696,opponent,108055.0,3,21,17,0,0,98,0
v122,2026102310,1,719,A2,8569.0,1,0,0,23,8,1,0
v122,2026102310,1,719,opponent,120804.0,3,0,17,0,11,0,0
v122,2026102311,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102311,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102311,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102311,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102311,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102311,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102311,0,96,A2,670.0,1,12,4,2,0,17,0
v122,2026102311,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102311,0,144,A2,1090.0,1,7,4,2,0,40,0
v122,2026102311,0,144,opponent,802.0,1,19,6,0,0,18,0
v122,2026102311,0,192,A2,1828.0,1,12,3,5,0,44,0
v122,2026102311,0,192,opponent,833.0,2,37,10,3,0,9,0
v122,2026102311,0,240,A2,3255.0,1,16,3,5,0,66,0
v122,2026102311,0,240,opponent,2536.0,2,37,13,0,0,39,0
v122,2026102311,0,288,A2,4161.0,1,10,3,7,0,77,0
v122,2026102311,0,288,opponent,17459.0,3,53,17,0,0,68,0
v122,2026102311,0,360,A2,6470.0,1,4,2,15,0,53,0
v122,2026102311,0,360,opponent,27691.0,3,57,17,0,0,51,0
v122,2026102311,0,480,A2,12267.0,1,0,0,24,0,0,0
v122,2026102311,0,480,opponent,52167.0,3,58,17,0,0,93,0
v122,2026102311,0,600,A2,12197.0,1,0,0,24,0,0,0
v122,2026102311,0,600,opponent,79753.0,3,58,17,0,0,100,0
v122,2026102311,0,696,A2,12157.0,1,0,0,24,0,0,0
v122,2026102311,0,696,opponent,95795.0,3,21,16,0,0,89,0
v122,2026102311,0,719,A2,12137.0,1,0,0,24,6,0,0
v122,2026102311,0,719,opponent,108786.0,3,0,16,0,11,0,0
v122,2026102311,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102311,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102311,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102311,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102311,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102311,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102311,1,96,A2,310.0,1,16,3,3,0,23,0
v122,2026102311,1,96,opponent,284.0,1,19,6,0,0,12,0
v122,2026102311,1,144,A2,758.0,1,10,3,4,0,40,0
v122,2026102311,1,144,opponent,819.0,1,19,6,0,0,18,0
v122,2026102311,1,192,A2,1013.0,1,15,3,5,0,47,0
v122,2026102311,1,192,opponent,686.0,2,37,10,3,0,9,0
v122,2026102311,1,240,A2,1907.0,1,15,3,5,0,75,0
v122,2026102311,1,240,opponent,3036.0,2,37,13,0,0,39,0
v122,2026102311,1,288,A2,2517.0,1,9,0,10,0,98,0
v122,2026102311,1,288,opponent,19172.0,3,53,17,0,0,81,0
v122,2026102311,1,360,A2,6513.0,1,11,0,13,0,80,0
v122,2026102311,1,360,opponent,31344.0,3,57,17,0,0,77,0
v122,2026102311,1,480,A2,14323.0,1,0,0,23,0,1,0
v122,2026102311,1,480,opponent,71718.0,3,58,17,0,0,81,0
v122,2026102311,1,600,A2,14243.0,1,0,0,23,0,1,0
v122,2026102311,1,600,opponent,115960.0,3,58,17,0,0,99,0
v122,2026102311,1,696,A2,14183.0,1,0,0,23,0,1,0
v122,2026102311,1,696,opponent,144321.0,3,21,17,0,0,100,0
v122,2026102311,1,719,A2,14163.0,1,0,0,23,6,1,0
v122,2026102311,1,719,opponent,161484.0,3,0,17,0,11,0,0
v122,2026102312,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102312,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102312,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102312,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102312,0,48,A2,43.0,1,14,3,3,0,9,0
v122,2026102312,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102312,0,96,A2,563.0,1,13,3,3,0,21,0
v122,2026102312,0,96,opponent,279.0,1,19,6,0,0,12,0
v122,2026102312,0,144,A2,975.0,1,8,3,3,0,30,0
v122,2026102312,0,144,opponent,811.0,1,19,6,0,0,18,0
v122,2026102312,0,192,A2,1320.0,1,12,1,5,0,41,0
v122,2026102312,0,192,opponent,672.0,2,37,10,3,0,9,0
v122,2026102312,0,240,A2,1950.0,1,12,1,7,0,63,0
v122,2026102312,0,240,opponent,3074.0,2,37,13,0,0,39,0
v122,2026102312,0,288,A2,3257.0,1,2,1,18,0,61,0
v122,2026102312,0,288,opponent,19489.0,3,53,17,0,0,67,0
v122,2026102312,0,360,A2,11540.0,1,0,1,19,0,8,0
v122,2026102312,0,360,opponent,31848.0,3,57,17,0,0,55,0
v122,2026102312,0,480,A2,12004.0,1,0,0,23,0,0,0
v122,2026102312,0,480,opponent,68680.0,3,58,17,0,0,79,0
v122,2026102312,0,600,A2,11904.0,1,0,0,23,0,0,0
v122,2026102312,0,600,opponent,112575.0,3,58,17,0,0,100,0
v122,2026102312,0,696,A2,11864.0,1,0,0,23,0,0,0
v122,2026102312,0,696,opponent,149152.0,3,21,17,0,0,96,0
v122,2026102312,0,719,A2,11844.0,1,0,0,23,6,0,0
v122,2026102312,0,719,opponent,161679.0,3,0,17,0,11,0,0
v122,2026102312,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102312,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102312,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102312,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102312,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102312,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102312,1,96,A2,240.0,1,11,3,4,0,24,0
v122,2026102312,1,96,opponent,287.0,1,19,6,0,0,12,0
v122,2026102312,1,144,A2,773.0,1,8,3,4,0,27,0
v122,2026102312,1,144,opponent,820.0,1,19,6,0,0,18,0
v122,2026102312,1,192,A2,1264.0,1,12,3,5,0,23,0
v122,2026102312,1,192,opponent,594.0,2,37,10,3,0,10,0
v122,2026102312,1,240,A2,1532.0,1,13,2,6,0,46,0
v122,2026102312,1,240,opponent,2440.0,2,37,13,0,0,39,0
v122,2026102312,1,288,A2,2058.0,1,9,0,11,0,55,0
v122,2026102312,1,288,opponent,16855.0,3,53,17,0,0,81,0
v122,2026102312,1,360,A2,6460.0,2,0,0,25,0,14,0
v122,2026102312,1,360,opponent,26998.0,3,57,17,0,0,64,0
v122,2026102312,1,480,A2,6751.0,2,0,0,44,0,2,0
v122,2026102312,1,480,opponent,51873.0,3,58,17,0,0,76,0
v122,2026102312,1,600,A2,6581.0,2,1,0,45,0,4,0
v122,2026102312,1,600,opponent,83757.0,3,58,17,0,0,89,0
v122,2026102312,1,696,A2,6665.0,2,0,0,46,0,2,0
v122,2026102312,1,696,opponent,100999.0,3,21,17,0,0,100,0
v122,2026102312,1,719,A2,6611.0,2,0,0,47,8,0,2
v122,2026102312,1,719,opponent,112225.0,3,0,17,0,11,0,0
v122,2026102313,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102313,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102313,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102313,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102313,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102313,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102313,0,96,A2,608.0,1,13,3,3,0,26,0
v122,2026102313,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102313,0,144,A2,1143.0,1,6,3,3,0,37,0
v122,2026102313,0,144,opponent,801.0,1,19,6,0,0,18,0
v122,2026102313,0,192,A2,1466.0,1,7,1,7,0,39,0
v122,2026102313,0,192,opponent,636.0,2,37,10,3,0,10,0
v122,2026102313,0,240,A2,1390.0,1,5,1,9,0,57,0
v122,2026102313,0,240,opponent,4296.0,2,37,13,0,0,9,0
v122,2026102313,0,288,A2,5621.0,1,1,1,13,0,24,0
v122,2026102313,0,288,opponent,18650.0,3,53,16,1,0,39,0
v122,2026102313,0,360,A2,7602.0,1,0,1,15,0,1,0
v122,2026102313,0,360,opponent,27640.0,3,57,16,1,0,55,0
v122,2026102313,0,480,A2,7609.0,1,0,0,16,0,0,0
v122,2026102313,0,480,opponent,65711.0,3,58,16,1,0,67,0
v122,2026102313,0,600,A2,7509.0,1,0,0,19,0,0,0
v122,2026102313,0,600,opponent,108041.0,3,58,16,1,0,91,0
v122,2026102313,0,696,A2,7449.0,1,0,0,19,0,0,0
v122,2026102313,0,696,opponent,138333.0,3,21,16,1,0,97,0
v122,2026102313,0,719,A2,7429.0,1,0,0,19,6,0,0
v122,2026102313,0,719,opponent,155144.0,3,0,16,1,11,0,0
v122,2026102313,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102313,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102313,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102313,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102313,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102313,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102313,1,96,A2,160.0,1,19,3,3,0,17,0
v122,2026102313,1,96,opponent,284.0,1,19,6,0,0,12,0
v122,2026102313,1,144,A2,784.0,1,10,3,3,0,33,0
v122,2026102313,1,144,opponent,818.0,1,19,6,0,0,18,0
v122,2026102313,1,192,A2,1444.0,1,7,2,8,0,27,0
v122,2026102313,1,192,opponent,671.0,2,37,10,3,0,10,0
v122,2026102313,1,240,A2,2967.0,1,7,0,10,0,34,0
v122,2026102313,1,240,opponent,4367.0,2,37,13,0,0,9,0
v122,2026102313,1,288,A2,3831.0,1,7,0,10,0,12,0
v122,2026102313,1,288,opponent,18652.0,3,53,16,1,0,39,0
v122,2026102313,1,360,A2,4113.0,1,13,0,10,0,25,0
v122,2026102313,1,360,opponent,27455.0,3,57,16,1,0,57,0
v122,2026102313,1,480,A2,7418.0,1,0,0,23,0,6,0
v122,2026102313,1,480,opponent,64262.0,3,58,16,1,0,66,0
v122,2026102313,1,600,A2,7587.0,1,0,0,23,0,1,0
v122,2026102313,1,600,opponent,97999.0,3,58,16,1,0,91,0
v122,2026102313,1,696,A2,7527.0,1,0,0,23,0,1,0
v122,2026102313,1,696,opponent,116242.0,3,21,16,1,0,97,0
v122,2026102313,1,719,A2,7473.0,1,0,0,23,8,1,0
v122,2026102313,1,719,opponent,127901.0,3,0,16,1,11,0,0
v122,2026102314,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102314,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102314,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102314,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102314,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102314,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102314,0,96,A2,670.0,1,12,4,2,0,17,0
v122,2026102314,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102314,0,144,A2,1090.0,1,7,4,2,0,40,0
v122,2026102314,0,144,opponent,802.0,1,19,6,0,0,18,0
v122,2026102314,0,192,A2,1736.0,1,12,3,3,0,45,0
v122,2026102314,0,192,opponent,633.0,2,37,10,3,0,9,0
v122,2026102314,0,240,A2,2319.0,1,14,3,4,0,70,0
v122,2026102314,0,240,opponent,2778.0,2,37,13,0,0,39,0
v122,2026102314,0,288,A2,3658.0,1,6,3,8,0,75,0
v122,2026102314,0,288,opponent,19073.0,3,53,17,0,0,67,0
v122,2026102314,0,360,A2,9432.0,1,0,3,13,0,43,0
v122,2026102314,0,360,opponent,31878.0,3,57,17,0,0,55,0
v122,2026102314,0,480,A2,17779.0,1,0,0,18,0,0,0
v122,2026102314,0,480,opponent,70109.0,3,58,17,0,0,79,0
v122,2026102314,0,600,A2,17640.0,1,0,0,19,0,0,0
v122,2026102314,0,600,opponent,114530.0,3,58,17,0,0,100,0
v122,2026102314,0,696,A2,17547.0,1,0,0,19,0,0,0
v122,2026102314,0,696,opponent,152063.0,3,21,17,0,0,96,0
v122,2026102314,0,719,A2,17493.0,1,0,0,19,8,0,0
v122,2026102314,0,719,opponent,164125.0,3,0,17,0,11,0,0
v122,2026102314,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102314,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102314,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102314,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102314,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102314,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102314,1,96,A2,160.0,1,19,3,3,0,17,0
v122,2026102314,1,96,opponent,284.0,1,19,6,0,0,12,0
v122,2026102314,1,144,A2,784.0,1,10,3,3,0,33,0
v122,2026102314,1,144,opponent,818.0,1,19,6,0,0,18,0
v122,2026102314,1,192,A2,1401.0,1,8,2,8,0,27,0
v122,2026102314,1,192,opponent,670.0,2,37,10,3,0,10,0
v122,2026102314,1,240,A2,2221.0,1,13,2,8,0,33,0
v122,2026102314,1,240,opponent,2942.0,2,37,13,0,0,42,0
v122,2026102314,1,288,A2,4346.0,1,2,0,10,0,13,0
v122,2026102314,1,288,opponent,18802.0,3,53,17,0,0,84,0
v122,2026102314,1,360,A2,4450.0,1,8,1,9,0,19,0
v122,2026102314,1,360,opponent,33119.0,3,57,17,0,0,65,0
v122,2026102314,1,480,A2,7658.0,1,0,2,20,0,4,0
v122,2026102314,1,480,opponent,75421.0,3,58,17,0,0,85,0
v122,2026102314,1,600,A2,8059.0,1,0,0,25,0,0,0
v122,2026102314,1,600,opponent,130872.0,3,58,17,0,0,100,0
v122,2026102314,1,696,A2,8019.0,1,0,0,25,0,0,0
v122,2026102314,1,696,opponent,174198.0,3,21,14,3,0,100,0
v122,2026102314,1,719,A2,7965.0,1,0,0,25,8,0,0
v122,2026102314,1,719,opponent,188002.0,3,0,14,3,8,0,0
v122,2026102315,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102315,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102315,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102315,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102315,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102315,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102315,0,96,A2,608.0,1,13,3,3,0,26,0
v122,2026102315,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102315,0,144,A2,1258.0,1,10,3,3,0,26,0
v122,2026102315,0,144,opponent,797.0,1,19,6,0,0,18,0
v122,2026102315,0,192,A2,1447.0,1,13,3,4,0,43,0
v122,2026102315,0,192,opponent,555.0,2,37,10,3,0,10,0
v122,2026102315,0,240,A2,1436.0,2,20,2,6,0,66,0
v122,2026102315,0,240,opponent,2819.0,2,37,13,0,0,39,0
v122,2026102315,0,288,A2,3362.0,2,17,1,21,0,85,0
v122,2026102315,0,288,opponent,18588.0,3,53,17,0,0,81,0
v122,2026102315,0,360,A2,5711.0,2,1,1,31,0,73,0
v122,2026102315,0,360,opponent,31158.0,3,57,17,0,0,63,0
v122,2026102315,0,480,A2,9223.0,2,2,0,41,0,20,0
v122,2026102315,0,480,opponent,72510.0,3,58,17,0,0,76,0
v122,2026102315,0,600,A2,11807.0,2,0,0,39,0,4,0
v122,2026102315,0,600,opponent,125264.0,3,58,17,0,0,97,0
v122,2026102315,0,696,A2,11744.0,2,0,0,39,0,2,0
v122,2026102315,0,696,opponent,162038.0,3,21,17,0,0,100,0
v122,2026102315,0,719,A2,11690.0,2,0,0,39,8,2,0
v122,2026102315,0,719,opponent,179936.0,3,0,17,0,11,0,0
v122,2026102315,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102315,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102315,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102315,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102315,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102315,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102315,1,96,A2,310.0,1,16,3,3,0,23,0
v122,2026102315,1,96,opponent,284.0,1,19,6,0,0,12,0
v122,2026102315,1,144,A2,835.0,1,9,3,3,0,40,0
v122,2026102315,1,144,opponent,817.0,1,19,6,0,0,18,0
v122,2026102315,1,192,A2,1140.0,1,16,2,5,0,40,0
v122,2026102315,1,192,opponent,684.0,2,37,10,3,0,9,0
v122,2026102315,1,240,A2,1140.0,1,18,2,5,0,63,0
v122,2026102315,1,240,opponent,2520.0,2,37,13,0,0,39,0
v122,2026102315,1,288,A2,1749.0,1,14,2,5,0,88,0
v122,2026102315,1,288,opponent,17587.0,3,53,17,0,0,67,0
v122,2026102315,1,360,A2,6595.0,1,3,1,18,0,43,0
v122,2026102315,1,360,opponent,28079.0,3,57,17,0,0,55,0
v122,2026102315,1,480,A2,9171.0,1,0,0,23,0,3,0
v122,2026102315,1,480,opponent,53770.0,3,58,17,0,0,71,0
v122,2026102315,1,600,A2,9185.0,1,0,0,24,0,1,0
v122,2026102315,1,600,opponent,89066.0,3,58,16,1,0,100,0
v122,2026102315,1,696,A2,9105.0,1,0,0,24,0,1,0
v122,2026102315,1,696,opponent,114360.0,3,21,15,2,0,96,0
v122,2026102315,1,719,A2,9085.0,1,0,0,24,6,1,0
v122,2026102315,1,719,opponent,127701.0,3,0,15,2,11,0,2
v122,2026102316,0,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102316,0,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102316,0,24,A2,144.0,1,10,5,1,0,1,0
v122,2026102316,0,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102316,0,48,A2,43.0,1,14,5,1,0,6,0
v122,2026102316,0,48,opponent,83.0,1,19,4,2,0,8,0
v122,2026102316,0,96,A2,608.0,1,13,3,3,0,26,0
v122,2026102316,0,96,opponent,281.0,1,19,6,0,0,12,0
v122,2026102316,0,144,A2,1143.0,1,6,3,3,0,37,0
v122,2026102316,0,144,opponent,801.0,1,19,6,0,0,18,0
v122,2026102316,0,192,A2,1404.0,1,7,1,7,0,41,0
v122,2026102316,0,192,opponent,636.0,2,37,10,3,0,10,0
v122,2026102316,0,240,A2,1322.0,1,5,1,9,0,60,0
v122,2026102316,0,240,opponent,3070.0,2,37,13,0,0,39,0
v122,2026102316,0,288,A2,2517.0,1,1,1,14,0,46,0
v122,2026102316,0,288,opponent,18641.0,3,53,17,0,0,81,0
v122,2026102316,0,360,A2,8406.0,1,0,1,17,0,5,0
v122,2026102316,0,360,opponent,32213.0,3,57,17,0,0,65,0
v122,2026102316,0,480,A2,8592.0,1,0,0,18,0,0,0
v122,2026102316,0,480,opponent,70768.0,3,58,17,0,0,93,0
v122,2026102316,0,600,A2,8432.0,1,0,0,18,0,0,0
v122,2026102316,0,600,opponent,122721.0,3,58,17,0,0,100,0
v122,2026102316,0,696,A2,8339.0,1,0,0,18,0,0,0
v122,2026102316,0,696,opponent,158664.0,3,21,17,0,0,100,0
v122,2026102316,0,719,A2,8285.0,1,0,0,19,8,0,0
v122,2026102316,0,719,opponent,176795.0,3,0,17,0,11,0,0
v122,2026102316,1,0,A2,3000.0,1,0,0,0,0,0,0
v122,2026102316,1,0,opponent,3000.0,1,0,0,0,0,0,0
v122,2026102316,1,24,A2,4.0,1,15,4,1,0,2,0
v122,2026102316,1,24,opponent,23.0,1,19,4,0,0,3,0
v122,2026102316,1,48,A2,40.0,1,16,3,2,0,6,0
v122,2026102316,1,48,opponent,85.0,1,19,4,2,0,8,0
v122,2026102316,1,96,A2,160.0,1,19,3,3,0,17,0
v122,2026102316,1,96,opponent,285.0,1,19,6,0,0,12,0
v122,2026102316,1,144,A2,576.0,1,11,3,4,0,35,0
